date_time,Unnamed: 0,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver
2025-06-18 23:30:00,1.0,1750291200.0,4.0,4.0,3.0,6.0,6.0,3.0,3.0,6.0,6.0,3.0,1012.0,290.0,55884.0,41.0,25.0,2.0,25.0,25.0,35.0,17.0,25.0,0.0,38.0,41.0,23.0,23.0,68.259,94.0,1.0,36.785477,-119.773064,57.620998,8.0,600.0,58.0,3.0
2025-06-19 00:30:00,36.0,1750293300.0,4.0,4.0,3.0,5.833333333333333,5.833333333333333,3.5,3.5,6.333333333333333,6.333333333333333,3.5,993.5,287.1666666666667,55962.333333333336,40.333333333333336,25.83333333333333,2.1666666666666665,26.0,26.0,34.666666666666664,16.833333333333332,26.0,0.0,38.0,40.333333333333336,22.33333333333333,22.666666666666668,68.649,79.0,1.0,36.785404166666666,-119.77309533333334,65.00599933333332,9.166666666666666,600.0,58.0,3.0
2025-06-19 01:30:00,96.0,1750296900.0,3.8333333333333335,3.8333333333333335,3.0,5.333333333333333,5.333333333333333,3.333333333333333,3.333333333333333,5.5,5.5,3.333333333333333,903.3333333333334,262.6666666666667,56096.66666666666,36.5,24.83333333333333,1.8333333333333333,24.83333333333333,24.83333333333333,33.833333333333336,17.333333333333332,24.83333333333333,0.0,37.333333333333336,38.5,22.33333333333333,23.5,67.07716666666667,64.5,1.0,36.785412,-119.77311966666667,64.9646655,9.666666666666666,600.0,58.0,3.0
2025-06-19 02:30:00,156.16666666666666,1750300500.0,4.0,4.0,3.0,5.166666666666667,5.166666666666667,3.333333333333333,3.333333333333333,5.5,5.5,3.333333333333333,787.3333333333334,230.5,56224.333333333336,32.166666666666664,24.83333333333333,1.6666666666666667,25.0,25.0,32.5,18.666666666666668,25.0,0.0,36.0,37.0,23.83333333333333,25.33333333333333,59.41416666666667,98.16666666666669,1.0,36.78546566666667,-119.773135,65.8608335,9.333333333333334,600.0,58.0,3.0
2025-06-19 03:30:00,216.0,1750304100.0,4.0,4.0,3.1666666666666665,5.666666666666667,5.666666666666667,3.5,3.5,6.0,6.0,3.5,836.1666666666666,245.33333333333331,56358.66666666666,35.666666666666664,26.33333333333333,1.8333333333333333,26.33333333333333,26.33333333333333,30.33333333333333,22.83333333333333,26.33333333333333,0.0,33.666666666666664,34.5,28.166666666666668,29.5,54.10033333333333,120.66666666666669,1.0,36.78539833333333,-119.77311066666668,64.02833233333332,6.333333333333333,600.0,58.0,3.0
2025-06-19 04:30:00,276.0,1750307700.0,4.0,4.0,3.0,5.833333333333333,5.833333333333333,3.5,3.5,6.0,6.0,3.5,852.0,249.33333333333331,56494.66666666666,35.333333333333336,26.0,2.0,26.0,26.0,28.666666666666668,26.5,26.0,0.0,32.0,32.5,32.166666666666664,33.333333333333336,48.92466666666667,136.16666666666666,1.0,36.78538,-119.77313883333332,60.06899883333333,6.666666666666667,600.0,58.0,3.0
2025-06-19 05:30:00,336.0,1750311300.0,4.333333333333333,4.333333333333333,3.333333333333333,5.666666666666667,5.666666666666667,3.5,3.5,6.0,6.0,3.5,866.3333333333334,254.33333333333331,56633.66666666666,34.5,26.666666666666668,1.8333333333333333,26.666666666666668,26.666666666666668,27.666666666666668,28.0,26.666666666666668,0.0,30.666666666666668,31.0,33.333333333333336,35.0,43.13466666666667,169.33333333333334,1.0,36.785387666666665,-119.77311816666668,69.4415005,8.5,600.0,58.0,3.0
2025-06-19 06:30:00,396.0,1750314900.0,4.0,4.0,3.0,5.5,5.5,3.0,3.0,5.833333333333333,5.833333333333333,3.0,815.3333333333334,238.66666666666663,56765.16666666666,32.833333333333336,25.0,1.8333333333333333,25.0,25.0,26.666666666666668,29.83333333333333,25.0,0.0,29.5,29.83333333333333,35.5,37.0,40.457166666666666,167.5,1.0,36.785350666666666,-119.77310683333332,70.10833183333334,6.166666666666667,600.0,58.0,3.0
2025-06-19 07:30:00,456.0,1750318500.0,4.0,4.0,3.0,6.0,6.0,3.1666666666666665,3.1666666666666665,6.0,6.0,3.1666666666666665,827.5,243.16666666666663,56896.333333333336,34.5,25.666666666666668,2.1666666666666665,25.666666666666668,25.666666666666668,25.666666666666668,33.166666666666664,25.666666666666668,0.0,28.166666666666668,28.5,39.16666666666666,40.5,35.6455,207.16666666666663,1.0,36.78540216666666,-119.77310316666666,69.57250083333334,10.0,600.0,58.0,3.0
2025-06-19 08:30:00,516.0,1750322100.0,4.166666666666667,4.166666666666667,3.333333333333333,6.0,6.0,4.0,4.0,6.166666666666667,6.166666666666667,4.0,872.0,256.6666666666667,57034.5,36.0,26.83333333333333,2.1666666666666665,27.0,27.0,24.33333333333333,37.66666666666666,27.0,0.0,26.5,26.666666666666668,44.16666666666666,44.833333333333336,29.36733333333333,252.0,1.0,36.78541716666667,-119.77309283333334,66.58566533333334,10.333333333333334,600.0,58.0,3.0
