Unnamed: 0,objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt,date
10,NvFxK80knV,MOOSPMv3Parser,1750291200,2,2,3,4,4,3,3,5,5,3,863,212,87466,36,21,3,21,21,35,9,21,0,38,40,18,20,513.802,137,1,36.139004,-120.368439,161.324005,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 00:00:09,2025-06-19 00:00:09,2025-06-19 00:00:09,2025-06-19
20,11Bd2xCmrk,MOOSPMv3Parser,1750291800,3,3,3,5,5,3,3,5,5,3,907,226,87484,38,20,3,20,20,34,9,20,0,38,39,18,20,513.758,99,1,36.139,-120.368073,201.190002,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 00:10:09,2025-06-19 00:10:09,2025-06-19 00:10:09,2025-06-19
30,DL9MKbQOqD,MOOSPMv3Parser,1750292400,2,2,3,4,4,3,3,4,4,3,894,218,87501,36,21,2,21,21,34,9,21,0,38,39,18,20,513.881,87,1,36.139008,-120.368454,178.278,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 00:20:09,2025-06-19 00:20:09,2025-06-19 00:20:09,2025-06-19
40,stEdk2efK4,MOOSPMv3Parser,1750293000,2,2,3,5,5,3,3,5,5,3,866,214,87519,39,20,3,21,21,34,9,21,0,38,39,18,20,513.897,79,1,36.13903,-120.368362,182.621994,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 00:30:09,2025-06-19 00:30:10,2025-06-19 00:30:10,2025-06-19
50,dZ7QIbX7uS,MOOSPMv3Parser,1750293600,3,3,3,5,5,3,3,5,5,3,899,232,87537,40,20,3,20,20,34,10,20,0,38,39,19,20,513.888,68,1,36.139023,-120.368332,172.070999,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 00:40:09,2025-06-19 00:40:09,2025-06-19 00:40:09,2025-06-19
60,sgHxBZEoaO,MOOSPMv3Parser,1750294200,3,3,3,5,5,3,3,5,5,3,911,227,87554,39,20,3,20,20,34,10,20,0,38,39,19,21,513.798,58,1,36.139023,-120.368332,172.070999,0,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 00:50:09,2025-06-19 00:50:09,2025-06-19 00:50:09,2025-06-19
70,j42OrvHgfJ,MOOSPMv3Parser,1750294800,3,3,3,5,5,3,3,5,5,3,904,225,87572,38,20,3,20,20,34,10,20,0,38,39,19,21,513.976,54,1,36.139038,-120.368401,168.248993,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 01:00:09,2025-06-19 01:00:09,2025-06-19 01:00:09,2025-06-19
80,CStWM8tImH,MOOSPMv3Parser,1750295400,3,3,3,5,5,3,3,5,5,3,883,221,87736,41,21,3,21,21,34,10,21,0,38,39,19,21,513.919,44,1,36.139019,-120.368301,162.294006,8,599,58,3,e00fce68e739ecbcf9e91965,2025-06-19 01:10:09,2025-06-19 01:10:09,2025-06-19 01:10:09,2025-06-19
90,b2IY7Ih7ch,MOOSPMv3Parser,1750296000,3,3,3,5,5,3,3,5,5,3,879,222,87608,40,21,4,21,21,34,10,21,0,37,39,19,21,513.942,48,1,36.138985,-120.368347,177.914993,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 01:20:09,2025-06-19 01:20:09,2025-06-19 01:20:09,2025-06-19
100,v5PyF1goBJ,MOOSPMv3Parser,1750296600,3,3,3,5,5,3,3,5,5,3,940,231,87627,39,21,2,21,21,34,10,21,0,37,38,20,21,513.882,44,1,36.138988,-120.368355,164.419006,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 01:30:09,2025-06-19 01:30:09,2025-06-19 01:30:09,2025-06-19
110,tSJLa8ZCKm,MOOSPMv3Parser,1750297200,4,4,3,6,6,3,3,7,7,3,1215,315,87648,48,24,3,24,24,34,10,24,0,37,38,20,21,513.971,54,1,36.139004,-120.368324,178.636002,9,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 01:40:09,2025-06-19 01:40:09,2025-06-19 01:40:09,2025-06-19
120,pTY9nxMH9h,MOOSPMv3Parser,1750297800,3,3,3,5,5,3,3,5,5,3,911,230,87666,37,22,3,22,22,33,10,22,0,37,38,20,21,513.933,52,1,36.139027,-120.368286,182.326004,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 01:50:09,2025-06-19 01:50:09,2025-06-19 01:50:09,2025-06-19
130,xztQocW5VD,MOOSPMv3Parser,1750298400,2,2,3,4,4,3,3,5,5,3,851,215,87685,35,21,3,21,21,33,11,21,0,37,38,20,22,514.022,39,1,36.139069,-120.36834,175.860992,10,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 02:00:09,2025-06-19 02:00:09,2025-06-19 02:00:09,2025-06-19
140,DG7wqzkWy2,MOOSPMv3Parser,1750299000,3,3,3,5,5,3,3,6,6,3,926,244,87706,44,25,3,25,25,33,11,25,0,36,37,21,23,514.084,38,2,36.139091,-120.368462,166.375,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 02:10:09,2025-06-19 02:10:09,2025-06-19 02:10:09,2025-06-19
150,J8ygB4bEPv,MOOSPMv3Parser,1750299600,4,4,4,6,6,4,4,7,7,4,1027,269,87735,53,33,5,33,33,32,12,33,0,36,37,22,23,514.156,32,2,36.139065,-120.368401,173.181,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 02:20:09,2025-06-19 02:20:09,2025-06-19 02:20:09,2025-06-19
160,tDf2ILsmWe,MOOSPMv3Parser,1750300200,4,4,4,7,7,4,4,7,7,4,1208,313,87763,51,32,4,32,32,32,12,32,0,35,37,22,23,514.286,45,2,36.139118,-120.368431,161.735001,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 02:30:09,2025-06-19 02:30:09,2025-06-19 02:30:09,2025-06-19
170,QwzptDOhHt,MOOSPMv3Parser,1750300800,4,4,4,6,6,4,4,7,7,4,1149,300,87787,51,28,4,28,28,32,13,28,0,35,36,23,24,514.408,40,2,36.139118,-120.368431,161.735992,0,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 02:40:09,2025-06-19 02:40:09,2025-06-19 02:40:09,2025-06-19
180,HreNCZApAp,MOOSPMv3Parser,1750301400,4,4,3,6,6,4,4,6,6,4,1060,271,87810,43,26,4,27,27,31,13,27,0,34,36,23,24,514.558,35,3,36.139076,-120.368477,160.069,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 02:50:09,2025-06-19 02:50:09,2025-06-19 02:50:09,2025-06-19
190,Up3utL1Rzc,MOOSPMv3Parser,1750302000,3,3,3,5,5,3,3,6,6,3,940,244,87830,39,23,3,24,24,31,13,24,0,34,35,24,25,514.488,32,4,36.139019,-120.368423,173.399994,5,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 03:00:09,2025-06-19 03:00:09,2025-06-19 03:00:09,2025-06-19
200,8noyMqij9u,MOOSPMv3Parser,1750302600,3,3,3,5,5,3,3,6,6,3,940,242,87852,44,24,4,24,24,30,14,24,0,33,35,24,25,514.674,38,5,36.139015,-120.368416,172.134003,9,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 03:10:09,2025-06-19 03:10:09,2025-06-19 03:10:09,2025-06-19
210,H6PjzQ5ucR,MOOSPMv3Parser,1750303200,3,3,3,5,5,3,3,6,6,3,939,242,87872,43,24,4,24,24,30,14,24,0,33,34,25,26,514.731,36,6,36.138966,-120.368332,184.309998,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 03:20:09,2025-06-19 03:20:09,2025-06-19 03:20:09,2025-06-19
220,nH3P9fdSWs,MOOSPMv3Parser,1750303800,3,3,3,5,5,3,3,6,6,3,936,243,87894,43,25,4,25,25,30,15,25,0,32,33,25,27,514.817,50,7,36.139004,-120.368279,174.697006,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 03:30:09,2025-06-19 03:30:09,2025-06-19 03:30:09,2025-06-19
230,JvoNayiflk,MOOSPMv3Parser,1750304400,3,3,3,5,5,3,3,5,5,3,884,231,87915,40,25,3,25,25,29,16,25,0,31,33,28,28,514.923,125,7,36.139004,-120.368378,174.904007,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 03:40:09,2025-06-19 03:40:09,2025-06-19 03:40:09,2025-06-19
240,EkALDD8TsH,MOOSPMv3Parser,1750305000,3,3,3,5,5,4,4,6,6,4,891,236,87938,44,26,3,27,27,28,17,27,0,30,32,29,29,515.007,197,4,36.138962,-120.368454,175.014999,5,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 03:50:09,2025-06-19 03:50:09,2025-06-19 03:50:09,2025-06-19
250,N2CZeqgobt,MOOSPMv3Parser,1750305600,4,4,4,7,7,4,4,8,8,4,1082,289,87966,49,32,4,33,33,28,19,33,0,29,31,33,32,515.075,232,4,36.138973,-120.368332,165.496994,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 04:00:09,2025-06-19 04:00:09,2025-06-19 04:00:09,2025-06-19
260,NCsyD1lUG6,MOOSPMv3Parser,1750306200,5,5,5,8,8,5,5,9,9,5,1212,330,87998,59,37,5,37,37,27,20,37,0,28,30,33,32,515.243,249,2,36.139027,-120.368378,181.410995,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 04:10:09,2025-06-19 04:10:10,2025-06-19 04:10:10,2025-06-19
270,8K5A9M8aVn,MOOSPMv3Parser,1750306800,4,4,5,7,7,5,5,8,8,5,1077,288,88030,54,36,5,36,36,27,21,36,0,28,30,34,33,515.255,221,2,36.139027,-120.368378,181.410004,0,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 04:20:09,2025-06-19 04:20:09,2025-06-19 04:20:09,2025-06-19
280,NLug0fvPLD,MOOSPMv3Parser,1750307400,3,3,4,5,5,4,4,6,6,4,905,239,88056,42,30,4,30,30,26,20,30,0,28,29,32,32,515.213,221,2,36.139042,-120.368408,176.268005,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 04:30:09,2025-06-19 04:30:09,2025-06-19 04:30:09,2025-06-19
289,7gaHqqPFrO,MOOSPMv3Parser,1750308000,3,3,4,5,5,4,4,6,6,4,929,243,88082,43,30,4,30,30,26,21,30,0,28,29,32,33,515.282,165,3,36.138988,-120.368393,165.475006,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 04:40:09,2025-06-19 04:40:09,2025-06-19 04:40:09,2025-06-19
300,phjbIf3F2N,MOOSPMv3Parser,1750308600,3,3,4,5,5,4,4,6,6,4,889,234,88106,41,28,4,29,29,26,21,29,0,28,28,33,34,515.429,163,4,36.138996,-120.368355,183.682007,5,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 04:50:09,2025-06-19 04:50:09,2025-06-19 04:50:09,2025-06-19
310,B3TcV9dpGg,MOOSPMv3Parser,1750309200,3,3,4,5,5,4,4,6,6,4,893,238,88133,43,31,3,31,31,25,22,31,0,27,28,33,34,515.491,174,4,36.138977,-120.368408,178.703995,5,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 05:00:09,2025-06-19 05:00:09,2025-06-19 05:00:09,2025-06-19
320,jZccNdRygm,MOOSPMv3Parser,1750309800,3,3,4,6,6,5,5,6,6,5,939,250,88162,47,34,4,34,34,25,22,34,0,27,28,33,35,515.519,169,3,36.13895,-120.368362,181.682999,5,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 05:10:09,2025-06-19 05:10:09,2025-06-19 05:10:09,2025-06-19
329,k9QDdK0gxZ,MOOSPMv3Parser,1750310400,3,3,4,5,5,4,4,6,6,4,896,233,88190,43,32,4,32,32,25,22,32,0,27,28,33,34,515.569,189,3,36.139023,-120.368454,165.427994,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 05:20:09,2025-06-19 05:20:09,2025-06-19 05:20:09,2025-06-19
340,dQB0B2gf83,MOOSPMv3Parser,1750311000,3,3,4,5,5,4,4,5,5,4,853,226,88214,39,28,3,28,28,25,22,28,0,27,27,34,35,515.534,184,3,36.139008,-120.368523,195.278,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 05:30:13,2025-06-19 05:30:14,2025-06-19 05:30:14,2025-06-19
350,15wBBnXiZM,MOOSPMv3Parser,1750311600,3,3,4,5,5,4,4,5,5,4,856,228,88239,41,28,4,28,28,24,23,28,0,26,27,34,35,515.559,217,4,36.138973,-120.36834,180.496002,5,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 05:40:09,2025-06-19 05:40:09,2025-06-19 05:40:09,2025-06-19
360,7BBsotEYQq,MOOSPMv3Parser,1750312200,3,3,4,5,5,4,4,6,6,4,854,228,88263,41,27,4,28,28,24,23,28,0,27,27,33,35,515.551,175,5,36.139046,-120.368385,160.876999,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 05:50:09,2025-06-19 05:50:10,2025-06-19 05:50:10,2025-06-19
370,I0Tb73v1Bw,MOOSPMv3Parser,1750312800,3,3,4,5,5,4,4,5,5,4,864,226,88287,42,28,3,28,28,24,24,28,0,26,27,35,37,515.554,194,6,36.139046,-120.368385,160.882004,0,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 06:00:09,2025-06-19 06:00:09,2025-06-19 06:00:09,2025-06-19
380,XImBxacPEX,MOOSPMv3Parser,1750313400,2,2,4,5,5,4,4,5,5,4,825,217,88312,40,28,4,28,28,24,23,28,0,27,26,33,36,515.724,188,4,36.139027,-120.368401,175.024994,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 06:10:09,2025-06-19 06:10:10,2025-06-19 06:10:10,2025-06-19
390,nrftg4biH7,MOOSPMv3Parser,1750314000,3,3,4,5,5,4,4,5,5,4,874,228,88337,39,29,3,29,29,24,24,29,0,26,26,33,37,515.71,223,4,36.138988,-120.368362,177.352005,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 06:20:09,2025-06-19 06:20:09,2025-06-19 06:20:09,2025-06-19
400,lMttF31oB5,MOOSPMv3Parser,1750314600,2,2,4,5,5,4,4,5,5,4,827,219,88362,37,29,4,29,29,24,25,29,0,26,26,37,39,515.796,181,5,36.138973,-120.368393,166.363007,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 06:30:09,2025-06-19 06:30:10,2025-06-19 06:30:10,2025-06-19
410,dHJMBSZpLD,MOOSPMv3Parser,1750315200,4,4,4,7,7,5,5,8,8,5,1127,298,88392,49,34,4,35,35,24,26,35,0,25,26,38,38,515.762,212,4,36.139076,-120.368271,169.404999,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 06:40:09,2025-06-19 06:40:09,2025-06-19 06:40:09,2025-06-19
420,EcqjDngU9F,MOOSPMv3Parser,1750315800,3,3,4,6,6,4,4,6,6,4,946,247,88417,42,29,3,29,29,23,25,29,0,25,26,38,38,515.772,233,2,36.139008,-120.36808,192.563995,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 06:50:09,2025-06-19 06:50:09,2025-06-19 06:50:09,2025-06-19
430,fF1wC1FdCN,MOOSPMv3Parser,1750316400,2,2,3,5,5,4,4,5,5,4,802,214,88441,40,27,3,27,27,23,25,27,0,24,25,37,38,515.762,229,1,36.139008,-120.368401,176.602997,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 07:00:09,2025-06-19 07:00:09,2025-06-19 07:00:09,2025-06-19
440,McdLa6BXh6,MOOSPMv3Parser,1750317000,3,3,3,6,6,4,4,6,6,4,848,223,88463,40,26,3,26,26,23,24,26,0,24,25,37,37,515.818,247,1,36.139027,-120.36837,173.602005,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 07:10:09,2025-06-19 07:10:10,2025-06-19 07:10:10,2025-06-19
450,ZxQXYEntZh,MOOSPMv3Parser,1750317600,4,4,4,6,6,4,4,7,7,4,927,244,88490,42,30,3,30,30,23,25,30,0,24,25,36,38,515.844,280,1,36.13908,-120.368446,167.768997,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 07:20:09,2025-06-19 07:20:09,2025-06-19 07:20:09,2025-06-19
460,MBvWLy521Q,MOOSPMv3Parser,1750318200,4,4,4,7,7,4,4,8,8,4,1010,269,88518,45,33,4,33,33,22,25,33,0,24,24,36,38,515.854,285,2,36.139027,-120.36834,184.863007,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 07:30:09,2025-06-19 07:30:10,2025-06-19 07:30:10,2025-06-19
470,BMM8h8Cqb1,MOOSPMv3Parser,1750318800,4,4,4,6,6,4,4,7,7,4,966,256,88545,40,31,3,31,31,22,24,31,0,24,24,36,37,515.935,287,1,36.13903,-120.368423,175.511993,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 07:40:09,2025-06-19 07:40:09,2025-06-19 07:40:09,2025-06-19
480,HW0Kq8DhEO,MOOSPMv3Parser,1750319400,4,4,4,6,6,4,4,6,6,4,953,247,88570,39,29,3,29,29,22,26,29,0,24,24,38,40,516.014,282,1,36.13903,-120.368423,175.511993,0,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 07:50:09,2025-06-19 07:50:09,2025-06-19 07:50:09,2025-06-19
490,VUhgrRRQ6F,MOOSPMv3Parser,1750320000,4,4,4,7,7,4,4,7,7,4,1025,264,88598,44,32,3,32,32,22,28,32,0,23,24,40,42,515.874,249,1,36.139019,-120.368469,177.082001,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 08:00:09,2025-06-19 08:00:10,2025-06-19 08:00:10,2025-06-19
500,FsPtCOJq9y,MOOSPMv3Parser,1750320600,4,4,4,7,7,4,4,7,7,4,977,259,88624,45,30,4,30,30,22,29,30,0,23,24,41,42,516.01,240,1,36.139008,-120.368423,162.451996,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 08:10:09,2025-06-19 08:10:10,2025-06-19 08:10:10,2025-06-19
510,fSvOv1KCI6,MOOSPMv3Parser,1750321200,4,4,4,6,6,4,4,7,7,4,944,240,88649,42,29,3,29,29,22,28,29,0,23,23,41,42,516.13,254,1,36.139,-120.368408,166.279999,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 08:20:09,2025-06-19 08:20:09,2025-06-19 08:20:09,2025-06-19
520,ef4DCpfp8S,MOOSPMv3Parser,1750321800,4,4,4,7,7,4,4,8,8,4,970,250,88674,43,29,5,29,29,21,29,29,0,23,23,42,42,515.991,279,1,36.138958,-120.368301,183.904999,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 08:30:09,2025-06-19 08:30:09,2025-06-19 08:30:09,2025-06-19
530,hlvGLoBr3A,MOOSPMv3Parser,1750322400,4,4,4,6,6,4,4,7,7,4,959,245,88700,42,30,3,30,30,21,31,30,0,22,23,44,44,516.066,272,1,36.139042,-120.368408,167.533005,11,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 08:40:09,2025-06-19 08:40:09,2025-06-19 08:40:09,2025-06-19
540,OnGrWkyeig,MOOSPMv3Parser,1750323000,4,4,4,7,7,4,4,7,7,4,953,252,88728,45,32,4,32,32,21,33,32,0,22,23,47,47,516.077,269,1,36.139011,-120.368279,179.169998,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 08:50:09,2025-06-19 08:50:09,2025-06-19 08:50:09,2025-06-19
550,GwweiSBko1,MOOSPMv3Parser,1750323600,4,4,4,6,6,4,4,7,7,4,933,241,88753,42,29,3,29,29,21,32,29,0,22,23,45,45,516.094,267,1,36.139,-120.36834,170.977997,9,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 09:00:09,2025-06-19 09:00:09,2025-06-19 09:00:09,2025-06-19
560,PkNGpPreZF,MOOSPMv3Parser,1750324200,4,4,4,6,6,4,4,7,7,4,955,245,88779,42,30,3,30,30,21,32,30,0,22,22,46,46,516.099,284,1,36.138996,-120.368355,172.274002,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 09:10:09,2025-06-19 09:10:09,2025-06-19 09:10:09,2025-06-19
570,L9VYI8G2wq,MOOSPMv3Parser,1750324800,4,4,4,7,7,4,4,7,7,4,987,245,88804,47,29,3,29,29,21,33,29,0,21,22,47,47,516.119,262,1,36.139042,-120.368439,173.701004,9,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 09:20:09,2025-06-19 09:20:09,2025-06-19 09:20:09,2025-06-19
580,1mEegruZiD,MOOSPMv3Parser,1750325400,4,4,4,6,6,4,4,6,6,4,959,236,88829,42,28,3,28,28,20,30,28,0,21,22,43,43,516.191,271,1,36.138992,-120.368484,156.684006,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 09:30:09,2025-06-19 09:30:09,2025-06-19 09:30:09,2025-06-19
590,kiJXvJEypT,MOOSPMv3Parser,1750326000,3,3,4,5,5,4,4,6,6,4,918,223,88853,39,28,3,28,28,20,31,28,0,21,22,43,44,516.247,247,1,36.138992,-120.368484,156.688004,0,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 09:40:09,2025-06-19 09:40:10,2025-06-19 09:40:10,2025-06-19
600,m5sYsgzWsA,MOOSPMv3Parser,1750326600,3,3,4,6,6,4,4,6,6,4,886,221,88877,40,28,2,28,28,20,32,28,0,21,22,45,45,516.231,244,1,36.139061,-120.368362,178.919998,5,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 09:50:09,2025-06-19 09:50:09,2025-06-19 09:50:09,2025-06-19
610,vyRuSl1VUu,MOOSPMv3Parser,1750327200,3,3,4,5,5,4,4,6,6,4,874,213,88901,37,28,3,28,28,20,30,28,0,21,21,44,44,516.223,243,1,36.139034,-120.368416,175.587006,6,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 10:00:09,2025-06-19 10:00:09,2025-06-19 10:00:09,2025-06-19
620,rjglaB0JIx,MOOSPMv3Parser,1750327800,3,3,3,5,5,4,4,6,6,4,910,221,88925,37,27,3,27,27,20,31,27,0,21,21,43,45,516.289,233,1,36.139,-120.368301,174.320007,10,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 10:10:09,2025-06-19 10:10:09,2025-06-19 10:10:09,2025-06-19
630,eNBpZWv7ym,MOOSPMv3Parser,1750328400,3,3,4,6,6,4,4,6,6,4,929,227,88950,38,28,2,28,28,20,31,28,0,21,21,43,44,516.334,221,1,36.138927,-120.368515,159.158997,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 10:20:09,2025-06-19 10:20:09,2025-06-19 10:20:09,2025-06-19
640,sGKKmiF2Cc,MOOSPMv3Parser,1750329000,3,3,3,5,5,4,4,6,6,4,897,221,88973,39,27,3,27,27,20,31,27,0,20,21,44,44,516.351,210,1,36.13903,-120.36824,178.656998,9,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 10:30:09,2025-06-19 10:30:09,2025-06-19 10:30:09,2025-06-19
650,fPmqvnL8Fl,MOOSPMv3Parser,1750329600,3,3,4,5,5,4,4,6,6,4,884,215,88998,36,28,3,28,28,20,31,28,0,20,21,44,44,516.393,220,1,36.138985,-120.368286,184.595001,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 10:40:09,2025-06-19 10:40:09,2025-06-19 10:40:09,2025-06-19
660,ifVURCwRaf,MOOSPMv3Parser,1750330200,3,3,4,5,5,4,4,6,6,4,907,222,89022,39,28,3,28,28,19,32,28,0,20,21,46,46,516.425,231,1,36.138966,-120.368324,183.188004,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 10:50:09,2025-06-19 10:50:10,2025-06-19 10:50:10,2025-06-19
670,QduFU0QXF4,MOOSPMv3Parser,1750330800,3,3,4,6,6,4,4,6,6,4,892,221,89047,38,29,3,29,29,19,32,29,0,20,21,44,45,516.483,244,1,36.138973,-120.368217,189.438995,11,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 11:00:09,2025-06-19 11:00:10,2025-06-19 11:00:10,2025-06-19
680,voSP1sBHso,MOOSPMv3Parser,1750331400,3,3,4,5,5,4,4,6,6,4,873,215,89071,39,27,2,28,28,19,31,28,0,20,20,44,44,516.4,243,1,36.139008,-120.368362,169.781998,11,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 11:10:09,2025-06-19 11:10:09,2025-06-19 11:10:09,2025-06-19
690,MnKAmQukIz,MOOSPMv3Parser,1750332000,3,3,4,5,5,4,4,6,6,4,881,212,89095,39,28,3,28,28,19,32,28,0,20,20,45,45,516.245,225,1,36.13895,-120.36834,176.677002,8,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 11:20:09,2025-06-19 11:20:09,2025-06-19 11:20:09,2025-06-19
700,uRAOTrgODg,MOOSPMv3Parser,1750332600,4,4,4,5,5,4,4,6,6,4,899,221,89120,38,28,3,28,28,19,33,28,0,20,20,46,47,516.335,234,1,36.13895,-120.36834,176.679993,0,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 11:30:09,2025-06-19 11:30:09,2025-06-19 11:30:09,2025-06-19
710,vKOxgYuF7Q,MOOSPMv3Parser,1750333200,3,3,20,5,5,21,21,6,6,21,900,220,89258,37,159,3,159,159,19,34,159,0,19,20,48,47,516.317,219,1,36.138996,-120.368355,179.699997,10,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 11:40:09,2025-06-19 11:40:10,2025-06-19 11:40:10,2025-06-19
720,ewgjD6HiaS,MOOSPMv3Parser,1750333800,3,3,4,5,5,4,4,6,6,4,869,210,89283,36,28,3,29,29,19,32,29,0,19,20,47,46,516.483,226,1,36.138958,-120.368362,183.578003,11,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 11:50:09,2025-06-19 11:50:09,2025-06-19 11:50:09,2025-06-19
730,oC0hFrCfIE,MOOSPMv3Parser,1750334400,4,4,4,6,6,4,4,7,7,4,921,231,89309,41,30,4,30,30,19,35,30,0,20,20,48,49,516.672,210,1,36.139027,-120.368439,174.845993,10,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 12:00:09,2025-06-19 12:00:09,2025-06-19 12:00:09,2025-06-19
740,uKVGmQasDb,MOOSPMv3Parser,1750335000,4,4,4,6,6,4,4,6,6,4,923,227,89335,40,30,4,30,30,19,35,30,0,19,20,49,49,516.674,229,1,36.139008,-120.36837,158.285995,11,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 12:10:09,2025-06-19 12:10:09,2025-06-19 12:10:09,2025-06-19
750,DpTIVsJXdf,MOOSPMv3Parser,1750335600,4,4,4,6,6,4,4,6,6,4,899,220,89360,40,29,4,29,29,19,36,29,0,19,20,49,49,516.693,252,1,36.138947,-120.368301,173.759995,7,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 12:20:09,2025-06-19 12:20:10,2025-06-19 12:20:10,2025-06-19
760,ZlOmGaq4Ij,MOOSPMv3Parser,1750336200,3,3,4,6,6,4,4,6,6,4,906,225,89386,40,30,3,30,30,19,36,30,0,19,20,49,49,516.583,256,1,36.139027,-120.36834,187.889008,9,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 12:30:09,2025-06-19 12:30:09,2025-06-19 12:30:09,2025-06-19
770,3QH5vqWDgM,MOOSPMv3Parser,1750336800,4,4,4,6,6,4,4,7,7,4,937,232,89412,39,31,4,31,31,18,36,31,0,19,20,49,49,516.698,256,1,36.139011,-120.368439,159.619995,9,600,58,3,e00fce68e739ecbcf9e91965,2025-06-19 12:40:09,2025-06-19 12:40:10,2025-06-19 12:40:10,2025-06-19
