range,o3,temp_C,rh,m_PM25_CF1,m_PM10_CF1,week,intercept
0+,0.5773349598832057,0.6121916143226614,-0.07304379847995121,0.05145493891735774,0.13299401084800253,0.509218993350596,-19.674609887272638
