range,o3,temp_C,rh,m_PM25_CF1,m_PM10_CF1,week,intercept
0+,0.613230340114842,0.5774411603366322,-0.02747299671631334,0.024854516027188012,0.15810034501399678,0.5094227946608398,-22.747249543682024
