date_time,unixtime,m_PM25_b,m_PM1_b,m_PM10_b,tempC_sen5x,rh_sen5x,temp_C,rh,lat,lon,reference,dew_point,temp_minus_dew_point,pm_rh_interaction,pm_calibrated_clarityremake,pm_calibrated_twovar
2023-12-11 23:30:00,1702365901.0,46.406666666666666,42.80833333333334,48.28,5.866666666666667,78.75,6.216666666666666,77.43333333333334,36.7853825,-119.77311083333336,38.9,2.456793200138487,3.4098734665281802,3654.525,35.57073177595838,35.102668501923056
2023-12-12 00:30:00,1702369501.0,48.09666666666666,44.31166666666667,50.11000000000001,5.016666666666667,81.38333333333334,5.466666666666666,79.33333333333333,36.78538583333333,-119.773122,36.0,2.090693674573853,2.9259729920928135,3914.267055555555,36.74777427634511,36.21325792311012
2023-12-12 01:30:00,1702373101.0,43.93666666666667,40.516666666666666,45.72833333333333,4.65,80.2,5.283333333333333,77.51666666666667,36.78534766666667,-119.7730865,30.9,1.5277992570572574,3.122200742942743,3523.720666666667,33.578199692671944,33.165765324586296
2023-12-12 02:30:00,1702376701.0,40.74,37.528333333333336,42.45,4.133333333333334,80.56666666666666,4.3500000000000005,79.8,36.78537766666667,-119.77311583333334,29.5,1.0875455598962183,3.0457877734371155,3282.286,31.06264887378841,30.748432414921467
2023-12-12 03:30:00,1702380301.0,38.48333333333333,35.425000000000004,40.12666666666667,3.3666666666666667,84.14999999999999,3.733333333333333,82.23333333333333,36.78543666666667,-119.77311833333331,25.7,0.9432246354935948,2.4234420311730718,3238.372499999999,29.055391434960153,28.84509052758144
2023-12-12 04:30:00,1702383901.0,33.778333333333336,31.12333333333333,35.190000000000005,3.1500000000000004,84.33333333333333,3.5666666666666664,82.21666666666665,36.78539033333333,-119.77312333333332,22.8,0.7610084432548512,2.3889915567451494,2848.6394444444445,25.350815958095943,25.308248432595455
2023-12-12 05:30:00,1702387501.0,32.01166666666666,29.531666666666663,33.29833333333333,2.733333333333333,84.38333333333334,3.0666666666666664,82.88333333333334,36.785384666666666,-119.773122,15.2,0.3605819605186872,2.372751372814646,2701.251138888889,23.966542178272455,23.9813254193838
2023-12-12 06:30:00,1702391101.0,31.91,29.41333333333333,33.22,2.2666666666666666,86.01666666666667,2.716666666666667,83.83333333333333,36.785390166666666,-119.77314883333334,19.7,0.16747050651929457,2.099196160147372,2744.791833333333,23.74864038129327,23.808426400715433
2023-12-12 07:30:00,1702394701.0,32.195,29.616666666666664,33.60333333333333,2.45,87.08333333333333,3.1333333333333333,83.38333333333334,36.785406,-119.77308533333331,19.8,0.5183377350150716,1.9316622649849284,2803.6479166666663,23.873205091032922,23.958852321194726
2023-12-12 08:30:00,1702398301.0,41.92666666666667,38.42,43.94833333333333,5.8,78.10000000000001,6.05,77.31666666666666,36.78540666666667,-119.7731895,25.2,2.275373304619081,3.5246266953809187,3274.4726666666675,32.09103393982221,31.783785462274807
2023-12-12 09:30:00,1702401901.0,55.498333333333335,50.85166666666667,58.17666666666667,11.25,59.53333333333333,9.216666666666669,68.48333333333333,36.7853495,-119.77311333333334,40.6,3.6503583769644847,7.599641623035515,3304.000777777778,43.01781362157118,43.05388722127071
2023-12-12 10:30:00,1702405501.0,50.41833333333333,46.31,52.70666666666667,14.85,48.13333333333333,11.966666666666669,58.03333333333333,36.78539133333333,-119.773136,35.2,3.9699460832586637,10.880053916741335,2426.802444444444,39.372235900179575,39.921857804608685
2023-12-12 11:30:00,1702409101.0,41.625,38.285,43.45166666666666,17.833333333333332,40.7,14.75,48.18333333333334,36.785424,-119.77319716666666,25.7,4.28527879024264,13.548054543090693,1694.1375,33.043667881289196,33.77214496914231
2023-12-12 12:30:00,1702412701.0,35.65,32.89666666666667,37.07666666666667,19.683333333333334,36.6,16.25,43.5,36.78534266666667,-119.77318083333334,20.7,4.419369972750021,15.263963360583313,1304.79,28.79407833965944,29.537162357165464
2023-12-12 13:30:00,1702416301.0,32.67166666666667,30.08333333333333,34.06333333333333,20.1,35.48333333333333,17.05,41.05,36.78535433333334,-119.77312083333334,21.2,4.34526218910092,15.754737810899082,1159.2996388888887,26.682857790544542,27.37127854160869
2023-12-12 14:30:00,1702419901.0,32.266666666666666,29.576666666666668,33.81166666666667,19.633333333333333,35.766666666666666,17.033333333333335,40.583333333333336,36.78536433333333,-119.77313733333334,21.5,4.046113268364254,15.58722006496908,1154.0711111111111,26.39507259609978,27.050990371230405
2023-12-12 15:30:00,1702423501.0,34.17666666666667,31.33,35.81166666666667,18.7,37.56666666666667,16.733333333333334,41.36666666666667,36.7853475,-119.77311333333334,22.3,3.9175819072150584,14.78241809278494,1283.9034444444446,27.758540638109512,28.375791783956686
2023-12-12 16:30:00,1702427101.0,28.916666666666668,26.53333333333333,30.26833333333333,16.7,41.78333333333333,15.466666666666669,44.75,36.7853545,-119.77310183333331,21.4,3.639173525702844,13.060826474297155,1208.2347222222222,24.040928551099245,24.184214274819105
2023-12-12 17:30:00,1702430701.0,28.006666666666664,25.731666666666666,29.273333333333337,13.416666666666666,51.86666666666667,13.15,53.03333333333333,36.785413,-119.77311583333334,21.3,3.712551128189082,9.704115538477584,1452.6124444444442,23.061722465917832,22.905220332199775
2023-12-12 18:30:00,1702434301.0,30.41333333333333,27.98333333333333,31.725,11.1,59.43333333333334,11.45,59.06666666666666,36.78538516666666,-119.77316416666667,18.9,3.4853163996161736,7.614683600383826,1807.5657777777776,24.45457773323054,24.26078908617199
2023-12-12 19:30:00,1702437901.0,34.12833333333334,31.42333333333333,35.585,9.533333333333331,65.75,9.916666666666666,65.08333333333333,36.7854505,-119.77313366666664,31.7,3.435865290394078,6.097468042939253,2243.9379166666668,26.873636188684795,26.6708513106988
2023-12-12 20:30:00,1702441501.0,43.89166666666667,40.43833333333333,45.72333333333333,8.466666666666667,69.88333333333334,9.033333333333331,68.39999999999999,36.7854095,-119.77313616666667,35.7,3.281025429478482,5.185641237188184,3067.295972222223,34.051220413159996,33.742885613319395
2023-12-12 21:30:00,1702445101.0,51.23499999999999,47.045,53.585,7.666666666666667,73.43333333333334,8.183333333333334,71.63333333333334,36.7853595,-119.773168,38.6,3.213512782857313,4.453153883809354,3762.356833333333,39.48584061133646,39.03587986653393
2023-12-12 22:30:00,1702448701.0,51.03666666666666,46.86166666666667,53.376666666666665,7.1000000000000005,73.03333333333333,7.516666666666667,71.64999999999999,36.785395666666666,-119.77314383333334,40.8,2.589767000370224,4.5102329996297765,3727.3778888888883,39.35621049293974,38.91093010437276
2023-12-12 23:30:00,1702452301.0,52.47833333333333,48.27333333333333,54.76666666666667,6.05,76.0,6.366666666666667,74.95,36.78531783333333,-119.7731375,42.1,2.1350205518802756,3.914979448119724,3988.353333333333,40.37213880870533,39.81567888313794
2023-12-13 00:30:00,1702455901.0,54.11666666666667,49.76,56.505,4.916666666666667,79.41666666666667,5.166666666666667,78.58333333333333,36.78540983333333,-119.77316416666666,35.0,1.6504315243254957,3.2662351423411713,4297.7652777777785,41.51223470479778,40.84116793173389
2023-12-13 01:30:00,1702459501.0,50.35999999999999,46.22833333333333,52.68333333333334,4.133333333333334,82.76666666666667,4.866666666666666,79.5,36.78541883333333,-119.77307233333332,31.5,1.4631780839816182,2.6701552493517156,4168.129333333332,38.42752918750304,37.82752243646782
2023-12-13 02:30:00,1702463101.0,43.52166666666667,39.935,45.553333333333335,3.9333333333333336,82.01666666666667,4.483333333333333,79.43333333333334,36.78537933333333,-119.7731005,30.6,1.14062383385485,2.792709499478484,3569.502027777778,33.119541224632314,32.74719524730784
2023-12-13 03:30:00,1702466701.0,44.498333333333335,40.68666666666667,46.76666666666667,3.283333333333333,84.0,3.583333333333333,82.71666666666667,36.785354833333336,-119.77312583333332,28.1,0.8367321382956817,2.4466011950376516,3737.86,33.74548327485954,33.36168969040625
2023-12-13 04:30:00,1702470301.0,44.45666666666667,40.67333333333333,46.68666666666667,2.766666666666667,84.91666666666667,3.1166666666666667,83.28333333333333,36.78535583333333,-119.77312333333332,29.3,0.48052134013431236,2.286145326532355,3775.111944444445,33.66441946900973,33.276188855907584
2023-12-13 05:30:00,1702473901.0,43.09166666666667,39.391666666666666,45.29833333333334,2.566666666666667,86.64999999999999,3.1666666666666665,83.71666666666665,36.78538233333334,-119.77312733333332,25.3,0.5640053399483174,2.0026613267183495,3733.8929166666667,32.476149169517115,32.150610775348724
2023-12-13 06:30:00,1702477501.0,42.48333333333333,38.77333333333333,44.74166666666667,2.2666666666666666,86.21666666666665,2.783333333333333,84.43333333333334,36.785408,-119.773131,22.0,0.1995637167216877,2.067102949944979,3662.771388888888,32.01616483818551,31.7203754290842
2023-12-13 07:30:00,1702481101.0,44.66833333333333,40.79,47.00833333333333,2.3666666666666667,88.10000000000001,3.15,84.10000000000001,36.7853665,-119.77312716666668,25.3,0.5971446557017914,1.7695220109648753,3935.280166666667,33.62384747391829,33.246331232289265
2023-12-13 08:30:00,1702484701.0,47.14166666666667,43.18166666666667,49.44,5.8500000000000005,75.60000000000001,6.0,75.21666666666667,36.785371833333336,-119.77315883333334,29.9,1.8672958635452028,3.9827041364547977,3563.9100000000008,36.249615662829314,35.83999655735365
2023-12-13 09:30:00,1702488301.0,40.56333333333333,37.11166666666667,42.59333333333333,11.266666666666666,56.01666666666667,9.416666666666666,63.86666666666667,36.7854285,-119.77307883333332,24.4,2.8034244667462613,8.463242199920405,2272.2227222222223,32.08243275867806,32.06962745324462
2023-12-13 10:30:00,1702491901.0,38.39833333333333,35.223333333333336,40.2,15.616666666666667,44.78333333333333,12.733333333333334,53.26666666666667,36.7854285,-119.77311833333331,27.4,3.6435130173195795,11.973153649347088,1719.605361111111,30.753635060571433,31.112267994245066
2023-12-13 11:30:00,1702495501.0,40.365,37.21833333333333,42.01833333333334,18.666666666666668,38.03333333333333,15.466666666666669,45.03333333333333,36.78537133333333,-119.77309533333334,28.1,4.063870548168174,14.602796118498494,1535.2155,32.14142370333934,32.98577668200502
2023-12-13 12:30:00,1702499101.0,40.22833333333333,37.135,41.815,20.03333333333333,35.28333333333333,16.283333333333335,42.7,36.7853765,-119.7730725,25.9,4.205596879715721,15.82773645361761,1419.3896944444443,31.98122410959509,33.046182846711275
2023-12-13 13:30:00,1702502701.0,40.33,37.208333333333336,41.95166666666667,20.78333333333333,33.766666666666666,17.25,40.03333333333333,36.78538283333334,-119.77312716666664,24.1,4.238821728349347,16.544511604983985,1361.8096666666665,31.99576405213252,33.2121740995631
2023-12-13 14:30:00,1702506300.8333333,39.72,36.66666666666666,41.285,20.516666666666666,33.63333333333333,18.016666666666666,37.63333333333333,36.78533133333334,-119.77307883333332,28.9,3.9481359285160473,16.568530738150617,1335.916,31.58294917575148,32.76292690564701
2023-12-13 15:30:00,1702509901.0,37.31333333333333,34.553333333333335,38.64833333333333,20.1,34.21666666666667,17.933333333333334,37.61666666666667,36.785333,-119.77312733333332,27.3,3.826703087095848,16.273296912904154,1276.7378888888888,29.94894655419533,30.92480136820498
2023-12-13 16:30:00,1702513501.0,35.77166666666667,32.94166666666667,37.285,17.75,39.5,16.349999999999998,42.333333333333336,36.785351,-119.77312233333332,31.9,3.7837460209875498,13.96625397901245,1412.9808333333333,28.92230605330919,29.456633587870925
2023-12-13 17:30:00,1702517101.0,38.01333333333333,34.531666666666666,40.24,14.083333333333334,49.63333333333333,13.666666666666666,51.06666666666666,36.78542383333333,-119.77313866666668,33.2,3.702148099205464,10.38118523412787,1886.7284444444442,30.339023680528427,30.536578388527715
2023-12-13 18:30:00,1702520701.0,49.22,44.903333333333336,51.85833333333333,11.866666666666667,56.06666666666666,12.216666666666669,55.43333333333334,36.78539983333334,-119.7731335,50.8,3.3767756657905927,8.489891000876074,2759.601333333333,38.40690534711618,38.554083438702754
2023-12-13 19:30:00,1702524301.0,55.306666666666665,50.53333333333333,58.173333333333325,10.766666666666666,59.43333333333334,11.383333333333333,58.0,36.78540533333333,-119.77315766666668,50.6,3.17164043398347,7.595026232683196,3287.0595555555556,42.86372195139249,42.91617071778885
2023-12-13 20:30:00,1702527901.0,52.78333333333333,48.43333333333334,55.24,9.383333333333333,64.8,9.883333333333333,63.65,36.785304333333336,-119.77315016666668,50.7,3.0868952756562105,6.296438057677122,3420.3599999999997,40.92138031438439,40.70739529323625
2023-12-13 21:30:00,1702531501.0,54.696666666666665,50.348333333333336,57.04333333333333,7.8,71.39999999999999,8.133333333333333,70.60000000000001,36.785394,-119.773145,50.2,2.9446204419527207,4.855379558047279,3905.3419999999996,42.22208979904982,41.750489526328614
2023-12-13 22:30:00,1702535101.0,63.778333333333336,58.36833333333333,66.95,6.766666666666667,75.83333333333333,7.3,73.8,36.78542066666667,-119.773154,52.0,2.798314970455689,3.9683516962109775,4836.523611111111,49.03127506643544,48.293911304697495
2023-12-13 23:30:00,1702538701.0,64.48666666666666,59.11333333333334,67.57666666666667,6.083333333333333,78.35000000000001,6.6000000000000005,76.25,36.785413,-119.77317316666668,49.1,2.5957706576516397,3.4875626756816933,5052.530333333334,49.55158740939511,48.67573496592296
2023-12-14 00:30:00,1702542301.0,58.083333333333336,53.26500000000001,60.833333333333336,5.633333333333333,77.55,6.083333333333333,75.75,36.7853685,-119.77313633333334,44.9,2.014216553827723,3.61911677950561,4504.3625,44.62394599834025,43.92436279829936
2023-12-14 01:30:00,1702545901.0,52.15166666666667,47.9,54.52666666666667,5.116666666666666,77.85000000000001,5.383333333333333,76.95,36.7853735,-119.77313216666666,42.1,1.5664101734572702,3.550256493209396,4060.0072500000006,40.04163527954087,39.4613332855907
2023-12-14 02:30:00,1702549501.0,49.845,45.8,52.086666666666666,4.533333333333333,80.14999999999999,4.966666666666667,78.38333333333334,36.7853675,-119.773112,36.7,1.4053486929739845,3.1279846403593488,3995.0767499999993,38.156286915756056,37.59650618424732
2023-12-14 03:30:00,1702553101.0,50.38333333333333,46.27333333333333,52.68833333333333,4.083333333333333,81.23333333333333,4.416666666666667,79.75,36.78530816666667,-119.77313499999998,32.8,1.1535017550426219,2.9298315782907114,4092.806111111111,38.52407150369766,37.93579651349741
2023-12-14 04:30:00,1702556701.0,46.98666666666667,43.07666666666666,49.23,3.783333333333333,82.13333333333334,4.416666666666667,79.16666666666667,36.785408,-119.77312716666664,29.4,1.0137704940600076,2.7695628392733256,3859.171555555556,35.81541794018678,35.3370026938729
2023-12-14 05:30:00,1702560301.0,43.45166666666668,39.751666666666665,45.63333333333333,3.3833333333333333,83.01666666666667,3.75,81.46666666666667,36.785389333333335,-119.77312733333332,30.8,0.7711371540216592,2.612196179311674,3607.212527777779,32.9883220725035,32.63552693284379
2023-12-14 06:30:00,1702563901.0,42.58166666666667,39.035,44.60999999999999,2.8666666666666667,84.11666666666666,3.333333333333333,81.78333333333333,36.78535316666667,-119.77312333333332,31.9,0.44751149473110674,2.41915517193556,3581.8278611111114,32.25392009249305,31.91840746848638
2023-12-14 07:30:00,1702567501.0,41.23,37.693333333333335,43.34,2.8833333333333333,84.65,3.5666666666666664,81.3,36.78533766666667,-119.773145,25.2,0.5514249004708296,2.3319084328625035,3490.1195,31.14068608682115,30.873872863598507
2023-12-14 08:30:00,1702571101.0,40.04,36.51166666666666,42.20666666666667,5.9,73.76666666666667,6.416666666666667,72.33333333333333,36.785394,-119.77315766666668,24.2,1.5721016031971546,4.327898396802846,2953.617333333333,30.868079101884334,30.626467547862752
2023-12-14 09:30:00,1702574701.0,44.7,40.626666666666665,47.29,11.966666666666669,53.53333333333333,10.35,59.8,36.78539466666667,-119.77313483333334,28.3,2.815650490667153,9.151016175999516,2392.94,35.13376650512964,35.316734965419
