site,date,start_hour,time,value,variable,units,quality,prelim,name 
3781,6/13/2025,11,12:30 PM,43.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,12,1:30 PM,44.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,13,2:30 PM,45.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,14,3:30 PM,44.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,15,4:30 PM,41.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,16,5:30 PM,42.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,17,6:30 PM,44.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,18,7:30 PM,42.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,19,8:30 PM,42,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,20,9:30 PM,42.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,21,10:30 PM,37.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/13/2025,22,11:30 PM,35.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,23,12:30 AM,33.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,0,1:30 AM,30.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,1,2:30 AM,28.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,2,3:30 AM,27.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,3,4:30 AM,25.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,5,6:30 AM,25,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,6,7:30 AM,27,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,7,8:30 AM,29.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,8,9:30 AM,35,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,9,10:30 AM,39.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,10,11:30 AM,43.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,11,12:30 PM,46.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,12,1:30 PM,49.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,13,2:30 PM,51.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,14,3:30 PM,53,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,15,4:30 PM,53.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,16,5:30 PM,54.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,17,6:30 PM,55.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,18,7:30 PM,53.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,19,8:30 PM,50.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,20,9:30 PM,47.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,21,10:30 PM,44.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/14/2025,22,11:30 PM,42.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,23,12:30 AM,40,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,0,1:30 AM,35.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,1,2:30 AM,32.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,2,3:30 AM,29.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,3,4:30 AM,30.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,5,6:30 AM,26.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,6,7:30 AM,28.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,7,8:30 AM,34,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,8,9:30 AM,41.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,9,10:30 AM,49.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,10,11:30 AM,56.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,11,12:30 PM,63.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,12,1:30 PM,58.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,13,2:30 PM,57.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,14,3:30 PM,59.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,15,4:30 PM,60.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,16,5:30 PM,60.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,17,6:30 PM,60.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,18,7:30 PM,57.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,19,8:30 PM,54.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,20,9:30 PM,53.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,21,10:30 PM,49.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/15/2025,22,11:30 PM,48.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,23,12:30 AM,43.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,0,1:30 AM,35.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,1,2:30 AM,32.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,2,3:30 AM,31.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,3,4:30 AM,30.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,5,6:30 AM,22.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,6,7:30 AM,27.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,7,8:30 AM,34.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,8,9:30 AM,40.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,9,10:30 AM,43.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,10,11:30 AM,48.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,11,12:30 PM,54.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,12,1:30 PM,56.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,13,2:30 PM,59.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,14,3:30 PM,59.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,15,4:30 PM,60.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,16,5:30 PM,62.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,17,6:30 PM,61.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,18,7:30 PM,59.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,19,8:30 PM,56.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,20,9:30 PM,53.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,21,10:30 PM,49.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/16/2025,22,11:30 PM,41.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,23,12:30 AM,33.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,0,1:30 AM,35.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,1,2:30 AM,35.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,2,3:30 AM,33.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,3,4:30 AM,32.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,5,6:30 AM,25.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,6,7:30 AM,29.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,7,8:30 AM,33.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,8,9:30 AM,37.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,9,10:30 AM,41.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,10,11:30 AM,46.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,11,12:30 PM,48.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,12,1:30 PM,53,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,13,2:30 PM,55.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,14,3:30 PM,58.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,15,4:30 PM,61,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,16,5:30 PM,63.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,17,6:30 PM,62.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,18,7:30 PM,59.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,19,8:30 PM,53.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,20,9:30 PM,53.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,21,10:30 PM,52.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/17/2025,22,11:30 PM,46.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,23,12:30 AM,38.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,0,1:30 AM,35.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,1,2:30 AM,30.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,2,3:30 AM,26.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,3,4:30 AM,24.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,5,6:30 AM,20,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,6,7:30 AM,26.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,7,8:30 AM,37.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,8,9:30 AM,49.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,9,10:30 AM,55.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,10,11:30 AM,57.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,11,12:30 PM,62.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,12,1:30 PM,64.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,13,2:30 PM,65.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,14,3:30 PM,63.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,15,4:30 PM,63.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,16,5:30 PM,64.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,17,6:30 PM,62.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,18,7:30 PM,54,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,19,8:30 PM,50.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,20,9:30 PM,46.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,21,10:30 PM,41,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/18/2025,22,11:30 PM,38.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,23,12:30 AM,35.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,0,1:30 AM,30.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,1,2:30 AM,26.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,2,3:30 AM,24.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,3,4:30 AM,23.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,5,6:30 AM,19.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,6,7:30 AM,23.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,7,8:30 AM,31.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,8,9:30 AM,49,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,9,10:30 AM,54.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,10,11:30 AM,59.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,11,12:30 PM,59.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,12,1:30 PM,54.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,13,2:30 PM,57.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,14,3:30 PM,62,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,15,4:30 PM,64.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,16,5:30 PM,68.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,17,6:30 PM,62.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,18,7:30 PM,49.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,19,8:30 PM,40.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,20,9:30 PM,36.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,21,10:30 PM,36.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/19/2025,22,11:30 PM,35.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,23,12:30 AM,31.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,0,1:30 AM,30.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,1,2:30 AM,28.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,2,3:30 AM,25.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,3,4:30 AM,23.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,5,6:30 AM,20.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,6,7:30 AM,24.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,7,8:30 AM,27.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,8,9:30 AM,31.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,9,10:30 AM,37.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,10,11:30 AM,39.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,11,12:30 PM,41.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,12,1:30 PM,41,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,13,2:30 PM,41.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,14,3:30 PM,43.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,15,4:30 PM,45.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,16,5:30 PM,48.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,17,6:30 PM,49.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,18,7:30 PM,44.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,19,8:30 PM,35,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,20,9:30 PM,32.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,21,10:30 PM,31.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/20/2025,22,11:30 PM,30.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,23,12:30 AM,28.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,0,1:30 AM,26.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,1,2:30 AM,25.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,2,3:30 AM,25.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,3,4:30 AM,24,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,5,6:30 AM,23.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,6,7:30 AM,24.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,7,8:30 AM,26.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,8,9:30 AM,28.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,9,10:30 AM,30.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,10,11:30 AM,33.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,11,12:30 PM,33.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,12,1:30 PM,35.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,13,2:30 PM,38.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,14,3:30 PM,39.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,15,4:30 PM,38.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,16,5:30 PM,37.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,17,6:30 PM,36.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,18,7:30 PM,36,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,19,8:30 PM,34.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,20,9:30 PM,32.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,21,10:30 PM,29,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/21/2025,22,11:30 PM,27,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,23,12:30 AM,25.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,0,1:30 AM,23.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,1,2:30 AM,20.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,2,3:30 AM,17.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,3,4:30 AM,14.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,5,6:30 AM,10.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,6,7:30 AM,15.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,7,8:30 AM,20.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,8,9:30 AM,27.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,9,10:30 AM,33.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,15,4:30 PM,38.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,16,5:30 PM,37.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,17,6:30 PM,36.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,18,7:30 PM,36.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,19,8:30 PM,36.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,20,9:30 PM,34.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,21,10:30 PM,33.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/22/2025,22,11:30 PM,31.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,23,12:30 AM,24.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,0,1:30 AM,25.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,1,2:30 AM,24.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,2,3:30 AM,22.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,3,4:30 AM,19.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,5,6:30 AM,23.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,6,7:30 AM,16.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,7,8:30 AM,20.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,8,9:30 AM,29.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,9,10:30 AM,35.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,10,11:30 AM,39.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,11,12:30 PM,43.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,12,1:30 PM,43.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,13,2:30 PM,44.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,14,3:30 PM,46.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,15,4:30 PM,45,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,16,5:30 PM,46,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,17,6:30 PM,48.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,18,7:30 PM,52.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,19,8:30 PM,50.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,20,9:30 PM,43.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,21,10:30 PM,36.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/23/2025,22,11:30 PM,31.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/24/2025,23,12:30 AM,28.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/24/2025,0,1:30 AM,25.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/24/2025,1,2:30 AM,21.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/24/2025,2,3:30 AM,19.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
