site,date,start_hour,value,variable,units,quality,prelim,name 
3781,6/11/2025,18,46.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/11/2025,19,44.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/11/2025,20,44.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/11/2025,21,41.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/11/2025,22,35.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/11/2025,23,33.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,0,33.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,1,32.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,2,30.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,3,27.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,5,23,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,6,25.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,7,29.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,8,34.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,9,39.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,10,44.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,11,48.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,12,51.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,13,51.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,14,50.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,15,46.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,16,50.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,17,51.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,18,49.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,19,47.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,20,45.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,21,44.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,6/12/2025,22,40.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
