site,date,start_hour,value,variable,units,quality,prelim,name 
3781,2025-07-11,8,51.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,9,61.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,10,72.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,11,77.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,12,78.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,13,74.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,14,65.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,15,63.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,16,62.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,17,62.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,18,63.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,19,62.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,20,49.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,21,44.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,22,41.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-11,23,39.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,0,36.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,1,28.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,2,23.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,3,22.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,5,22.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,6,25.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,7,37.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,8,47.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,9,60.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,10,72.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,11,89.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,12,87.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,13,68.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,14,62.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,15,61.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,16,64.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,17,66.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,18,66.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,19,63.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,20,58.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,21,52.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,22,41.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-12,23,32.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,0,28.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,1,25.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,2,23.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,3,21.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,5,18.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,6,19.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,7,24.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,8,35.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,9,46.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,10,57.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,11,64.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,12,63.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,13,58.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,14,60.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,15,57.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,16,55.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,17,56.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,18,52.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,19,48.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,20,45.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,21,43.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,22,42.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-13,23,36.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,0,29.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,1,24.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,2,21.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,3,21.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,5,11.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,6,18.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,7,25.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,8,36.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,9,48.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,10,58.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,11,71.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,12,75.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,13,59.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,14,55.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,15,55.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,16,57.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,17,56.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,18,52.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,19,52.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,20,47.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,21,50.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,22,45.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-14,23,39.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,0,32.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,1,27.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,2,25.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,3,23.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,5,15.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,6,18.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,7,27.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,8,41.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,9,53.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,10,56.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,11,60.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,12,60.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,13,64.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,14,59.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,15,56.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,16,56.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,17,55.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,18,54.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,19,42.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,20,31.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,21,27.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,22,26.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-15,23,24.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,0,21.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,1,19.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,2,17.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,3,16.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,5,8.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,6,13.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,7,23.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,8,36.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,9,38.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,10,44.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,11,50.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,12,54.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,13,54.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,14,55.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,15,56.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,16,56.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,17,54.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,18,53.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,19,51.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,20,46.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,21,42.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,22,37.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-16,23,34.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,0,28.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,1,22.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,2,19.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,3,18.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,5,15.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,6,16.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,7,20.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,8,28.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,9,35.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,10,42.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,11,46.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,12,48.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,13,49.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,14,49.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,15,50.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,16,50.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,17,51.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,18,52.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,19,49.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,20,46.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,21,43.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,22,39.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-17,23,33.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,0,24.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,1,20.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,2,18.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,3,17.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,5,15.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,6,17.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,7,22.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,8,30.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,9,38.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,10,45.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,11,47.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,12,49.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,13,50.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,14,51.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,15,52.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,16,52.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,17,55.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,18,53.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,19,49.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,20,46.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,21,45.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,22,41.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-18,23,35.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,0,33.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,1,29.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,2,24.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,3,22.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,5,23.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,6,24.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,7,27.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,8,33.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,9,40.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,10,45.5,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,11,50.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,12,53.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,13,54.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,14,53.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,15,56.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,16,56.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,17,56.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,18,54.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,19,47.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,20,46.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,21,42.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,22,37.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-19,23,31.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,0,28.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,1,25.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,2,23.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,3,22.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,5,18.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,6,20.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,7,26.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,8,32.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,9,37.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,10,41.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,11,46.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,12,50.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,13,49.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,14,49.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,15,48.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,16,47.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,17,45.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,18,46.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,19,46.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,20,32.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,21,26.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,22,23.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-20,23,20.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,0,18.7,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,1,16.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,2,14.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,3,12.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,5,11.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,6,14.4,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,7,19.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,8,23.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,9,26.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,10,32.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,11,36.3,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,12,37.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,13,37.2,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,14,36.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,15,35.1,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,16,35.9,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,17,36.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,18,40.0,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,19,34.6,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
3781,2025-07-21,20,28.8,OZONE,Parts Per Billion ( ppb ),0,y,Fresno-Garland                           
