date_time,unixtime,temp_C,rh,o3,m_PM25_CF1,m_PM10_CF1,lat,lon,reference,seasonal_bias,week,o3_calibrated_prepost
2025-06-28 09:30:00,1751127901.0,29.666666666666668,38.833333333333336,32.421166666666664,22.33333333333333,23.166666666666668,36.7854015,-119.77311966666667,43.0,1,26,46.61853632302195
2025-06-28 10:30:00,1751131501.0,32.0,35.166666666666664,46.4315,20.166666666666668,21.0,36.78542016666666,-119.773112,55.6,1,26,56.98051498315953
2025-06-28 11:30:00,1751135101.0,34.333333333333336,30.666666666666668,61.2355,18.166666666666668,18.83333333333333,36.78540116666667,-119.77315649999998,71.8,1,26,67.87752432274246
2025-06-28 12:30:00,1751138701.0,36.833333333333336,26.0,75.12283333333333,17.166666666666668,17.333333333333332,36.78545433333333,-119.7731235,82.6,1,26,78.5589892582114
2025-06-28 13:30:00,1751142301.0,38.16666666666666,22.83333333333333,68.73766666666667,10.833333333333334,11.333333333333334,36.78543116666667,-119.77312733333332,71.8,1,26,69.96556681202375
2025-06-28 14:30:00,1751145901.0,39.16666666666666,19.83333333333333,62.11933333333334,6.333333333333333,6.333333333333333,36.7854405,-119.77315916666667,63.0,1,26,61.878329376756575
2025-06-28 15:30:00,1751149501.0,39.66666666666666,17.333333333333332,61.646,4.5,4.833333333333333,36.78546333333333,-119.77314616666666,60.3,1,26,60.32413739527767
2025-06-28 16:30:00,1751153101.0,40.0,17.333333333333332,63.44216666666667,5.0,5.333333333333333,36.7854145,-119.77313583333334,63.4,1,26,62.19278955651588
2025-06-28 17:30:00,1751156701.0,40.0,16.666666666666668,64.8985,5.333333333333333,5.666666666666667,36.785418666666665,-119.77312866666666,63.9,1,26,63.42885453082119
2025-06-28 18:30:00,1751160301.0,39.333333333333336,15.833333333333334,64.863,5.166666666666667,5.333333333333333,36.78539466666667,-119.7731095,62.7,1,26,62.81757476434651
2025-06-28 19:30:00,1751163901.0,37.833333333333336,18.666666666666668,60.97416666666667,5.0,5.0,36.785419,-119.7731235,60.0,1,26,59.40986763140693
2025-06-28 20:30:00,1751167501.0,35.0,24.166666666666668,54.62466666666666,6.333333333333333,6.833333333333333,36.78546733333334,-119.7731475,56.2,1,26,54.95677390151851
2025-06-28 21:30:00,1751171101.0,33.166666666666664,30.5,52.31983333333333,6.833333333333333,7.166666666666667,36.785415666666665,-119.77311333333334,56.0,1,26,53.67539502370649
2025-06-28 22:30:00,1751174701.0,31.5,33.166666666666664,50.43683333333333,6.666666666666667,7.5,36.785343833333336,-119.77310816666666,53.4,1,26,51.954916117039595
2025-06-28 23:30:00,1751178301.0,29.666666666666668,40.16666666666666,38.372,7.5,8.166666666666666,36.78546383333333,-119.77312216666668,42.4,1,26,43.16535131004952
2025-06-29 00:30:00,1751181901.0,27.33333333333333,42.0,28.70983333333333,6.5,6.833333333333333,36.785404666666665,-119.77311716666668,34.7,1,26,34.06991246598975
2025-06-29 01:30:00,1751185501.0,26.33333333333333,41.66666666666666,27.636333333333337,6.0,6.333333333333333,36.7854055,-119.77306616666668,32.6,1,26,32.42714665674249
2025-06-29 02:30:00,1751189101.0,25.166666666666668,44.833333333333336,22.65433333333333,6.666666666666667,7.333333333333333,36.78544733333333,-119.77311333333334,28.3,1,26,28.96073861957364
2025-06-29 03:30:00,1751192701.0,24.0,48.333333333333336,18.004666666666665,7.333333333333333,8.0,36.78543533333333,-119.77311816666666,25.0,1,26,25.7281634212557
2025-06-29 04:30:00,1751196301.0,23.0,51.333333333333336,14.5445,8.5,9.0,36.78541883333333,-119.77312716666668,22.9,1,26,23.669612131496777
2025-06-29 08:30:00,1751210701.0,25.83333333333333,48.833333333333336,15.753333333333332,20.83333333333333,21.83333333333333,36.7854195,-119.77315016666668,28.2,1,26,32.568501904456404
2025-06-29 09:30:00,1751214301.0,29.0,39.5,30.85783333333333,13.333333333333334,13.833333333333334,36.785439833333335,-119.77313883333332,39.7,1,26,39.99690683155457
2025-06-29 10:30:00,1751217901.0,31.166666666666668,35.833333333333336,42.752833333333335,12.333333333333334,13.0,36.785421166666666,-119.77313233333332,49.9,1,26,49.299043892097764
2025-06-29 11:30:00,1751221501.0,33.666666666666664,32.0,52.47083333333333,11.333333333333334,12.333333333333334,36.785435,-119.77311183333336,59.9,1,26,57.02045902537157
2025-06-29 12:30:00,1751225101.0,35.5,27.83333333333333,61.17583333333334,10.333333333333334,11.0,36.7854445,-119.7731095,66.1,1,26,63.393769757803945
2025-06-29 13:30:00,1751228701.0,36.833333333333336,26.166666666666668,57.75666666666667,9.333333333333334,9.833333333333334,36.785444166666665,-119.77311966666666,61.9,1,26,60.330606173625405
2025-06-29 14:30:00,1751232301.0,37.833333333333336,23.33333333333333,56.126,6.666666666666667,7.333333333333333,36.785425,-119.77309916666668,58.8,1,26,57.49126076858693
2025-06-29 15:30:00,1751235901.0,38.833333333333336,22.166666666666668,59.74466666666667,6.166666666666667,6.5,36.785422,-119.7731285,61.2,1,26,60.244910754645154
2025-06-29 16:30:00,1751239681.0,39.0,20.2,58.459,4.6,4.8,36.7854042,-119.7731202,58.8,1,26,58.01142705204534
2025-06-29 17:30:00,1751243101.0,39.0,19.166666666666668,62.3685,5.0,5.0,36.78540216666666,-119.77312116666668,62.0,1,26,61.129172514058546
2025-06-29 18:30:00,1751246701.0,38.66666666666666,19.0,63.94333333333333,4.5,4.666666666666667,36.785432666666665,-119.77309166666667,62.6,1,26,61.97642100041829
2025-06-29 19:30:00,1751250301.0,37.0,20.0,58.92066666666667,4.166666666666667,4.5,36.785441166666665,-119.773089,57.0,1,26,57.256743719291514
2025-06-29 20:30:00,1751253901.0,34.166666666666664,25.666666666666668,51.7055,5.0,5.0,36.78540433333333,-119.77310183333331,51.4,1,26,51.62671723862153
2025-06-29 21:30:00,1751257501.0,32.333333333333336,30.0,47.25899999999999,5.0,5.166666666666667,36.785446666666665,-119.773136,48.2,1,26,48.08067994072696
2025-06-29 22:30:00,1751261101.0,30.83333333333333,30.166666666666668,49.07566666666667,5.333333333333333,5.666666666666667,36.785421500000005,-119.77314233333334,49.4,1,26,49.140669204303315
2025-06-29 23:30:00,1751264701.0,29.5,29.5,43.63133333333334,5.0,5.333333333333333,36.7854015,-119.77308883333336,44.6,1,26,43.885676306786785
2025-06-30 00:30:00,1751268301.0,27.83333333333333,28.0,42.20016666666667,3.6666666666666665,4.0,36.785428333333336,-119.77316133333332,42.6,1,27,41.189137520279836
2025-06-30 01:30:00,1751271901.0,26.0,30.83333333333333,35.73,4.333333333333333,4.5,36.78543466666667,-119.77310966666666,36.2,1,27,36.040063556790635
2025-06-30 02:30:00,1751275501.0,24.166666666666668,34.0,29.60533333333333,5.833333333333333,6.5,36.78544816666667,-119.77312716666668,31.8,1,27,31.88384810596539
2025-06-30 03:30:00,1751279101.0,23.33333333333333,35.666666666666664,25.04583333333333,5.166666666666667,5.833333333333333,36.785388833333336,-119.77309916666668,29.4,1,27,27.785928778947174
2025-06-30 04:30:00,1751282701.0,22.5,38.333333333333336,18.990666666666662,6.5,7.0,36.7853915,-119.77311566666668,24.2,1,27,23.757286587138317
2025-06-30 07:30:00,1751293501.0,24.166666666666668,42.833333333333336,11.895,7.833333333333333,8.5,36.785445,-119.7731195,23.6,1,27,20.414983175550752
2025-06-30 08:30:00,1751297101.0,27.0,33.5,24.075333333333333,6.666666666666667,6.833333333333333,36.785425833333335,-119.77312966666666,32.6,1,27,28.9463813351879
2025-06-30 09:30:00,1751300701.0,29.83333333333333,27.0,38.6095,5.5,5.666666666666667,36.78550766666667,-119.77314133333334,42.6,1,27,40.00786925152399
2025-06-30 10:30:00,1751304301.0,32.5,21.83333333333333,49.383833333333335,4.333333333333333,4.666666666666667,36.785404666666665,-119.7731335,50.0,1,27,48.269485859819035
2025-06-30 11:30:00,1751307901.0,34.5,19.166666666666668,58.75933333333333,4.666666666666667,4.833333333333333,36.785413166666665,-119.7731525,59.0,1,27,56.323596038991546
2025-06-30 12:30:00,1751311501.0,36.0,18.33333333333333,61.31983333333333,4.5,4.833333333333333,36.785453833333335,-119.77312983333331,59.3,1,27,58.836344052565586
2025-06-30 13:30:00,1751315101.0,36.833333333333336,17.5,59.36366666666667,3.8333333333333335,3.8333333333333335,36.785415,-119.7731285,57.3,1,27,57.01709573988122
2025-06-30 14:30:00,1751318701.0,37.66666666666666,19.5,60.9155,4.666666666666667,5.0,36.785402833333336,-119.7731385,60.0,1,27,59.54887886932797
2025-06-30 15:30:00,1751322301.0,38.5,18.83333333333333,63.21566666666666,4.5,4.833333333333333,36.78537166666667,-119.77311083333332,62.7,1,27,61.54374303300434
2025-06-30 16:30:00,1751325901.0,39.0,18.166666666666668,67.64383333333333,5.5,5.666666666666667,36.78544983333334,-119.77311416666667,65.3,1,27,65.71185240434227
2025-06-30 17:30:00,1751329501.0,39.0,18.5,66.16433333333333,6.5,7.0,36.7854035,-119.77313733333334,64.4,1,27,65.24566063817653
2025-06-30 18:30:00,1751333101.0,38.5,18.666666666666668,65.74333333333334,6.0,6.5,36.78543033333333,-119.77311216666668,62.8,1,27,64.43485786515708
2025-06-30 19:30:00,1751336701.0,36.833333333333336,19.83333333333333,60.8295,4.333333333333333,4.333333333333333,36.78542266666667,-119.77312833333332,57.3,1,27,58.89211898642035
2025-06-30 20:30:00,1751340301.0,33.666666666666664,21.666666666666668,61.97233333333333,4.833333333333333,4.833333333333333,36.785441166666665,-119.7731195,59.1,1,27,59.02615268663319
2025-06-30 21:30:00,1751343901.0,31.666666666666668,26.0,58.12833333333333,4.666666666666667,5.0,36.7854315,-119.77316283333334,57.3,1,27,55.84080670795873
2025-06-30 22:30:00,1751347501.0,30.0,30.166666666666668,52.33950000000001,4.666666666666667,5.0,36.78539983333334,-119.77314633333332,52.8,1,27,51.21722925048221
2025-06-30 23:30:00,1751351101.0,28.5,31.166666666666668,43.214333333333336,3.8333333333333335,4.0,36.785413,-119.77313,44.6,1,27,42.90977166656507
2025-07-01 00:30:00,1751354701.0,27.0,34.5,35.73866666666667,3.6666666666666665,4.0,36.78540683333333,-119.773112,38.2,1,27,36.81091580704335
2025-07-01 01:30:00,1751358301.0,25.666666666666668,36.833333333333336,31.538,3.6666666666666665,3.8333333333333335,36.78542766666666,-119.77307116666668,34.5,1,27,33.23181730768332
2025-07-01 02:30:00,1751361901.0,24.5,38.833333333333336,27.316333333333333,3.6666666666666665,3.8333333333333335,36.78540366666667,-119.77311833333331,31.3,1,27,29.695545107609668
2025-07-01 03:30:00,1751365501.0,22.83333333333333,42.833333333333336,22.006833333333333,4.166666666666667,4.166666666666667,36.78542383333333,-119.77311816666668,27.5,1,27,25.663580550826104
2025-07-01 04:30:00,1751369101.0,21.666666666666668,47.5,11.652,4.666666666666667,5.0,36.78544733333333,-119.77315766666668,20.4,1,27,18.06812741149333
2025-07-01 08:30:00,1751383501.0,26.0,38.0,20.009666666666668,8.0,8.166666666666666,36.7853845,-119.77309283333334,32.5,1,27,26.81181967124744
2025-07-01 09:30:00,1751387101.0,28.33333333333333,34.166666666666664,29.935,9.0,9.333333333333334,36.78546633333333,-119.77314766666666,41.7,1,27,35.71414382219667
2025-07-01 10:30:00,1751390701.0,31.0,29.83333333333333,35.8905,8.166666666666666,8.666666666666666,36.78542633333333,-119.773136,48.3,1,27,40.45463987107909
2025-07-01 11:30:00,1751394301.0,33.5,22.33333333333333,53.5155,5.0,5.0,36.78538116666667,-119.773102,58.3,1,27,52.39381619508078
2025-07-01 12:30:00,1751397901.0,35.0,19.83333333333333,57.659,5.166666666666667,5.5,36.7854175,-119.7731325,60.1,1,27,56.111113310314785
2025-07-01 13:30:00,1751401501.0,36.333333333333336,20.5,60.084333333333326,5.5,5.833333333333333,36.78536566666667,-119.77311333333334,60.9,1,27,58.948274216498255
2025-07-01 14:30:00,1751405101.0,37.16666666666666,20.33333333333333,58.76016666666667,5.5,6.0,36.7854055,-119.77319216666666,57.9,1,27,58.27048379575282
2025-07-01 15:30:00,1751408701.0,37.66666666666666,21.83333333333333,56.6075,6.333333333333333,6.5,36.785436,-119.7731145,58.1,1,27,57.41540598893973
2025-07-01 16:30:00,1751412301.0,37.833333333333336,22.0,58.668,6.166666666666667,6.5,36.78536166666667,-119.77306500000002,58.6,1,27,59.12020690998215
2025-07-01 17:30:00,1751415901.0,38.0,22.83333333333333,62.30433333333334,7.333333333333333,7.5,36.785427166666665,-119.77309283333334,63.0,1,27,62.870476509577266
2025-07-01 18:30:00,1751419501.0,37.333333333333336,23.0,64.20716666666667,7.166666666666667,7.166666666666667,36.78541216666667,-119.77311333333334,62.7,1,27,63.990498963731945
2025-07-01 19:30:00,1751423101.0,36.333333333333336,22.5,57.728166666666674,5.166666666666667,5.166666666666667,36.78543916666667,-119.7731285,55.4,1,27,57.13818023127856
2025-07-01 20:30:00,1751426701.0,33.833333333333336,25.0,55.54933333333333,5.666666666666667,5.833333333333333,36.785466166666666,-119.7731565,53.0,1,27,55.0704963762144
2025-07-01 21:30:00,1751430301.0,32.166666666666664,27.0,52.4515,5.833333333333333,6.0,36.78539716666666,-119.773098,51.3,1,27,52.30886217613763
2025-07-01 22:30:00,1751433901.0,30.5,29.666666666666668,47.959833333333336,6.0,6.333333333333333,36.78539466666667,-119.77309166666667,48.1,1,27,48.59622934708688
2025-07-01 23:30:00,1751437501.0,29.0,30.0,45.245666666666665,6.333333333333333,6.333333333333333,36.785462,-119.77312216666668,45.5,1,27,45.91946801842476
2025-07-02 00:30:00,1751441101.0,28.666666666666668,29.166666666666668,44.98183333333333,7.0,7.166666666666667,36.7854245,-119.77312733333332,44.5,1,27,45.83647335558779
2025-07-02 01:30:00,1751444701.0,27.166666666666668,32.666666666666664,41.068666666666665,7.0,7.5,36.78542216666667,-119.77315383333332,41.0,1,27,42.761046558354785
2025-07-02 02:30:00,1751448301.0,25.666666666666668,37.66666666666666,33.39733333333333,7.5,8.0,36.785411833333335,-119.7731335,35.2,1,27,37.13579513804222
2025-07-02 03:30:00,1751451901.0,23.33333333333333,46.0,20.7085,9.0,9.5,36.7854465,-119.773112,27.4,1,27,28.28919690565514
2025-07-02 04:30:00,1751455501.0,23.0,47.66666666666666,17.729833333333335,9.166666666666666,9.5,36.7854175,-119.77314116666666,25.8,1,27,26.10382218679033
2025-07-02 06:30:00,1751462701.0,22.0,50.5,13.005333333333333,10.166666666666666,10.333333333333334,36.78542083333333,-119.773126,22.1,1,27,22.90836479285563
2025-07-02 07:30:00,1751466301.0,23.666666666666668,45.66666666666666,16.340999999999998,10.166666666666666,10.666666666666666,36.7855065,-119.77310816666666,25.5,1,27,25.539945217406363
2025-07-02 08:30:00,1751469901.0,26.83333333333333,38.0,25.788833333333333,9.333333333333334,10.0,36.785351166666665,-119.77309666666667,34.1,1,27,32.70078825416156
2025-07-02 09:30:00,1751473501.0,29.83333333333333,32.666666666666664,35.046,9.0,9.5,36.78541,-119.77311833333331,42.8,1,27,40.24473115032078
2025-07-02 10:30:00,1751477101.0,32.0,30.83333333333333,37.782,7.5,7.833333333333333,36.78544466666667,-119.77308033333334,43.2,1,27,42.164239607391586
