date_time,CutlerOrosi,Avenal,Coalinguita,TerraBella,LostHills,McFarland,Coalinga
2025-08-08,55.245668787619444,,49.109031723776475,49.30394002083139,46.67704343218951,57.88981397632048,46.48385916706381
2025-08-09,57.09281625197413,,56.63231007865146,59.69804995823493,65.46609636253851,67.48065409588091,52.77965134765861
2025-08-10,60.285360374174005,,54.52990969419197,58.440977825882655,61.210049775517795,67.75394867230303,50.64213016748787
2025-08-11,56.7614293716764,,51.809769841677905,54.18936824851582,54.38646052403487,61.70867166777978,49.565025532454484
2025-08-12,51.864890671886045,,46.468729349766015,52.93935545554934,50.2493878775142,58.57147737830721,44.508238033051036
2025-08-13,53.029304881063354,,44.73195192233143,51.86034992350148,45.68448886872848,57.2258604780776,41.20146195596582
2025-08-14,49.335468203639444,,41.5672187342289,48.972712296955734,42.72079460958293,53.26301625026604,37.20804933675513
2025-08-15,48.18571342596054,,40.2656530702198,48.21824799550256,41.64040834147953,53.53080660922762,36.61364350578255
2025-08-16,35.47152614613719,,31.90249559264047,40.703705464134366,31.516785220809528,45.64505055848235,
2025-08-17,37.245426522422015,,30.018384384183808,38.00213659331702,29.354456787215376,45.71895753899884,
2025-08-18,43.48212861867045,,32.57421176044095,41.85659603258371,38.87838230591875,48.905409233560846,33.16850334076138
2025-08-19,45.58171723178514,39.227081132246504,,43.9124899831869,41.1344003191651,52.20933517404549,36.61779160179611
2025-08-20,51.62128355024198,44.358795597509214,,47.0101019137293,43.76590054909919,53.596413979263104,43.22668788505224
2025-08-21,60.60649209930877,43.93418431953096,,49.500447154433644,49.12941881460107,57.70459804014041,37.77815434920883
2025-08-22,64.55594125810347,47.17397510203618,,56.000292306082684,51.109654338157156,64.56778486691495,44.51453394801204
2025-08-23,49.641547471357086,45.642092082698866,,45.97577986602421,47.607177410556595,54.29205380415366,42.96334579708087
2025-08-24,63.4505423185765,48.61705564178762,,59.60487500141221,53.470281511565574,69.60047157702368,44.720332408557425
2025-08-25,57.62800823178143,45.8115591608869,,54.29663487464312,43.796362313504595,59.90301940234531,37.34649991129461
2025-08-26,56.70451889209849,48.06707286996861,,54.82005954731379,46.563248267299386,63.88519235878374,43.53369851069084
2025-08-27,52.21565827046774,43.861135828549806,,50.776352342314496,44.43203591664104,55.20664889032715,40.58639258427798
2025-08-28,59.34542825577919,49.773456718629944,,53.337199937344906,53.75019189917134,52.772276999694874,41.879799345150715
2025-08-29,48.44658772506792,43.463731419722,,48.5205153191307,44.85219089267092,51.71681303868432,38.61201865436965
2025-08-30,56.267277983876276,45.9888033717398,,49.60177352370725,48.86648221715384,52.39067068403065,41.929688246152374
2025-08-31,58.14472022507238,51.457526675139846,,50.72792579788704,51.3527390182451,55.087275850268895,45.04668100882417
2025-09-01,59.58100276898396,46.511786698444375,,54.17259874943267,45.68389777274819,55.74930609835528,40.043318724623084
2025-09-02,63.02758269540634,39.41718700123496,,51.15220213067568,44.38405176289375,53.06853792791389,
2025-09-03,58.0447513237963,53.33743198113477,,61.32273263905358,51.16587063034728,56.81337547661392,51.724442559094726
2025-09-04,61.0896707530049,50.68989756496677,,53.883483613845215,46.92203239488269,56.214960452565506,47.39193240486288
2025-09-05,48.82139419480424,46.26318232772302,,48.20866580167565,43.704119924514245,49.573061257341095,39.77958539362738
2025-09-06,53.29331257509836,47.14521908405276,,51.71176725292414,40.60471835748441,51.47809434850888,37.355126050553096
2025-09-07,48.016831283168656,39.27768252365,,44.15084291698734,35.26080861163207,44.598406743240226,33.703549631162886
2025-09-08,46.91562622254875,37.02212912675573,,44.653188263730634,34.45113035554247,43.8676262754991,31.281104299308666
2025-09-09,38.47077636727969,30.289535678927066,,37.888843406503995,30.56803116475038,40.549353568068184,
2025-09-10,35.83142855775227,28.632883969122517,,35.56144079012111,28.919582161102444,39.00550452944896,
2025-09-11,36.85369610008651,29.73380663165954,,37.246780521129686,32.617265801199544,39.46858295035749,
2025-09-12,42.60450811728108,35.898438388083505,,41.62994762192824,36.38048850712526,42.45643588289884,34.09343986874728
2025-09-13,49.61198128638623,40.85555308098887,,47.43437947611074,43.02273707946121,46.74326688252763,37.7627206798507
2025-09-14,47.66838061362465,40.66092364036672,,46.23348832379821,38.91846187055283,46.31628909838675,36.12924019427812
2025-09-15,49.27810354107672,41.82799957884033,,47.58167239999304,41.96017609929769,49.45002193368509,36.479956441537794
2025-09-16,58.69482784253878,41.73918834390587,,53.55373479331146,49.5285380857153,55.23751876730151,45.779798765763516
2025-09-17,62.40531571648867,46.775586621100175,,50.916134886673916,50.67813532095475,52.21967297715508,46.38557710570165
2025-09-18,41.685476508540624,37.42764236337565,,38.05844926247136,36.37782799794523,,
2025-09-19,37.16179719376549,38.06290178061225,,50.32641621295624,,45.813115762672446,41.727141228915144
2025-09-20,57.73648842948101,46.48285634394979,,58.71123693853746,,50.40679480199288,44.46066717983771
2025-09-21,55.69642370967016,40.133816158588715,,52.92600092069672,,48.60376533626598,38.75704981771926
2025-09-22,54.82518192106044,40.823114423785015,,48.575232794271386,,51.228966860382215,38.708131681214965
2025-09-23,62.84981053876053,48.50840279621231,,55.93918701405801,,57.51635329838751,45.65856990843585
2025-09-24,45.08302935078065,41.03484468899468,,46.77395736761703,,49.691722787104226,
2025-09-25,45.86595289437418,41.24421386456043,,46.136804554763515,,48.32206762473151,38.91845597911266
2025-09-26,52.315844607292206,43.17591435852368,,46.9665226674944,,49.1144047411978,44.00650566641365
2025-09-27,57.15772256678209,43.29024068486181,,46.88379950692919,,48.46309507544335,43.359127498385135
2025-09-28,45.665272655030314,36.29604381468367,,43.88677523516313,,44.98227930272993,37.722901184172436
2025-09-29,43.36941453068113,33.201384144383226,,43.61387589055612,,43.26142081986987,37.74013536920561
2025-09-30,39.62466242320477,33.76525678491108,,41.37558235864772,,43.19271201355866,35.610622189974976
2025-10-01,41.98012484482201,36.869869233198976,,40.6514810957967,,43.29820471521808,37.99586854239478
2025-10-02,45.97089649163061,36.15815288657504,,44.0150982987606,,45.75491171189505,32.56154005506077
2025-10-03,34.529251218553874,31.162039078705586,,34.09372105040143,,37.13740181999681,35.03788181386638
2025-10-04,40.19985930954615,32.79322542729321,,38.09051322865332,,40.67322296715013,34.82704631245286
2025-10-05,44.769441849120774,39.43714362500898,,44.277065237113796,,45.70192036793776,41.4889597070964
2025-10-06,51.549171651579016,42.489205471811076,,48.76745250359849,,50.048548219476864,43.79171388118267
2025-10-07,55.04889385912244,43.998716294811004,,49.4548857824179,,49.20912223016929,45.5353080193325
2025-10-08,52.75347318087922,39.29252922055328,,46.3833766311288,,42.948217339345675,41.60011005203918
2025-10-09,42.4197577917406,35.268264249884034,,39.92760550738332,,42.74891826972817,
2025-10-10,44.32354572520629,36.67436151922267,,42.53437003034587,,44.05777810453003,39.47510989274069
2025-10-11,36.11897198616537,33.30962277297703,,35.432944435218644,,37.260211809763895,36.786415539459
2025-10-12,35.72755503927732,32.37072058448711,,35.456241356753644,,36.29219624566241,35.20987050968356
2025-10-13,30.977303522258335,31.494977545091942,,34.98859905455924,,34.71530127031431,35.32968948947414
2025-10-14,,26.929161231599814,,27.01005696884232,,33.460670701297566,33.79899982641789
2025-10-15,,29.340639799893577,,31.329643551097917,,,33.766871439742665
2025-10-16,,31.705538574096924,,,,,37.686290310224166
2025-10-17,,37.89138010350499,,,,,42.269704515207444
2025-10-18,56.13643636688719,47.378673610963,,30.115029861565763,,50.209782413569904,51.99715915413057
2025-10-19,59.43005295981895,47.32520705702053,,28.47657948104892,,49.8792314334601,54.30409758139364
2025-10-20,58.33527169495098,40.61173414671067,,,,49.86824389712234,53.60826983495528
2025-10-21,63.727320910100595,,,,,,58.31145645743329
2025-10-22,47.28995693463303,,,43.25601087360017,,41.32972517444805,44.24575429070377
2025-10-23,40.850199104242265,,,,,39.01162616183988,
2025-10-24,45.5248408526986,40.437596870098986,40.437596870098986,42.73352616258158,,43.070552815132636,44.13981838579249
2025-10-25,45.72005850856524,41.27464350996641,41.27464350996641,42.86411491849471,,42.885083337075855,
2025-10-26,37.60469162107692,35.57612968464311,35.57612968464311,37.36661308910167,,39.92482889263935,
2025-10-27,31.036498784083037,29.891049275563994,29.891049275563994,,,35.068530070265375,
2025-10-28,37.08018105463251,35.167725349300134,35.167725349300134,,,38.517235478841364,39.14738925791748
2025-10-29,43.59996642597952,40.13122780614946,40.13122780614946,,,42.00593820371207,43.407414902437
2025-10-30,49.549129641716775,44.38109067427589,44.38109067427589,,,45.380697145862854,49.41439911847086
2025-10-31,46.43429055806739,42.432448958154026,42.432448958154026,44.28894500809294,,44.25270743020297,46.35559959590817
2025-11-01,47.811337019167404,43.45240090081405,43.45240090081405,,,44.4923246466852,
2025-11-02,43.72105099625377,42.104143084044544,42.104143084044544,43.138957383760655,,43.33425354377001,45.400331823255684
2025-11-03,48.550402588185,,,47.595998430012315,,46.053806412214016,
2025-11-04,40.855841946826004,,,,,41.91142751237727,44.51837486564255
2025-11-05,39.60496121781084,,,,,35.67780443480415,
