date_time,CutlerOrosi,Avenal,Coalinguita,TerraBella,LostHills,McFarland,Coalinga
2025-06-03,62.098118688999946,56.518714994546656,56.518714994546656,56.02571597275663,56.670506756723384,60.80245154819059,
2025-06-04,61.64600284525212,56.613377678795395,56.613377678795395,56.64107725980223,57.47626798128751,60.71989037167763,
2025-06-05,60.69417272532784,56.08425386337125,56.08425386337125,55.899703492663626,56.62395981997288,59.29686453966657,
2025-06-06,58.05983877592122,54.68497777173167,54.68497777173167,54.90416614928457,55.337487326323966,57.86303858600834,
2025-06-07,60.076574341040406,56.60933941332142,56.60933941332142,57.31271786959991,58.892006328447366,59.72395932286164,
2025-06-08,56.18972158418648,53.73690653491244,53.73690653491244,54.300657931088466,55.35072667991207,56.78739272073196,
2025-06-09,58.10749999147497,55.66909514561458,55.66909514561458,56.38500634263464,57.85148462681422,58.48852054861706,
2025-06-10,57.8692145523076,55.560287597973485,55.560287597973485,56.86944303127467,57.84557568758577,58.388998704220285,
2025-06-11,55.764901336941854,54.33914987652567,54.33914987652567,55.536694478748764,52.90414820074741,55.942749507131865,
2025-06-12,55.061185474987525,54.21269821930279,54.21269821930279,54.658324873386,53.284715556902306,55.2535279528221,
2025-06-13,51.030133017372236,50.157460258312916,50.157460258312916,51.5044129858336,48.46655436155125,51.7773515982038,
2025-06-14,56.15858521503622,55.35017498831957,55.35017498831957,55.907482839939796,54.47524942510051,56.57745062838195,
2025-06-15,60.67678799764421,59.90630477413332,59.90630477413332,60.271318536042784,59.76172899013332,61.71401406504326,
2025-06-16,63.545662442243135,61.614549689591755,61.614549689591755,63.500970696978555,59.47177099561221,63.8143538268614,
2025-06-17,59.51886095469281,58.97075314570593,58.97075314570593,58.94990908801711,57.75698179016759,59.62550187745371,
2025-06-18,61.44016186746475,61.02538292839897,61.02538292839897,60.882169795959626,61.59899369401708,61.93735650453014,
2025-06-19,63.478730207067045,62.186135253401304,62.186135253401304,63.6503829799468,61.19156806916734,63.86163168281996,
2025-06-20,47.52805135305288,48.372185389616526,48.372185389616526,48.4748395733113,45.79610824332332,47.93189048132759,
2025-06-21,39.471868619803274,40.373037456475224,40.373037456475224,41.00867367702167,38.46506614054541,39.32272093422811,
2025-06-22,41.8090690705646,42.833507959077345,42.833507959077345,43.02055400623486,39.991941911919255,42.64898830328056,
2025-06-23,49.63517775642735,51.31067105510273,51.31067105510273,50.63946536937903,48.66549540760014,50.200672438822906,
2025-06-24,52.5883246012835,53.876110245538186,53.876110245538186,53.954105499544525,52.202389600143306,52.47411919656051,
2025-06-25,55.68824073544757,56.88892427873633,56.88892427873633,56.85977551710474,55.26089242917627,55.498192024733,
2025-06-26,56.723526428159516,58.108588718256286,58.108588718256286,58.20553813512005,57.04526607009385,56.42478137277865,
2025-06-27,59.87785536321632,60.96932019128864,60.96932019128864,60.58667196503278,60.66796690637985,57.779398277487005,
2025-06-28,64.19835005407829,64.64921949118862,64.64921949118862,64.35623533437067,64.89595460087563,63.089541553636856,69.79350762953426
2025-06-29,59.54844719894029,60.876239430211044,60.876239430211044,60.34096041154498,60.545488865870325,58.65692280837548,64.23914844033945
2025-06-30,61.181171212391426,61.76584443442822,61.76584443442822,62.07455742424723,61.59619288380594,60.99582236606494,66.57938305449244
2025-07-01,58.67186156503538,59.94472013725792,59.94472013725792,59.880117371790575,59.759796906958734,59.329740355105244,63.561260125811174
2025-07-02,54.284493050927075,55.96425711556062,55.96425711556062,55.59145492044051,55.68825125953041,55.94048666837311,58.09828673632159
2025-07-03,55.746563001486145,57.13799628674594,57.13799628674594,57.02676044374502,57.09102011249577,55.8939255394263,58.92359643922365
2025-07-04,42.68258436296529,44.65073676953638,44.65073676953638,45.95021520474345,42.176129903036326,45.56817800160227,44.536539028925034
2025-07-05,47.98256616570843,49.98083356746232,49.98083356746232,50.208443717554125,47.97829133706258,50.12809919092528,50.943916515110956
2025-07-06,51.89029983759843,55.09522068848609,55.09522068848609,54.85476258094569,52.90561421639199,54.80464466561814,54.83049771010698
2025-07-07,62.68004844084281,64.67935089880983,64.67935089880983,64.29236413726059,64.7821794329518,62.52560760289249,66.81140977559322
2025-07-08,56.07902538800772,58.74046290905061,58.74046290905061,57.83835547826301,58.619923552230205,59.56091777014878,58.91827870466753
2025-07-09,54.135156754525696,56.61902241892051,56.61902241892051,55.9938547564811,56.377239452694916,57.47486481823335,57.254728036454125
2025-07-10,,,,,57.682708374776965,,59.75654765557401
2025-07-11,66.49220981372586,,,64.63790391206031,68.68133098984451,,69.36982358294178
2025-07-12,64.72241148491649,,61.75343946209977,64.22102459403479,65.4273074336247,68.00910245109111,71.75947951293594
2025-07-13,59.13765035047682,,55.21002703280013,59.40437805036797,63.857755140450706,63.9236647397057,60.26063392881178
2025-07-14,59.8817551570063,,55.27455785876219,58.01066914131101,59.59217227743731,61.54281919041713,60.57570673931477
2025-07-15,57.8438926774466,,54.10596982977687,57.582040256871814,54.57594843470847,60.40040983693715,59.52958177977532
2025-07-16,48.88921942277056,,47.25241007636944,53.877693954559575,47.78330608096878,56.73336738949954,53.861646238139194
2025-07-17,51.783417257467,,49.82465395384716,52.873851168190065,52.8692649048283,59.12383906448455,51.23561578457222
2025-07-18,50.43408020489695,,51.869278174219694,52.442451462681085,56.57766945499349,59.67087795534813,51.80845034221376
2025-07-19,54.76616562332816,,51.3977518114914,53.28545595784202,55.722620763142054,60.54942879086857,53.72332907232496
2025-07-20,50.851071201880316,,50.18794874089074,53.9436494282188,51.376645765003516,60.77370205177741,49.63445760166832
2025-07-21,39.5330066450879,,38.18902723213602,44.20334411208327,33.53960754340978,49.602965550486644,39.660329509326374
2025-07-22,40.1122146316618,,36.871693338463906,41.328346575959216,34.90629187218275,48.656950674963646,40.478600612036225
2025-07-23,42.00623243464479,,37.13001435428981,43.13637159817562,35.56364533763371,50.64379996842667,41.933430258008904
2025-07-24,45.29919921407984,,38.83752084709689,45.41137619700655,39.83713498730161,54.71808110223044,
2025-07-25,42.621565359386565,,39.567138004442675,42.338038977599105,40.57648690231045,50.035962171744835,
2025-07-26,41.83398632272719,,38.85156470393656,44.468783463574425,42.992354506165995,51.184944724677955,
2025-07-27,43.813724268661986,,42.3072709696805,46.41724909017443,43.198579350277335,54.44811379314113,
2025-07-28,46.80466792638007,,40.987998150437065,48.185754872947314,42.97404934487492,55.345232337133105,40.594177008637544
2025-07-29,48.445016922277695,,43.86402639185452,48.542615329154785,44.9179908718757,56.19460993871454,43.402095927914495
2025-07-30,47.777558985057084,,44.85784362332675,49.5592506988459,43.77073004891128,58.61488538108206,43.284056521953524
2025-07-31,49.14942255220604,,45.30961578516151,50.458424312977925,45.49384776215426,58.16682280934475,43.824926919626996
2025-08-01,51.95619913920626,,47.14111391679288,51.91482949980464,49.160171355884245,59.92983547764145,46.138513184185456
2025-08-02,50.47117399705665,,41.535944181138206,49.13935212632748,43.56701293761128,56.156678019232906,40.47411962123703
2025-08-03,48.26108360524694,,43.49440617656776,49.383528837265665,44.758214547684815,54.620379494630335,38.2507658962304
2025-08-04,40.86728175880273,,36.00569894666398,41.0729523005657,34.59055714371587,47.54531394398394,34.05488171139321
2025-08-05,44.97838369760414,,39.492384266477515,44.694027550743314,36.36064357812482,51.00229110431266,35.324410535521864
2025-08-06,48.279845186321886,,44.51697394650245,47.50254283670615,43.659170587946136,56.926215565817294,41.57953285685302
2025-08-07,54.42637334163143,,48.17919325869741,50.45304955142656,47.971376257198706,57.0763557805969,45.054150534656586
