date_time,unixtime,temp_C,rh,o3,m_PM25_CF1,m_PM10_CF1,lat,lon,reference,week,o3_calibrated
2025-06-02 17:30:00,1748910301.0,35.0,16.833333333333332,66.22083333333333,2.833333333333333,3.0,36.78537766666667,-119.773074,,-2,58.05832171576166
2025-06-02 18:30:00,1748913901.0,33.666666666666664,19.166666666666668,65.78383333333333,3.0,3.0,36.78543916666666,-119.773079,,-2,57.73521206009337
2025-06-02 19:30:00,1748917501.0,31.83333333333333,21.83333333333333,66.58083333333333,3.1666666666666665,3.1666666666666665,36.785382,-119.77311066666668,,-2,58.36642470222362
2025-06-02 20:30:00,1748921101.0,30.166666666666668,24.5,61.42733333333334,3.6666666666666665,3.8333333333333335,36.785357833333336,-119.773066,,-2,53.60115690605662
2025-06-02 21:30:00,1748924701.0,28.5,29.83333333333333,55.437666666666665,4.166666666666667,4.166666666666667,36.785404,-119.7730905,,-2,49.14769296152026
2025-06-02 22:30:00,1748928301.0,26.83333333333333,37.0,46.36316666666667,5.333333333333333,5.5,36.78539533333333,-119.77307,,-2,42.713901891016114
2025-06-02 23:30:00,1748931901.0,25.166666666666668,43.5,43.897333333333336,5.833333333333333,6.0,36.78538516666666,-119.773182,,-2,42.05279691836561
2025-06-03 00:30:00,1748935501.0,23.0,51.0,31.037000000000003,6.0,6.166666666666667,36.785410500000005,-119.77308383333332,,-2,31.608417306791658
2025-06-03 01:30:00,1748939101.0,21.5,52.5,31.751500000000004,5.0,5.166666666666667,36.785408,-119.77309183333334,,-2,31.622517391222623
2025-06-03 02:30:00,1748942701.0,20.33333333333333,54.333333333333336,33.29666666666667,5.0,5.0,36.78542466666666,-119.77310683333332,,-2,33.029784440351285
2025-06-03 03:30:00,1748946301.0,19.166666666666668,56.833333333333336,32.346833333333336,5.0,5.166666666666667,36.785437,-119.77309416666668,,-2,32.36639678791891
2025-06-03 04:30:00,1748949901.0,18.666666666666668,57.66666666666666,31.733666666666668,5.0,5.666666666666667,36.7853975,-119.77306500000002,,-2,31.790364336710915
2025-06-03 05:30:00,1748953501.0,18.0,60.333333333333336,28.857666666666663,5.166666666666667,5.666666666666667,36.78538683333333,-119.77311833333331,,-2,29.769017040929164
2025-06-03 06:30:00,1748957101.0,18.166666666666668,59.5,28.017666666666667,5.5,6.0,36.78540933333333,-119.77307633333334,,-2,28.832929929420693
2025-06-03 07:30:00,1748960701.0,20.0,52.66666666666666,30.87633333333333,5.0,5.0,36.78539716666666,-119.77311583333334,,-2,29.840298051200087
2025-06-03 08:30:00,1748964301.0,21.83333333333333,45.16666666666666,37.773833333333336,5.0,5.5,36.78542333333333,-119.77308166666668,,-2,34.492740442191725
2025-06-03 09:30:00,1748967901.0,24.5,37.833333333333336,41.38766666666667,4.166666666666667,4.333333333333333,36.785411333333336,-119.7731005,,-2,36.49309199613412
2025-06-03 10:30:00,1748971501.0,26.5,35.666666666666664,46.3685,4.0,4.666666666666667,36.7853845,-119.77309166666667,,-2,41.61262309928569
2025-06-03 11:30:00,1748975101.0,28.83333333333333,29.666666666666668,52.307500000000005,3.5,3.5,36.78540916666667,-119.77311066666664,,-2,46.201030404426426
2025-06-03 12:30:00,1748978701.0,30.5,27.666666666666668,55.184,3.1666666666666665,3.333333333333333,36.785415,-119.77309533333332,,-2,49.141660900983005
2025-06-03 13:30:00,1748982301.0,31.83333333333333,24.666666666666668,56.304,3.5,3.5,36.78539083333333,-119.77310433333334,,-2,49.95564800439349
2025-06-03 14:30:00,1748985901.0,33.0,23.0,59.29816666666667,3.1666666666666665,3.333333333333333,36.78542466666667,-119.7731245,,-2,52.801342774899275
2025-06-03 15:30:00,1748989501.0,34.166666666666664,22.33333333333333,61.226,3.6666666666666665,3.6666666666666665,36.785389,-119.7731045,,-2,55.26200374691552
2025-06-03 16:30:00,1748993101.0,34.0,21.33333333333333,64.607,3.8333333333333335,4.0,36.7854075,-119.773117,,-2,57.9550731814166
2025-06-03 17:30:00,1748996701.0,34.0,20.666666666666668,68.86483333333334,3.5,3.8333333333333335,36.78545866666666,-119.7731055,,-2,61.60040868203911
2025-06-03 18:30:00,1749000301.0,33.166666666666664,20.666666666666668,69.15833333333333,3.0,3.1666666666666665,36.7853935,-119.77310433333332,,-2,61.18167810165749
2025-06-03 19:30:00,1749003901.0,31.83333333333333,23.83333333333333,65.607,6.166666666666667,6.166666666666667,36.78540916666667,-119.7731415,,-2,59.01448961411092
2025-06-03 20:30:00,1749007501.0,29.5,31.0,61.88016666666667,8.833333333333334,9.0,36.78540683333333,-119.77310183333331,,-2,57.52009478521865
2025-06-03 21:30:00,1749011101.0,28.166666666666668,35.333333333333336,59.27183333333334,8.666666666666666,8.833333333333334,36.7853985,-119.77312966666666,,-2,55.897181996832536
2025-06-03 22:30:00,1749014701.0,27.0,39.333333333333336,53.41766666666666,8.333333333333334,8.5,36.785403,-119.77310316666666,,-2,51.15938033611379
2025-06-03 23:30:00,1749018301.0,25.666666666666668,43.5,49.189166666666665,7.5,7.833333333333333,36.78541633333333,-119.7730915,,-2,47.78057707913808
2025-06-04 00:30:00,1749021901.0,24.0,49.66666666666666,37.66033333333333,7.833333333333333,8.333333333333334,36.78540733333333,-119.77310166666666,,-2,38.422693725338924
2025-06-04 01:30:00,1749025501.0,22.666666666666668,51.16666666666666,36.459833333333336,6.5,7.0,36.78537933333333,-119.77310033333332,,-2,36.66887477475455
2025-06-04 02:30:00,1749029101.0,21.33333333333333,56.16666666666666,27.584,7.0,7.333333333333333,36.785382000000006,-119.77309266666668,,-2,29.593943427305412
2025-06-04 03:30:00,1749032701.0,20.166666666666668,61.0,21.207833333333333,7.5,7.833333333333333,36.78542733333333,-119.7730955,,-2,24.91412675719831
2025-06-04 04:30:00,1749036301.0,19.33333333333333,63.66666666666666,20.25483333333333,7.5,8.0,36.78540616666667,-119.77309433333332,,-2,24.544869770832257
2025-06-04 05:30:00,1749039901.0,19.0,66.83333333333333,19.22683333333333,8.166666666666666,8.333333333333334,36.78542516666666,-119.7731145,,-2,24.81815594390723
2025-06-04 06:30:00,1749043501.0,19.33333333333333,66.16666666666667,16.0945,9.166666666666666,9.5,36.78540083333333,-119.77309283333334,,-2,22.07479283544245
2025-06-04 07:30:00,1749047101.0,21.166666666666668,59.66666666666666,22.2325,9.333333333333334,10.166666666666666,36.7854515,-119.77313716666669,,-2,26.4661345079124
2025-06-04 08:30:00,1749050701.0,23.666666666666668,50.16666666666666,33.366,8.333333333333334,9.0,36.785383333333336,-119.77312233333332,,-2,34.487060292808685
2025-06-04 09:30:00,1749054301.0,26.33333333333333,42.833333333333336,43.73316666666667,7.166666666666667,7.666666666666667,36.785424,-119.77309783333334,,-2,42.75273657058414
2025-06-04 10:30:00,1749057901.0,28.666666666666668,38.5,48.031666666666666,7.5,7.833333333333333,36.78541516666667,-119.77308916666668,,-2,46.6908747135159
2025-06-04 11:30:00,1749061501.0,30.666666666666668,33.666666666666664,52.48933333333333,7.666666666666667,7.833333333333333,36.78543283333334,-119.7730625,,-2,50.30317671624997
2025-06-04 12:30:00,1749065101.0,32.833333333333336,29.0,58.22216666666666,7.166666666666667,7.166666666666667,36.785418166666666,-119.773089,,-2,55.13242002509313
2025-06-04 13:30:00,1749068701.0,33.833333333333336,26.0,59.88466666666667,5.833333333333333,6.0,36.78544033333333,-119.7730815,,-2,55.816651677570825
2025-06-04 14:30:00,1749072301.0,34.666666666666664,25.666666666666668,60.84016666666667,5.0,5.166666666666667,36.785457,-119.773107,,-2,56.94319136711628
2025-06-04 15:30:00,1749075901.0,35.166666666666664,23.5,61.900666666666666,4.833333333333333,5.166666666666667,36.78543733333333,-119.7730955,,-2,57.34969838103016
2025-06-04 16:30:00,1749079501.0,35.333333333333336,24.166666666666668,64.79,5.0,5.166666666666667,36.785422,-119.7730955,,-2,60.49522282327076
2025-06-04 17:30:00,1749083101.0,35.0,23.83333333333333,64.44,5.166666666666667,5.333333333333333,36.78540616666667,-119.77314633333332,,-2,59.84165358659251
2025-06-04 18:30:00,1749086701.0,34.0,27.5,65.53416666666666,6.5,6.666666666666667,36.78538266666666,-119.77312716666668,,-2,62.022885526297024
2025-06-04 19:30:00,1749090301.0,32.5,32.5,61.0445,7.833333333333333,8.5,36.785404,-119.77311966666666,,-2,59.16190694166638
2025-06-04 20:30:00,1749093901.0,30.5,35.166666666666664,56.54683333333333,8.166666666666666,8.833333333333334,36.78536983333333,-119.773046,,-2,54.743451479554814
2025-06-04 21:30:00,1749097501.0,28.83333333333333,36.5,49.25516666666667,7.5,7.833333333333333,36.78540683333333,-119.7730395,,-2,47.13181290384272
2025-06-04 22:30:00,1749101101.0,27.33333333333333,40.833333333333336,43.55666666666667,7.166666666666667,7.666666666666667,36.785373666666665,-119.77311833333331,,-2,42.44904176865193
2025-06-04 23:30:00,1749104701.0,26.0,44.66666666666666,42.2455,7.333333333333333,7.666666666666667,36.78540683333333,-119.77309933333332,,-2,41.921762715154365
2025-06-05 00:30:00,1749108301.0,25.166666666666668,43.333333333333336,39.78033333333334,6.666666666666667,7.0,36.78538183333333,-119.773122,,-2,38.32014041698216
2025-06-05 01:30:00,1749111901.0,23.33333333333333,47.5,34.694833333333335,7.0,7.666666666666667,36.78540483333334,-119.77308516666666,,-2,34.08089393993318
2025-06-05 02:30:00,1749115501.0,21.5,53.0,30.167,7.833333333333333,8.166666666666666,36.78542133333333,-119.7730905,,-2,31.038019124417254
2025-06-05 03:30:00,1749119101.0,20.5,54.833333333333336,29.2355,7.333333333333333,8.0,36.7854175,-119.7730765,,-2,30.108332411232446
2025-06-05 04:30:00,1749122701.0,19.666666666666668,57.333333333333336,26.968666666666667,7.5,8.0,36.785413,-119.77310533333332,,-2,28.47669220667799
2025-06-05 05:30:00,1749126301.0,19.0,59.66666666666666,25.374,12.833333333333334,13.5,36.78538616666666,-119.77310683333332,,-2,28.797069146421997
2025-06-05 06:30:00,1749129901.0,19.166666666666668,59.66666666666666,22.934833333333334,11.5,11.666666666666666,36.7853585,-119.77311183333336,,-2,26.28978211149196
2025-06-05 07:30:00,1749133501.0,20.33333333333333,54.333333333333336,27.539,8.166666666666666,8.666666666666666,36.785372333333335,-119.77306116666666,,-2,28.399273617185948
