date_time,Clovis,Fresno-Garland,Tranquility,Hanford,Porterville,Visalia,Fresno-Drummond,Parlier,Shafter,Sequoia,Madera,Bakersfield Airport,Bakersfield
2025-06-28,73.41250000000001,67.4375,65.375,67.28750000000001,72.65,71.2625,68.45,73.65,65.525,74.0,65.4375,70.80000000000001,70.82499999999999
2025-06-29,69.1875,61.4125,61.85,63.3,68.9375,68.8375,61.574999999999996,63.05,62.0375,69.375,62.025,61.1,64.4875
2025-06-30,67.2,61.35,64.61250000000001,66.41250000000001,70.375,70.525,66.8125,69.82499999999999,63.325,68.125,66.925,67.7625,69.825
2025-07-01,66.45,59.95,59.8375,64.6375,66.9,66.175,62.8125,68.6125,64.275,63.375,63.349999999999994,67.25,69.82499999999999
2025-07-02,59.62500000000001,53.775000000000006,56.125,59.8,66.275,63.375,56.6,62.599999999999994,56.2125,66.125,59.0625,58.375,59.175
2025-07-03,64.9875,57.425,44.5,58.425,66.6125,64.575,59.2375,67.09999999999998,53.737500000000004,67.5,52.9125,66.55,65.0375
2025-07-04,40.6875,36.3125,40.3875,39.875,44.5125,44.375,39.7125,40.512499999999996,41.35,57.25,41.9,42.362500000000004,44.3875
2025-07-05,51.5125,46.150000000000006,49.125,48.800000000000004,53.8125,52.3125,50.575,52.0875,47.125,55.5,52.412499999999994,48.725,48.175
2025-07-06,57.3375,50.5,56.550000000000004,55.925,62.300000000000004,59.287499999999994,55.900000000000006,60.4,57.55,67.125,57.6125,64.125,64.2
2025-07-07,76.0375,66.1625,62.7875,63.714285714285715,74.4,72.1875,66.3,69.95,57.43750000000001,72.0,65.5375,70.25,67.5125
2025-07-08,58.449999999999996,57.45,51.9,61.1375,68.275,62.625,58.6625,61.05,60.6125,66.42857142857143,61.4,62.785714285714285,67.1875
2025-07-09,54.11666666666667,55.325,52.25,59.525,70.825,67.7,59.1375,65.2875,57.36666666666667,77.0,57.824999999999996,64.075,63.9625
2025-07-10,57.93333333333334,59.4,59.675,61.3,71.60000000000001,63.275,60.637499999999996,68.6875,61.825,75.875,64.0375,68.22500000000001,67.5375
2025-07-11,73.125,69.47500000000001,64.55,67.25,75.7625,73.85,81.27499999999999,79.83749999999999,69.7375,82.25,67.0625,72.6375,73.14999999999999
2025-07-12,77.82499999999999,71.8375,66.28750000000001,72.3875,79.625,77.025,77.85,79.0,65.6375,79.375,72.35,70.6625,71.03750000000001
2025-07-13,67.05,59.175000000000004,55.0625,59.324999999999996,68.75,62.7875,62.45,66.125,58.85,76.25,60.31249999999999,63.2125,65.175
2025-07-14,66.675,61.212500000000006,55.25,58.5125,68.45,69.625,64.7875,69.825,56.637499999999996,79.125,59.9375,60.1,59.474999999999994
2025-07-15,67.2,58.775000000000006,48.85,63.925,68.8375,66.2625,59.8375,67.0375,53.150000000000006,75.0,58.3375,60.824999999999996,61.2375
2025-07-16,62.625,54.45000000000001,46.175,57.3375,63.5875,59.8,55.675,57.3375,45.81666666666666,66.5,56.512499999999996,57.9625,58.3375
2025-07-17,55.9875,50.212500000000006,49.8,54.9125,63.199999999999996,57.412499999999994,53.1625,59.15714285714285,,73.375,54.8625,65.5875,67.2625
2025-07-18,58.262499999999996,51.72500000000001,53.8375,55.25,58.800000000000004,56.5,56.0625,57.4625,,67.75,56.5375,61.7625,63.5375
2025-07-19,59.25,54.4625,52.225,58.375,63.875,61.475,58.05,64.39999999999999,,74.625,57.9875,58.35,60.50000000000001
2025-07-20,53.9375,47.962500000000006,45.6875,55.25,62.5125,58.325,52.675,56.324999999999996,,69.625,51.45,57.324999999999996,59.1125
2025-07-21,40.81428571428571,36.7625,33.4125,42.5,46.725,44.150000000000006,39.0,39.4,,59.75,39.012499999999996,41.900000000000006,44.5875
2025-07-22,42.824999999999996,38.875,35.1625,40.887499999999996,45.487500000000004,42.849999999999994,40.225,44.55,,49.375,42.3625,45.4375,45.9625
2025-07-23,45.23333333333333,40.825,36.574999999999996,43.425,48.287499999999994,45.35,41.9125,45.8,,54.5,46.3375,47.6875,41.983333333333334
2025-07-24,48.337500000000006,44.962500000000006,41.762499999999996,47.775000000000006,53.85,50.125,45.849999999999994,52.7375,,59.125,47.5875,51.3375,51.4
2025-07-25,43.224999999999994,39.362500000000004,41.9625,42.5,48.3125,45.9875,44.087500000000006,47.46249999999999,,54.5,43.15,47.8125,48.65
2025-07-26,45.7875,40.68750000000001,41.1125,45.0375,50.275,47.199999999999996,44.4625,46.599999999999994,,53.875,45.474999999999994,47.4125,48.375
2025-07-27,45.95,40.43750000000001,39.625,46.6375,51.125,48.787499999999994,44.737500000000004,48.387499999999996,,56.125,44.24999999999999,49.6125,50.75
2025-07-28,47.7375,42.712500000000006,40.5375,44.6375,56.675,53.787499999999994,44.3375,52.27499999999999,48.85,62.375,47.0375,51.5875,52.2875
2025-07-29,50.8125,45.75000000000001,45.1625,46.2625,53.7625,50.3,48.5,52.9875,46.35,63.25,51.849999999999994,51.0625,51.5875
2025-07-30,50.25,44.087500000000006,45.550000000000004,49.275000000000006,53.6375,54.425,44.325,54.18749999999999,52.36666666666667,57.5,46.949999999999996,52.8625,54.175
2025-07-31,53.675,56.91666666666668,45.35,52.800000000000004,58.5,54.125,48.48333333333333,57.0875,52.125,63.25,51.425,56.63333333333333,55.837500000000006
2025-08-01,57.425,57.916666666666664,47.1,53.2375,62.4375,58.025000000000006,57.9,61.85,54.7625,66.0,51.51249999999999,58.6,59.15
2025-08-02,51.362500000000004,55.925,41.5875,47.35,55.375,51.7,50.949999999999996,56.4,48.6375,66.875,48.5,53.125,53.5125
2025-08-03,47.0375,50.475,36.887499999999996,46.462500000000006,55.724999999999994,52.125,47.1125,51.699999999999996,45.91250000000001,63.625,44.58749999999999,51.3375,51.125
2025-08-04,39.483333333333334,44.987500000000004,33.55,36.9625,41.6,38.875,38.4,40.974999999999994,38.2625,55.125,40.9625,36.5,42.4
2025-08-05,41.637499999999996,46.11250000000001,35.824999999999996,40.925,47.79999999999999,42.9625,42.1875,48.71666666666666,40.1375,58.375,38.0875,45.228571428571435,42.666666666666664
2025-08-06,50.225,52.51666666666667,46.714285714285715,48.587500000000006,55.4,55.1,52.175000000000004,56.6625,51.35,62.25,52.199999999999996,57.475,33.5625
2025-08-07,61.987500000000004,49.38333333333333,46.925,53.4625,59.2,61.0625,57.25,68.225,53.925,69.5,50.699999999999996,59.125,45.06666666666666
2025-08-08,67.8375,72.58333333333333,56.650000000000006,57.349999999999994,58.637499999999996,64.625,61.849999999999994,64.5875,54.75,66.75,62.64999999999999,67.11250000000001,65.35
2025-08-09,69.0125,78.98750000000001,63.1875,64.8125,70.2625,65.9,69.75,66.575,66.2625,74.5,66.475,75.33749999999999,76.4125
2025-08-10,71.4,80.275,57.8125,62.225,71.2875,72.4875,72.3875,71.99999999999999,65.2875,77.0,64.0375,69.0625,71.1
2025-08-11,62.550000000000004,68.91666666666667,57.614285714285714,58.666666666666664,68.75,72.50000000000001,64.2,70.425,59.875,75.125,56.18333333333333,66.0875,65.58749999999999
2025-08-12,54.425,59.625,55.537499999999994,56.7,62.6125,61.5625,59.6875,58.1125,53.9,74.75,51.125,54.9375,51.333333333333336
2025-08-13,50.9125,49.81666666666667,48.1875,49.35,63.0625,61.775,51.599999999999994,59.15,51.425,66.25,47.9125,54.73333333333333,56.537499999999994
2025-08-14,45.0375,49.6,42.425000000000004,48.162499999999994,55.012499999999996,53.2875,45.0125,52.387499999999996,47.675,60.625,44.0875,52.6875,52.050000000000004
2025-08-15,51.1875,55.462500000000006,45.425,49.0125,59.4875,53.487500000000004,48.412499999999994,51.125,47.0625,62.625,51.074999999999996,52.287499999999994,52.2125
2025-08-16,36.55,39.775000000000006,33.6875,38.0,41.2625,36.262499999999996,34.9375,32.5875,33.3375,57.25,35.4875,39.699999999999996,41.8625
2025-08-17,32.887499999999996,36.43750000000001,30.3625,30.5375,37.6625,34.9875,33.6875,36.387499999999996,33.5375,42.875,32.7375,37.2375,37.2
2025-08-18,44.1375,50.10000000000001,41.1875,47.6,54.1,56.6125,48.150000000000006,48.425,45.2875,55.375,43.224999999999994,51.3875,49.3375
2025-08-19,46.262499999999996,50.275000000000006,44.387499999999996,43.9375,55.8875,54.025000000000006,49.425000000000004,52.65,46.599999999999994,62.625,45.9,57.1875,56.4375
2025-08-20,57.725,63.12500000000001,51.975,51.6875,60.15,60.125,57.15,60.5125,51.9375,66.75,57.8125,55.737500000000004,49.4
2025-08-21,73.625,80.5875,46.824999999999996,59.875,66.8625,75.2375,76.7375,77.13749999999999,58.075,72.375,61.512499999999996,69.925,51.849999999999994
2025-08-22,75.7,88.45,58.1875,68.0625,81.21249999999999,75.73333333333333,81.45,83.32499999999999,68.275,81.75,66.375,76.93750000000001,74.275
2025-08-23,64.65,69.3,57.9375,60.55,64.8125,66.0875,60.3,55.162499999999994,61.400000000000006,72.875,54.71249999999999,69.4375,73.5625
2025-08-24,65.925,74.5875,58.85,68.91250000000001,82.0875,78.48333333333333,68.325,73.6625,77.0,64.25,64.71249999999999,76.575,76.0125
2025-08-25,58.675,65.22500000000001,49.15,56.9,69.9125,64.5875,61.0,59.583333333333336,60.1125,59.0,60.73749999999999,69.80000000000001,70.4
2025-08-26,63.6,71.625,60.7125,72.8125,75.97500000000001,74.3125,67.575,66.64999999999999,58.81249999999999,73.0,64.625,59.85714285714287,63.4
2025-08-27,63.3,69.15,55.0625,55.8875,59.162499999999994,57.2,59.0375,55.7625,57.9875,63.375,61.64999999999999,54.583333333333336,65.425
2025-08-28,64.125,70.9625,55.537499999999994,66.1625,69.4625,74.9125,67.52499999999999,70.51249999999999,56.075,72.875,60.287499999999994,59.35,63.22500000000001
2025-08-29,65.825,70.1,48.324999999999996,56.125,61.0625,61.5125,63.575,61.31249999999999,53.162499999999994,66.125,58.225,62.00000000000001,65.825
2025-08-30,66.51249999999999,74.5875,53.4125,71.80000000000001,61.06250000000001,67.6625,68.8375,66.83749999999999,57.675000000000004,70.75,64.88749999999999,63.7,65.5625
2025-08-31,71.6125,79.60000000000001,56.2,73.0,60.7625,66.375,74.26249999999999,68.35,61.225,71.875,70.675,58.03750000000001,60.525
2025-09-01,73.2125,81.95,52.8875,71.7875,71.7375,70.68571428571428,73.8625,69.975,52.3875,60.625,71.85,62.650000000000006,63.575
2025-09-02,70.7625,76.81250000000001,45.65,53.787499999999994,65.2,63.449999999999996,69.1875,70.2375,53.0625,61.125,63.85,50.225,55.612500000000004
2025-09-03,78.96666666666665,85.16666666666667,57.8125,66.1125,69.075,70.4,70.55,76.25,68.03750000000001,65.0,81.425,72.3375,77.61666666666666
2025-09-04,68.4625,73.83749999999999,56.525,62.9,69.58571428571427,64.6875,65.625,67.27499999999999,62.099999999999994,75.0,62.18749999999999,59.28333333333334,69.65
2025-09-05,51.475,60.25,50.150000000000006,54.9125,56.45,57.099999999999994,58.8125,59.675,56.9125,67.5,54.925,59.775000000000006,62.2
2025-09-06,60.1125,66.9375,48.3625,58.912499999999994,67.7625,62.175,61.15,61.762499999999996,56.85,63.75,55.3625,63.050000000000004,66.3125
2025-09-07,49.025,52.400000000000006,36.45,44.074999999999996,53.0875,53.1,48.6125,51.925,43.525000000000006,60.0,42.387499999999996,52.375,52.9375
2025-09-08,45.325,50.237500000000004,36.65714285714286,46.45,55.2,52.050000000000004,45.650000000000006,51.71249999999999,41.05,62.25,42.3,45.166666666666664,47.887499999999996
2025-09-09,36.25,38.2,29.45,34.8125,45.2375,39.775,35.0625,37.86249999999999,35.3375,57.25,34.4875,40.2,41.387499999999996
2025-09-10,34.0,37.95,29.9625,34.583333333333336,39.2,38.637499999999996,34.8,37.8625,34.275,43.0,33.225,37.112500000000004,38.85
2025-09-11,37.75,42.0375,32.275,39.01428571428572,42.85,38.15,37.412499999999994,39.224999999999994,36.949999999999996,44.625,39.3125,40.13333333333333,41.2625
2025-09-12,44.6875,50.5625,40.699999999999996,45.4625,49.275000000000006,45.725,45.5375,47.425,42.7375,51.0,46.48571428571428,46.025000000000006,47.5125
2025-09-13,53.349999999999994,60.1125,46.0125,51.512499999999996,55.725,53.1875,54.75,57.14999999999999,51.4875,59.875,50.9125,57.7625,59.1125
2025-09-14,47.037499999999994,52.31250000000001,43.35,47.95,55.387499999999996,51.5125,48.7875,52.224999999999994,46.0,62.125,46.2125,58.51250000000001,55.125
2025-09-15,60.175,68.8875,44.1,53.85,58.5,56.9375,64.67500000000001,65.375,55.1375,64.0,55.074999999999996,60.587500000000006,62.800000000000004
2025-09-16,70.4125,75.4875,56.675,71.275,66.925,69.875,67.8125,66.2375,57.7375,61.0,62.4,59.025000000000006,64.6875
2025-09-17,67.8625,75.85000000000001,58.8375,65.1125,67.5875,75.45,69.4875,81.39999999999999,63.425000000000004,67.25,64.06666666666665,64.2375,67.71249999999999
2025-09-18,48.35,52.50000000000001,43.8,49.2625,44.9375,51.53750000000001,45.45,45.3875,40.43749999999999,63.0,44.425,41.18750000000001,42.2875
2025-09-19,40.9375,48.0,51.2375,47.225,54.2875,38.987500000000004,44.425000000000004,39.95,51.075,39.25,48.7875,59.825,60.7125
2025-09-20,59.1125,66.3125,55.95,61.887499999999996,69.05000000000001,62.9625,66.0875,57.3125,62.1,73.125,56.1875,59.68750000000001,62.2625
2025-09-21,53.0125,56.68750000000001,43.875,51.800000000000004,62.35,54.887499999999996,52.3125,55.89999999999999,57.412499999999994,74.0,50.574999999999996,60.612500000000004,63.725
2025-09-22,58.074999999999996,61.5125,45.34285714285715,56.24285714285714,61.525000000000006,60.974999999999994,56.625,62.62499999999999,57.31249999999999,69.5,54.025,57.33333333333334,62.5125
2025-09-23,74.48333333333333,78.72500000000001,55.3375,80.6625,75.3125,74.02499999999999,69.225,78.57499999999999,68.7125,79.66666666666667,66.13749999999999,74.05000000000001,78.675
2025-09-24,46.375,50.57142857142857,42.6125,48.862500000000004,56.3125,54.075,45.512499999999996,47.425,55.7875,65.875,52.075,54.583333333333336,58.775000000000006
2025-09-25,52.7375,59.862500000000004,52.462500000000006,52.75,54.5125,53.0,55.550000000000004,53.3125,52.525000000000006,,57.8,53.087500000000006,55.1
2025-09-26,58.487500000000004,62.325,54.1875,55.7125,61.3125,52.75,55.8125,62.699999999999996,57.1625,,55.412499999999994,59.28750000000001,60.3125
2025-09-27,66.9875,73.975,59.112500000000004,62.762499999999996,58.800000000000004,62.62499999999999,66.075,66.125,51.9,,64.9375,60.212500000000006,60.35
2025-09-28,46.775,52.5125,42.7,49.2875,54.025000000000006,50.324999999999996,48.0875,49.7375,44.0,,49.012499999999996,46.88750000000001,47.324999999999996
2025-09-29,46.2375,50.900000000000006,38.5875,45.2875,51.575,45.39999999999999,45.9,48.55,42.4125,,44.12499999999999,50.45000000000001,47.412499999999994
2025-09-30,46.5625,50.300000000000004,40.2875,44.512499999999996,47.375,46.324999999999996,44.8125,45.74999999999999,43.1375,49.25,44.42499999999999,45.23750000000001,46.7375
2025-10-01,49.50000000000001,53.6,40.925,50.0,51.2875,50.65,49.4375,47.96666666666666,44.0625,50.75,48.25,45.150000000000006,46.025
2025-10-02,42.300000000000004,47.175000000000004,36.575,46.1875,55.9375,50.25,43.475,50.8,50.125,63.75,37.275,55.7625,56.05
2025-10-03,37.737500000000004,42.4375,37.474999999999994,38.712500000000006,37.1,35.662499999999994,38.35,37.1875,37.349999999999994,50.625,40.125,37.61250000000001,39.3125
2025-10-04,43.325,34.525000000000006,39.762499999999996,43.425,46.275,43.699999999999996,44.9,46.7375,45.2375,43.875,43.7625,45.837500000000006,47.0125
2025-10-05,55.462500000000006,,44.31249999999999,52.487500000000004,55.1875,53.8875,52.5125,52.175,53.475,49.0,52.724999999999994,53.93750000000001,57.537499999999994
2025-10-06,53.5875,57.8625,46.625,55.487500000000004,59.9375,56.95,52.1125,41.4,57.275000000000006,55.625,53.512499999999996,60.087500000000006,62.9125
2025-10-07,63.30000000000001,69.625,52.225,60.7625,64.1625,62.037499999999994,63.075,66.91428571428571,55.0875,60.285714285714285,62.349999999999994,58.4125,59.77499999999999
2025-10-08,56.025,60.1,47.6375,54.3875,58.612500000000004,60.787499999999994,55.71666666666666,59.5,43.4,64.75,56.58571428571428,48.35,50.2375
2025-10-09,43.737500000000004,49.2625,41.3375,45.9,46.8375,46.012499999999996,45.0625,48.4625,42.9375,52.75,46.175,45.76250000000001,47.324999999999996
2025-10-10,45.37500000000001,50.85714285714287,40.4,48.8875,54.4375,49.412499999999994,47.775,51.68333333333333,51.45,58.375,46.824999999999996,51.91250000000001,53.074999999999996
2025-10-11,38.7875,43.25000000000001,37.0625,41.075,40.75,39.0,40.4375,41.25,40.550000000000004,46.875,39.824999999999996,40.025000000000006,42.25
2025-10-12,40.987500000000004,44.237500000000004,35.875,40.675000000000004,41.224999999999994,39.699999999999996,39.925000000000004,41.8875,38.0125,43.0,40.27499999999999,42.1625,41.93749999999999
2025-10-13,33.987500000000004,35.47500000000001,33.8625,34.325,41.3125,36.775,31.5375,33.224999999999994,37.5125,44.125,34.974999999999994,36.216666666666676,39.98749999999999
2025-10-14,33.837500000000006,37.987500000000004,36.375,36.512499999999996,36.68333333333333,32.537499999999994,34.55,36.925,35.475,36.25,36.4,35.900000000000006,36.449999999999996
2025-10-15,38.6625,43.2875,39.942857142857136,38.5375,38.7875,34.025,37.825,33.949999999999996,37.2375,38.5,40.887499999999996,38.933333333333344,39.175
2025-10-16,34.0,35.45,39.55,32.1375,38.3625,29.799999999999997,30.837500000000002,33.2125,38.587500000000006,40.5,32.49999999999999,42.37500000000001,43.787499999999994
2025-10-17,44.3875,45.37500000000001,46.337500000000006,40.6,47.1,41.974999999999994,38.887499999999996,41.2125,47.8,43.625,44.3625,51.98750000000001,53.37499999999999
2025-10-18,54.025,62.3125,51.4625,53.8375,55.6375,50.324999999999996,55.05,51.012499999999996,58.4375,49.25,56.887499999999996,54.2875,56.224999999999994
2025-10-19,61.175,66.5875,59.375,62.3,61.65,61.55,61.975,62.48749999999999,52.6875,55.625,57.05,57.050000000000004,61.73749999999999
2025-10-20,61.2625,64.775,50.3625,54.287499999999994,65.175,58.6875,58.2,59.2375,62.6375,62.75,52.199999999999996,56.20000000000001,67.38749999999999
2025-10-21,61.775000000000006,66.7875,60.612500000000004,56.76666666666666,68.51666666666667,61.81249999999999,59.47500000000001,60.262499999999996,63.0375,61.875,59.474999999999994,67.10000000000001,71.34999999999998
2025-10-22,33.5375,32.487500000000004,31.887500000000003,32.128571428571426,38.5125,35.83749999999999,24.687500000000004,33.8625,43.50000000000001,54.625,29.249999999999993,45.2625,46.637499999999996
2025-10-23,32.837500000000006,35.3875,39.050000000000004,33.1125,41.8125,32.537499999999994,34.71666666666667,30.162499999999994,39.275,40.0,37.037499999999994,43.300000000000004,43.775
2025-10-24,46.43750000000001,52.1625,46.5125,47.5125,50.6,44.8,46.2,49.67499999999999,48.3875,44.625,46.1125,48.800000000000004,51.92499999999999
2025-10-25,44.925000000000004,46.725,35.45,46.7375,51.47500000000001,45.025,43.3375,46.474999999999994,50.400000000000006,51.75,38.26249999999999,39.475,54.625
2025-10-26,37.675000000000004,41.825,37.025000000000006,37.375,36.925,33.27499999999999,38.18750000000001,36.912499999999994,36.1,41.25,36.2375,25.075000000000003,38.13749999999999
2025-10-27,31.737500000000008,34.025000000000006,26.900000000000006,27.287499999999994,21.8625,22.837499999999995,30.662500000000005,27.137499999999996,32.175000000000004,29.125,30.074999999999992,16.683333333333337,26.837499999999995
2025-10-28,38.06250000000001,40.7625,35.23333333333334,32.81249999999999,32.825,30.999999999999996,31.500000000000004,36.662499999999994,34.525000000000006,33.25,37.64285714285713,35.237500000000004,38.69999999999999
2025-10-29,41.775000000000006,48.550000000000004,45.837500000000006,45.7375,44.50000000000001,39.74999999999999,42.1625,47.7375,44.3875,42.625,42.33749999999999,50.5,52.37499999999999
2025-10-30,55.25000000000001,60.625,34.45,52.04999999999999,23.33333333333334,53.925,54.2,50.357142857142854,53.212500000000006,46.375,54.89999999999999,58.1875,60.17499999999999
2025-10-31,45.95,49.575,45.56250000000001,44.5375,41.1625,49.762499999999996,41.78750000000001,51.75,51.337500000000006,57.75,42.08749999999999,58.712500000000006,59.4875
2025-11-01,58.275000000000006,64.6,46.91250000000001,52.1875,45.1,56.537499999999994,58.0625,60.7125,56.75,60.5,54.224999999999994,62.5375,62.374999999999986
2025-11-02,55.875,57.3875,46.625,48.02499999999999,40.45,52.074999999999996,51.125,59.449999999999996,50.0125,59.5,48.38749999999999,59.0125,59.67499999999999
2025-11-03,56.7625,64.2625,52.333333333333336,58.525,50.666666666666664,56.287499999999994,60.075,61.199999999999996,55.62500000000001,53.75,55.68749999999999,54.275000000000006,56.3625
2025-11-04,45.825,44.87500000000001,41.70000000000001,43.43749999999999,49.175000000000004,47.64999999999999,43.3875,50.11666666666667,41.825,49.333333333333336,44.39999999999999,45.962500000000006,48.42499999999999
2025-11-05,32.63333333333334,34.300000000000004,32.11250000000001,33.699999999999996,38.987500000000004,34.1875,32.212500000000006,37.2125,40.712500000000006,43.0,32.79999999999999,40.72500000000001,40.162499999999994
2025-11-06,33.48333333333334,37.212500000000006,35.9375,33.474999999999994,27.637500000000003,28.312499999999993,32.862500000000004,36.31666666666666,27.937500000000004,34.875,34.93749999999999,28.925000000000004,30.862499999999994
