date_time,unixtime,temp_C,rh,o3,m_PM25_CF1,m_PM10_CF1,lat,lon,reference,seasonal_bias,week,o3_calibrated_prepost
2025-08-30 15:30:00,1756592701.0,36.0,24.0,36.91316666666667,6.166666666666667,6.666666666666667,35.949613,-119.04997116666668,,1,35,48.961085009505624
2025-08-30 16:30:00,1756596301.0,36.66666666666666,23.666666666666668,38.586666666666666,8.166666666666666,8.5,35.94962966666667,-119.04997883333334,,1,35,50.848416331691304
2025-08-30 17:30:00,1756599901.0,36.333333333333336,23.666666666666668,39.43,16.0,16.333333333333332,35.949670833333336,-119.04998666666668,,1,35,52.705839168049664
2025-08-30 18:30:00,1756603501.0,34.833333333333336,27.5,38.53183333333333,30.166666666666668,30.666666666666668,35.94958116666667,-119.049933,,1,35,53.85604173085101
2025-08-30 19:30:00,1756607101.0,32.333333333333336,34.333333333333336,31.545666666666666,46.833333333333336,47.833333333333336,35.94959583333333,-119.049984,,1,35,51.23667944537682
2025-08-30 20:30:00,1756610701.0,29.33333333333333,40.16666666666666,22.498666666666665,51.16666666666666,52.5,35.94955133333333,-119.04996483333332,,1,35,44.525451745230164
2025-08-30 21:30:00,1756614301.0,27.166666666666668,45.333333333333336,19.04083333333333,47.66666666666666,49.333333333333336,35.9495455,-119.04996616666666,,1,35,39.95708781420345
2025-08-30 22:30:00,1756617901.0,26.666666666666668,43.66666666666666,23.71333333333333,35.5,36.66666666666666,35.94962916666667,-119.04999033333333,,1,35,39.67750917847919
2025-08-30 23:30:00,1756621501.0,26.0,45.0,24.291666666666668,35.833333333333336,37.0,35.94956316666667,-119.050036,,1,35,39.49374381439584
2025-08-31 00:30:00,1756625101.0,25.0,46.5,22.36583333333333,35.5,36.66666666666666,35.949640333333335,-119.04997516666668,,1,35,37.50790331342827
2025-08-31 01:30:00,1756628701.0,24.5,45.16666666666666,20.4925,31.166666666666668,32.333333333333336,35.949564,-119.050064,,1,35,35.217498904157225
2025-08-31 02:30:00,1756632301.0,23.33333333333333,47.66666666666666,19.195833333333333,27.83333333333333,29.0,35.949555833333335,-119.04999783333334,,1,35,32.779231566960206
2025-08-31 03:30:00,1756635901.0,23.33333333333333,45.66666666666666,21.3125,25.83333333333333,26.666666666666668,35.9496045,-119.04997883333334,,1,35,33.61989227364805
2025-08-31 04:30:00,1756639501.0,23.0,46.5,21.484,26.166666666666668,27.166666666666668,35.94963116666667,-119.049946,,1,35,33.49065555569453
2025-08-31 05:30:00,1756643101.0,22.5,47.0,20.03316666666667,27.0,28.0,35.949603,-119.04997616666668,,1,35,32.44677688927849
2025-08-31 06:30:00,1756646701.0,21.166666666666668,50.16666666666666,17.63866666666667,28.5,29.666666666666668,35.94960783333334,-119.049998,,1,35,30.25633594310367
2025-08-31 07:30:00,1756650301.0,23.166666666666668,46.833333333333336,18.939,28.5,29.666666666666668,35.949576666666665,-119.04999566666667,,1,35,32.680760352832024
2025-08-31 08:30:00,1756653901.0,27.0,38.333333333333336,22.459333333333333,23.666666666666668,24.5,35.94959383333333,-119.0499675,,1,35,36.97044184303207
2025-08-31 09:30:00,1756657501.0,30.666666666666668,32.0,24.056833333333334,15.833333333333334,16.333333333333332,35.949573,-119.04999283333332,,1,35,39.33827547807815
2025-08-31 10:30:00,1756661101.0,32.666666666666664,27.33333333333333,25.546833333333336,10.666666666666666,10.833333333333334,35.949586833333335,-119.049918,,1,35,40.8363872182153
2025-08-31 11:30:00,1756664701.0,34.333333333333336,24.0,28.380166666666668,7.166666666666667,7.166666666666667,35.9496155,-119.04997,,1,35,43.11768293385266
2025-08-31 12:30:00,1756668301.0,35.833333333333336,21.83333333333333,30.363166666666668,6.833333333333333,7.166666666666667,35.94961033333333,-119.049984,,1,35,45.413265794808936
2025-08-31 13:30:00,1756671901.0,37.16666666666666,20.5,32.5205,7.0,7.333333333333333,35.9496135,-119.04999183333332,,1,35,47.74645576850055
2025-08-31 14:30:00,1756675501.0,38.16666666666666,19.666666666666668,33.85,8.833333333333334,9.0,35.9495845,-119.050045,,1,35,49.68823833696509
2025-08-31 15:30:00,1756679101.0,38.66666666666666,19.166666666666668,36.833,10.166666666666666,10.166666666666666,35.94967333333334,-119.049989,,1,35,52.04122599575812
2025-08-31 16:30:00,1756682701.0,39.0,18.33333333333333,39.636833333333335,12.5,12.833333333333334,35.949668333333335,-119.0500425,,1,35,54.38844065577184
2025-08-31 17:30:00,1756686301.0,39.16666666666666,19.0,41.83833333333333,14.0,14.166666666666666,35.9495915,-119.049909,,1,35,56.03262844367614
2025-08-31 18:30:00,1756689901.0,37.333333333333336,21.5,41.8875,13.5,14.0,35.949555833333335,-119.04996466666668,,1,35,54.41918382687545
2025-08-31 19:30:00,1756693501.0,34.0,28.5,28.25283333333333,14.166666666666666,14.333333333333334,35.94970383333333,-119.04995733333332,,1,35,44.0730321651812
2025-08-31 20:30:00,1756697101.0,30.5,35.5,19.43016666666667,15.666666666666666,16.333333333333332,35.9495815,-119.0499625,,1,35,36.45171081687922
