Ozone-1578:OZONE_value,Ozone-1578:OZONE_date,GPS:LAT_value,GPS:LAT_date,GPS:LON_value,GPS:LON_date
48.7,2025-10-30T00:00:23Z,36.1389031,2025-10-30T00:00:23Z,-120.3683659,2025-10-30T00:00:23Z
50.1,2025-10-30T00:05:25Z,36.1388920,2025-10-30T00:05:25Z,-120.3683751,2025-10-30T00:05:25Z
50.8,2025-10-30T00:10:32Z,36.1388986,2025-10-30T00:10:32Z,-120.3683754,2025-10-30T00:10:32Z
48.5,2025-10-30T00:15:49Z,36.1388986,2025-10-30T00:15:49Z,-120.3683754,2025-10-30T00:15:49Z
50.3,2025-10-30T00:20:51Z,36.1389192,2025-10-30T00:20:51Z,-120.3683622,2025-10-30T00:20:51Z
48.7,2025-10-30T00:25:54Z,36.1388680,2025-10-30T00:25:54Z,-120.3684020,2025-10-30T00:25:54Z
47.4,2025-10-30T00:30:58Z,36.1389084,2025-10-30T00:30:58Z,-120.3683485,2025-10-30T00:30:58Z
48.3,2025-10-30T00:36:04Z,36.1388831,2025-10-30T00:36:04Z,-120.3683722,2025-10-30T00:36:04Z
45.4,2025-10-30T00:41:11Z,36.1389234,2025-10-30T00:41:11Z,-120.3683438,2025-10-30T00:41:11Z
46.1,2025-10-30T00:46:18Z,36.1388968,2025-10-30T00:46:18Z,-120.3683795,2025-10-30T00:46:18Z
47.5,2025-10-30T00:51:20Z,36.1389036,2025-10-30T00:51:20Z,-120.3683843,2025-10-30T00:51:20Z
45.1,2025-10-30T00:56:24Z,36.1389031,2025-10-30T00:56:24Z,-120.3683610,2025-10-30T00:56:24Z
44.5,2025-10-30T01:01:26Z,36.1388959,2025-10-30T01:01:26Z,-120.3683782,2025-10-30T01:01:26Z
43.7,2025-10-30T01:06:30Z,36.1388709,2025-10-30T01:06:30Z,-120.3683759,2025-10-30T01:06:30Z
41.6,2025-10-30T01:11:32Z,36.1388847,2025-10-30T01:11:32Z,-120.3683762,2025-10-30T01:11:32Z
40.5,2025-10-30T01:16:34Z,36.1388950,2025-10-30T01:16:34Z,-120.3683692,2025-10-30T01:16:34Z
34.4,2025-10-30T01:21:36Z,36.1388974,2025-10-30T01:21:36Z,-120.3683709,2025-10-30T01:21:36Z
33.6,2025-10-30T01:26:43Z,36.1388965,2025-10-30T01:26:43Z,-120.3683600,2025-10-30T01:26:43Z
29.8,2025-10-30T01:31:49Z,36.1388885,2025-10-30T01:31:49Z,-120.3683690,2025-10-30T01:31:49Z
28.1,2025-10-30T01:36:51Z,36.1389168,2025-10-30T01:36:51Z,-120.3683750,2025-10-30T01:36:51Z
28.7,2025-10-30T01:41:53Z,36.1389345,2025-10-30T01:41:53Z,-120.3683879,2025-10-30T01:41:53Z
24.4,2025-10-30T01:46:58Z,36.1389235,2025-10-30T01:46:58Z,-120.3683687,2025-10-30T01:46:58Z
21.4,2025-10-30T01:52:04Z,36.1389194,2025-10-30T01:52:04Z,-120.3683856,2025-10-30T01:52:04Z
22.0,2025-10-30T01:57:11Z,36.1389128,2025-10-30T01:57:11Z,-120.3683970,2025-10-30T01:57:11Z
21.0,2025-10-30T02:02:13Z,36.1388987,2025-10-30T02:02:13Z,-120.3683686,2025-10-30T02:02:13Z
20.8,2025-10-30T02:07:15Z,36.1389127,2025-10-30T02:07:15Z,-120.3683977,2025-10-30T02:07:15Z
22.2,2025-10-30T02:12:17Z,36.1388879,2025-10-30T02:12:17Z,-120.3683831,2025-10-30T02:12:17Z
21.0,2025-10-30T02:17:23Z,36.1389378,2025-10-30T02:17:23Z,-120.3683427,2025-10-30T02:17:23Z
22.4,2025-10-30T02:22:28Z,36.1388923,2025-10-30T02:22:28Z,-120.3683863,2025-10-30T02:22:28Z
23.4,2025-10-30T02:27:32Z,36.1388925,2025-10-30T02:27:32Z,-120.3683723,2025-10-30T02:27:32Z
22.7,2025-10-30T02:32:36Z,36.1389153,2025-10-30T02:32:36Z,-120.3683863,2025-10-30T02:32:36Z
24.8,2025-10-30T02:37:40Z,36.1389432,2025-10-30T02:37:40Z,-120.3683722,2025-10-30T02:37:40Z
21.5,2025-10-30T02:42:45Z,36.1389091,2025-10-30T02:42:45Z,-120.3683559,2025-10-30T02:42:45Z
20.9,2025-10-30T02:47:51Z,36.1389158,2025-10-30T02:47:51Z,-120.3683640,2025-10-30T02:47:51Z
21.0,2025-10-30T02:52:53Z,36.1388928,2025-10-30T02:52:53Z,-120.3683835,2025-10-30T02:52:53Z
22.3,2025-10-30T02:57:58Z,36.1388765,2025-10-30T02:57:58Z,-120.3684171,2025-10-30T02:57:58Z
23.1,2025-10-30T03:03:02Z,36.1389421,2025-10-30T03:03:02Z,-120.3683522,2025-10-30T03:03:02Z
20.6,2025-10-30T03:08:06Z,36.1389861,2025-10-30T03:08:06Z,-120.3683455,2025-10-30T03:08:06Z
20.8,2025-10-30T03:13:13Z,36.1390000,2025-10-30T03:13:13Z,-120.3683348,2025-10-30T03:13:13Z
15.4,2025-10-30T03:18:22Z,36.1389493,2025-10-30T03:18:22Z,-120.3683613,2025-10-30T03:18:22Z
14.7,2025-10-30T03:23:26Z,36.1389372,2025-10-30T03:23:26Z,-120.3683915,2025-10-30T03:23:26Z
17.7,2025-10-30T03:28:28Z,36.1388933,2025-10-30T03:28:28Z,-120.3683628,2025-10-30T03:28:28Z
15.9,2025-10-30T03:33:32Z,36.1388600,2025-10-30T03:33:32Z,-120.3683669,2025-10-30T03:33:32Z
11.8,2025-10-30T03:38:39Z,36.1388905,2025-10-30T03:38:39Z,-120.3683538,2025-10-30T03:38:39Z
11.6,2025-10-30T03:43:43Z,36.1388826,2025-10-30T03:43:43Z,-120.3683583,2025-10-30T03:43:43Z
11.4,2025-10-30T03:48:47Z,36.1389307,2025-10-30T03:48:47Z,-120.3683379,2025-10-30T03:48:47Z
11.3,2025-10-30T03:53:54Z,36.1388650,2025-10-30T03:53:54Z,-120.3683699,2025-10-30T03:53:54Z
11.0,2025-10-30T03:58:58Z,36.1388890,2025-10-30T03:58:58Z,-120.3683887,2025-10-30T03:58:58Z
11.6,2025-10-30T04:04:03Z,36.1388793,2025-10-30T04:04:03Z,-120.3683911,2025-10-30T04:04:03Z
11.0,2025-10-30T04:09:05Z,36.1388717,2025-10-30T04:09:05Z,-120.3683937,2025-10-30T04:09:05Z
11.2,2025-10-30T04:14:09Z,36.1389036,2025-10-30T04:14:09Z,-120.3683845,2025-10-30T04:14:09Z
8.5,2025-10-30T04:19:16Z,36.1389287,2025-10-30T04:19:16Z,-120.3683479,2025-10-30T04:19:16Z
7.3,2025-10-30T04:24:18Z,36.1388764,2025-10-30T04:24:18Z,-120.3683977,2025-10-30T04:24:18Z
7.4,2025-10-30T04:29:22Z,36.1389052,2025-10-30T04:29:22Z,-120.3683959,2025-10-30T04:29:22Z
9.1,2025-10-30T04:34:24Z,36.1389291,2025-10-30T04:34:24Z,-120.3683776,2025-10-30T04:34:24Z
9.9,2025-10-30T04:39:28Z,36.1388686,2025-10-30T04:39:28Z,-120.3683952,2025-10-30T04:39:28Z
8.0,2025-10-30T04:44:35Z,36.1389266,2025-10-30T04:44:35Z,-120.3683531,2025-10-30T04:44:35Z
10.6,2025-10-30T04:49:41Z,36.1389389,2025-10-30T04:49:41Z,-120.3683837,2025-10-30T04:49:41Z
10.9,2025-10-30T04:54:48Z,36.1389263,2025-10-30T04:54:48Z,-120.3683963,2025-10-30T04:54:48Z
10.3,2025-10-30T04:59:50Z,36.1389563,2025-10-30T04:59:50Z,-120.3683587,2025-10-30T04:59:50Z
6.7,2025-10-30T05:04:52Z,36.1388999,2025-10-30T05:04:52Z,-120.3683945,2025-10-30T05:04:52Z
7.5,2025-10-30T05:09:56Z,36.1389301,2025-10-30T05:09:56Z,-120.3683554,2025-10-30T05:09:56Z
4.5,2025-10-30T05:15:00Z,36.1389373,2025-10-30T05:15:00Z,-120.3683479,2025-10-30T05:15:00Z
3.8,2025-10-30T05:20:05Z,36.1388585,2025-10-30T05:20:05Z,-120.3683975,2025-10-30T05:20:05Z
3.3,2025-10-30T05:25:09Z,36.1388785,2025-10-30T05:25:09Z,-120.3683783,2025-10-30T05:25:09Z
3.9,2025-10-30T05:30:16Z,36.1389060,2025-10-30T05:30:16Z,-120.3683675,2025-10-30T05:30:16Z
5.0,2025-10-30T05:35:22Z,36.1388764,2025-10-30T05:35:22Z,-120.3683590,2025-10-30T05:35:22Z
4.6,2025-10-30T05:40:24Z,36.1388609,2025-10-30T05:40:24Z,-120.3683866,2025-10-30T05:40:24Z
4.5,2025-10-30T05:45:31Z,36.1388753,2025-10-30T05:45:31Z,-120.3683957,2025-10-30T05:45:31Z
5.6,2025-10-30T05:50:33Z,36.1389170,2025-10-30T05:50:33Z,-120.3683690,2025-10-30T05:50:33Z
6.8,2025-10-30T05:55:35Z,36.1389130,2025-10-30T05:55:35Z,-120.3683815,2025-10-30T05:55:35Z
5.6,2025-10-30T06:00:37Z,36.1389169,2025-10-30T06:00:37Z,-120.3684258,2025-10-30T06:00:37Z
6.3,2025-10-30T06:05:39Z,36.1389213,2025-10-30T06:05:39Z,-120.3683668,2025-10-30T06:05:39Z
5.9,2025-10-30T06:10:41Z,36.1388683,2025-10-30T06:10:41Z,-120.3683993,2025-10-30T06:10:41Z
5.8,2025-10-30T06:15:43Z,36.1388509,2025-10-30T06:15:43Z,-120.3684046,2025-10-30T06:15:43Z
6.0,2025-10-30T06:20:45Z,36.1389073,2025-10-30T06:20:45Z,-120.3683749,2025-10-30T06:20:45Z
6.4,2025-10-30T06:25:47Z,36.1388793,2025-10-30T06:25:47Z,-120.3683656,2025-10-30T06:25:47Z
6.9,2025-10-30T06:30:49Z,36.1389182,2025-10-30T06:30:49Z,-120.3683155,2025-10-30T06:30:49Z
6.7,2025-10-30T06:35:53Z,36.1388683,2025-10-30T06:35:53Z,-120.3683738,2025-10-30T06:35:53Z
7.4,2025-10-30T06:40:57Z,36.1389109,2025-10-30T06:40:57Z,-120.3683722,2025-10-30T06:40:57Z
8.5,2025-10-30T06:45:59Z,36.1389174,2025-10-30T06:45:59Z,-120.3683581,2025-10-30T06:45:59Z
8.2,2025-10-30T06:51:03Z,36.1389408,2025-10-30T06:51:03Z,-120.3683560,2025-10-30T06:51:03Z
6.5,2025-10-30T06:56:08Z,36.1388732,2025-10-30T06:56:08Z,-120.3683625,2025-10-30T06:56:08Z
6.1,2025-10-30T07:01:10Z,36.1389377,2025-10-30T07:01:10Z,-120.3683654,2025-10-30T07:01:10Z
9.8,2025-10-30T07:06:12Z,36.1389799,2025-10-30T07:06:12Z,-120.3683529,2025-10-30T07:06:12Z
10.0,2025-10-30T07:11:16Z,36.1390038,2025-10-30T07:11:16Z,-120.3683493,2025-10-30T07:11:16Z
9.3,2025-10-30T07:16:23Z,36.1389269,2025-10-30T07:16:23Z,-120.3683581,2025-10-30T07:16:23Z
10.4,2025-10-30T07:21:25Z,36.1389154,2025-10-30T07:21:25Z,-120.3683643,2025-10-30T07:21:25Z
14.4,2025-10-30T07:26:31Z,36.1389700,2025-10-30T07:26:31Z,-120.3683307,2025-10-30T07:26:31Z
12.4,2025-10-30T07:31:35Z,36.1389423,2025-10-30T07:31:35Z,-120.3683533,2025-10-30T07:31:35Z
11.2,2025-10-30T07:36:40Z,36.1389570,2025-10-30T07:36:40Z,-120.3683489,2025-10-30T07:36:40Z
9.8,2025-10-30T07:41:44Z,36.1389176,2025-10-30T07:41:44Z,-120.3683760,2025-10-30T07:41:44Z
9.3,2025-10-30T07:46:46Z,36.1389205,2025-10-30T07:46:46Z,-120.3683522,2025-10-30T07:46:46Z
11.9,2025-10-30T07:51:48Z,36.1389494,2025-10-30T07:51:48Z,-120.3683657,2025-10-30T07:51:48Z
11.3,2025-10-30T07:56:50Z,36.1389483,2025-10-30T07:56:50Z,-120.3683579,2025-10-30T07:56:50Z
13.4,2025-10-30T08:01:52Z,36.1388937,2025-10-30T08:01:52Z,-120.3683514,2025-10-30T08:01:52Z
13.2,2025-10-30T08:06:54Z,36.1389423,2025-10-30T08:06:54Z,-120.3683493,2025-10-30T08:06:54Z
13.6,2025-10-30T08:11:56Z,36.1389126,2025-10-30T08:11:56Z,-120.3683545,2025-10-30T08:11:56Z
13.4,2025-10-30T08:16:58Z,36.1389195,2025-10-30T08:16:58Z,-120.3683672,2025-10-30T08:16:58Z
13.5,2025-10-30T08:22:04Z,36.1389315,2025-10-30T08:22:04Z,-120.3683597,2025-10-30T08:22:04Z
12.2,2025-10-30T08:27:09Z,36.1388983,2025-10-30T08:27:09Z,-120.3683504,2025-10-30T08:27:09Z
12.8,2025-10-30T08:32:11Z,36.1388812,2025-10-30T08:32:11Z,-120.3683683,2025-10-30T08:32:11Z
12.0,2025-10-30T08:37:15Z,36.1388754,2025-10-30T08:37:15Z,-120.3683504,2025-10-30T08:37:15Z
11.0,2025-10-30T08:42:17Z,36.1388883,2025-10-30T08:42:17Z,-120.3683618,2025-10-30T08:42:17Z
10.0,2025-10-30T08:47:19Z,36.1388769,2025-10-30T08:47:19Z,-120.3683702,2025-10-30T08:47:19Z
8.7,2025-10-30T08:52:25Z,36.1388784,2025-10-30T08:52:25Z,-120.3683777,2025-10-30T08:52:25Z
8.4,2025-10-30T08:57:30Z,36.1388888,2025-10-30T08:57:30Z,-120.3683444,2025-10-30T08:57:30Z
8.7,2025-10-30T09:02:32Z,36.1388561,2025-10-30T09:02:32Z,-120.3683758,2025-10-30T09:02:32Z
8.5,2025-10-30T09:07:34Z,36.1389060,2025-10-30T09:07:34Z,-120.3683459,2025-10-30T09:07:34Z
9.4,2025-10-30T09:12:36Z,36.1388344,2025-10-30T09:12:36Z,-120.3683564,2025-10-30T09:12:36Z
10.7,2025-10-30T09:17:40Z,36.1389170,2025-10-30T09:17:40Z,-120.3683727,2025-10-30T09:17:40Z
9.6,2025-10-30T09:22:47Z,36.1388892,2025-10-30T09:22:47Z,-120.3683384,2025-10-30T09:22:47Z
9.6,2025-10-30T09:27:48Z,36.1388705,2025-10-30T09:27:48Z,-120.3683415,2025-10-30T09:27:48Z
11.1,2025-10-30T09:32:53Z,36.1388858,2025-10-30T09:32:53Z,-120.3683334,2025-10-30T09:32:53Z
10.8,2025-10-30T09:37:55Z,36.1388604,2025-10-30T09:37:55Z,-120.3683561,2025-10-30T09:37:55Z
9.9,2025-10-30T09:42:57Z,36.1388772,2025-10-30T09:42:57Z,-120.3683574,2025-10-30T09:42:57Z
10.1,2025-10-30T09:47:59Z,36.1388746,2025-10-30T09:47:59Z,-120.3683513,2025-10-30T09:47:59Z
9.7,2025-10-30T09:53:05Z,36.1388632,2025-10-30T09:53:05Z,-120.3683671,2025-10-30T09:53:05Z
9.6,2025-10-30T09:58:07Z,36.1389076,2025-10-30T09:58:07Z,-120.3683273,2025-10-30T09:58:07Z
10.8,2025-10-30T10:03:14Z,36.1388532,2025-10-30T10:03:14Z,-120.3683505,2025-10-30T10:03:14Z
11.0,2025-10-30T10:08:18Z,36.1388855,2025-10-30T10:08:18Z,-120.3683299,2025-10-30T10:08:18Z
11.2,2025-10-30T10:13:20Z,36.1389138,2025-10-30T10:13:20Z,-120.3683166,2025-10-30T10:13:20Z
9.8,2025-10-30T10:18:27Z,36.1389077,2025-10-30T10:18:27Z,-120.3683394,2025-10-30T10:18:27Z
10.4,2025-10-30T10:23:31Z,36.1388934,2025-10-30T10:23:31Z,-120.3683480,2025-10-30T10:23:31Z
10.5,2025-10-30T10:28:38Z,36.1388765,2025-10-30T10:28:38Z,-120.3683476,2025-10-30T10:28:38Z
10.6,2025-10-30T10:33:40Z,36.1388698,2025-10-30T10:33:40Z,-120.3683422,2025-10-30T10:33:40Z
11.2,2025-10-30T10:38:46Z,36.1389086,2025-10-30T10:38:46Z,-120.3683504,2025-10-30T10:38:46Z
11.4,2025-10-30T10:43:51Z,36.1388675,2025-10-30T10:43:51Z,-120.3683533,2025-10-30T10:43:51Z
10.8,2025-10-30T10:48:52Z,36.1388871,2025-10-30T10:48:52Z,-120.3683548,2025-10-30T10:48:52Z
10.9,2025-10-30T10:53:57Z,36.1388911,2025-10-30T10:53:57Z,-120.3683519,2025-10-30T10:53:57Z
11.8,2025-10-30T10:59:04Z,36.1388868,2025-10-30T10:59:04Z,-120.3683538,2025-10-30T10:59:04Z
13.2,2025-10-30T11:04:05Z,36.1389109,2025-10-30T11:04:05Z,-120.3683626,2025-10-30T11:04:05Z
12.8,2025-10-30T11:09:12Z,36.1389053,2025-10-30T11:09:12Z,-120.3683752,2025-10-30T11:09:12Z
12.0,2025-10-30T11:14:19Z,36.1389775,2025-10-30T11:14:19Z,-120.3683518,2025-10-30T11:14:19Z
12.8,2025-10-30T11:19:21Z,36.1389122,2025-10-30T11:19:21Z,-120.3683597,2025-10-30T11:19:21Z
13.3,2025-10-30T11:24:23Z,36.1388837,2025-10-30T11:24:23Z,-120.3683674,2025-10-30T11:24:23Z
14.0,2025-10-30T11:29:27Z,36.1389153,2025-10-30T11:29:27Z,-120.3683684,2025-10-30T11:29:27Z
12.9,2025-10-30T11:34:34Z,36.1389706,2025-10-30T11:34:34Z,-120.3683529,2025-10-30T11:34:34Z
12.5,2025-10-30T11:39:38Z,36.1388893,2025-10-30T11:39:38Z,-120.3683615,2025-10-30T11:39:38Z
11.8,2025-10-30T11:44:40Z,36.1388927,2025-10-30T11:44:40Z,-120.3683615,2025-10-30T11:44:40Z
11.0,2025-10-30T11:49:42Z,36.1389080,2025-10-30T11:49:42Z,-120.3683589,2025-10-30T11:49:42Z
13.1,2025-10-30T11:54:47Z,36.1388987,2025-10-30T11:54:47Z,-120.3683627,2025-10-30T11:54:47Z
12.1,2025-10-30T11:59:53Z,36.1389287,2025-10-30T11:59:53Z,-120.3683624,2025-10-30T11:59:53Z
12.6,2025-10-30T12:04:57Z,36.1389155,2025-10-30T12:04:57Z,-120.3683612,2025-10-30T12:04:57Z
12.4,2025-10-30T12:10:06Z,36.1388760,2025-10-30T12:10:06Z,-120.3683387,2025-10-30T12:10:06Z
12.9,2025-10-30T12:15:08Z,36.1389332,2025-10-30T12:15:08Z,-120.3683542,2025-10-30T12:15:08Z
12.7,2025-10-30T12:20:10Z,36.1389045,2025-10-30T12:20:10Z,-120.3683751,2025-10-30T12:20:10Z
14.1,2025-10-30T12:25:16Z,36.1389310,2025-10-30T12:25:16Z,-120.3683573,2025-10-30T12:25:16Z
15.0,2025-10-30T12:30:21Z,36.1389176,2025-10-30T12:30:21Z,-120.3683607,2025-10-30T12:30:21Z
13.3,2025-10-30T12:35:23Z,36.1389006,2025-10-30T12:35:23Z,-120.3683591,2025-10-30T12:35:23Z
12.6,2025-10-30T12:40:27Z,36.1389426,2025-10-30T12:40:27Z,-120.3683490,2025-10-30T12:40:27Z
10.2,2025-10-30T12:45:33Z,36.1389225,2025-10-30T12:45:33Z,-120.3683660,2025-10-30T12:45:33Z
8.4,2025-10-30T12:50:37Z,36.1389218,2025-10-30T12:50:37Z,-120.3683530,2025-10-30T12:50:37Z
9.2,2025-10-30T12:55:40Z,36.1389591,2025-10-30T12:55:40Z,-120.3683541,2025-10-30T12:55:40Z
12.0,2025-10-30T13:00:41Z,36.1389178,2025-10-30T13:00:41Z,-120.3683635,2025-10-30T13:00:41Z
11.8,2025-10-30T13:05:43Z,36.1389219,2025-10-30T13:05:43Z,-120.3683691,2025-10-30T13:05:43Z
12.7,2025-10-30T13:10:47Z,36.1389353,2025-10-30T13:10:47Z,-120.3683462,2025-10-30T13:10:47Z
10.3,2025-10-30T13:15:54Z,36.1389453,2025-10-30T13:15:54Z,-120.3683457,2025-10-30T13:15:54Z
12.3,2025-10-30T13:21:00Z,36.1389222,2025-10-30T13:21:00Z,-120.3683531,2025-10-30T13:21:00Z
11.8,2025-10-30T13:26:05Z,36.1389067,2025-10-30T13:26:05Z,-120.3683650,2025-10-30T13:26:05Z
11.5,2025-10-30T13:31:07Z,36.1389048,2025-10-30T13:31:07Z,-120.3683323,2025-10-30T13:31:07Z
10.5,2025-10-30T13:36:09Z,36.1389152,2025-10-30T13:36:09Z,-120.3683577,2025-10-30T13:36:09Z
7.6,2025-10-30T13:41:14Z,36.1389251,2025-10-30T13:41:14Z,-120.3683508,2025-10-30T13:41:14Z
10.1,2025-10-30T13:46:20Z,36.1389271,2025-10-30T13:46:20Z,-120.3683476,2025-10-30T13:46:20Z
9.6,2025-10-30T13:51:24Z,36.1389522,2025-10-30T13:51:24Z,-120.3683449,2025-10-30T13:51:24Z
10.5,2025-10-30T13:56:28Z,36.1389236,2025-10-30T13:56:28Z,-120.3683893,2025-10-30T13:56:28Z
6.4,2025-10-30T14:01:35Z,36.1388680,2025-10-30T14:01:35Z,-120.3684141,2025-10-30T14:01:35Z
5.7,2025-10-30T14:06:39Z,36.1389087,2025-10-30T14:06:39Z,-120.3683771,2025-10-30T14:06:39Z
6.7,2025-10-30T14:11:46Z,36.1388884,2025-10-30T14:11:46Z,-120.3683771,2025-10-30T14:11:46Z
7.5,2025-10-30T14:16:50Z,36.1389414,2025-10-30T14:16:50Z,-120.3683074,2025-10-30T14:16:50Z
8.2,2025-10-30T14:21:56Z,36.1389498,2025-10-30T14:21:56Z,-120.3683885,2025-10-30T14:21:56Z
7.7,2025-10-30T14:26:58Z,36.1388633,2025-10-30T14:26:58Z,-120.3683831,2025-10-30T14:26:58Z
8.8,2025-10-30T14:32:03Z,36.1389053,2025-10-30T14:32:03Z,-120.3683687,2025-10-30T14:32:03Z
10.1,2025-10-30T14:37:07Z,36.1389273,2025-10-30T14:37:07Z,-120.3683319,2025-10-30T14:37:07Z
10.9,2025-10-30T14:42:14Z,36.1389283,2025-10-30T14:42:14Z,-120.3683703,2025-10-30T14:42:14Z
8.5,2025-10-30T14:47:18Z,36.1389108,2025-10-30T14:47:18Z,-120.3683848,2025-10-30T14:47:18Z
8.9,2025-10-30T14:52:20Z,36.1388949,2025-10-30T14:52:20Z,-120.3683586,2025-10-30T14:52:20Z
8.3,2025-10-30T14:57:24Z,36.1389866,2025-10-30T14:57:24Z,-120.3683397,2025-10-30T14:57:24Z
11.5,2025-10-30T15:02:28Z,36.1389634,2025-10-30T15:02:28Z,-120.3683364,2025-10-30T15:02:28Z
9.4,2025-10-30T15:07:33Z,36.1389046,2025-10-30T15:07:33Z,-120.3683193,2025-10-30T15:07:33Z
9.5,2025-10-30T15:12:37Z,36.1389206,2025-10-30T15:12:37Z,-120.3683604,2025-10-30T15:12:37Z
10.2,2025-10-30T15:17:44Z,36.1389598,2025-10-30T15:17:44Z,-120.3683135,2025-10-30T15:17:44Z
10.7,2025-10-30T15:22:48Z,36.1389276,2025-10-30T15:22:48Z,-120.3683496,2025-10-30T15:22:48Z
11.1,2025-10-30T15:27:50Z,36.1388786,2025-10-30T15:27:50Z,-120.3683583,2025-10-30T15:27:50Z
15.0,2025-10-30T15:32:52Z,36.1389195,2025-10-30T15:32:52Z,-120.3683572,2025-10-30T15:32:52Z
16.0,2025-10-30T15:37:54Z,36.1388921,2025-10-30T15:37:54Z,-120.3683606,2025-10-30T15:37:54Z
15.3,2025-10-30T15:42:56Z,36.1389065,2025-10-30T15:42:56Z,-120.3683709,2025-10-30T15:42:56Z
15.0,2025-10-30T15:48:05Z,36.1389348,2025-10-30T15:48:05Z,-120.3683599,2025-10-30T15:48:05Z
17.6,2025-10-30T15:53:07Z,36.1389074,2025-10-30T15:53:07Z,-120.3683580,2025-10-30T15:53:07Z
19.6,2025-10-30T15:58:11Z,36.1388751,2025-10-30T15:58:11Z,-120.3683636,2025-10-30T15:58:11Z
21.0,2025-10-30T16:03:13Z,36.1388861,2025-10-30T16:03:13Z,-120.3683718,2025-10-30T16:03:13Z
19.6,2025-10-30T16:08:15Z,36.1389453,2025-10-30T16:08:15Z,-120.3683689,2025-10-30T16:08:15Z
20.8,2025-10-30T16:13:17Z,36.1388876,2025-10-30T16:13:17Z,-120.3683844,2025-10-30T16:13:17Z
26.3,2025-10-30T16:18:19Z,36.1388838,2025-10-30T16:18:19Z,-120.3683776,2025-10-30T16:18:19Z
27.0,2025-10-30T16:23:21Z,36.1389138,2025-10-30T16:23:21Z,-120.3683644,2025-10-30T16:23:21Z
28.4,2025-10-30T16:28:27Z,36.1388942,2025-10-30T16:28:27Z,-120.3683773,2025-10-30T16:28:27Z
30.0,2025-10-30T16:33:32Z,36.1389288,2025-10-30T16:33:32Z,-120.3683629,2025-10-30T16:33:32Z
30.6,2025-10-30T16:38:34Z,36.1389245,2025-10-30T16:38:34Z,-120.3683787,2025-10-30T16:38:34Z
31.2,2025-10-30T16:43:38Z,36.1389439,2025-10-30T16:43:38Z,-120.3683668,2025-10-30T16:43:38Z
30.5,2025-10-30T16:48:45Z,36.1389279,2025-10-30T16:48:45Z,-120.3683789,2025-10-30T16:48:45Z
33.2,2025-10-30T16:53:47Z,36.1389136,2025-10-30T16:53:47Z,-120.3683676,2025-10-30T16:53:47Z
33.3,2025-10-30T16:58:51Z,36.1389334,2025-10-30T16:58:51Z,-120.3683430,2025-10-30T16:58:51Z
32.3,2025-10-30T17:03:53Z,36.1388812,2025-10-30T17:03:53Z,-120.3683994,2025-10-30T17:03:53Z
32.5,2025-10-30T17:08:57Z,36.1388713,2025-10-30T17:08:57Z,-120.3683728,2025-10-30T17:08:57Z
32.6,2025-10-30T17:13:59Z,36.1389056,2025-10-30T17:13:59Z,-120.3683599,2025-10-30T17:13:59Z
34.2,2025-10-30T17:19:03Z,36.1389404,2025-10-30T17:19:03Z,-120.3683614,2025-10-30T17:19:03Z
33.4,2025-10-30T17:24:05Z,36.1389022,2025-10-30T17:24:05Z,-120.3683902,2025-10-30T17:24:05Z
33.8,2025-10-30T17:29:12Z,36.1389510,2025-10-30T17:29:12Z,-120.3683603,2025-10-30T17:29:12Z
36.3,2025-10-30T17:34:14Z,36.1389275,2025-10-30T17:34:14Z,-120.3683887,2025-10-30T17:34:14Z
36.7,2025-10-30T17:39:20Z,36.1389882,2025-10-30T17:39:20Z,-120.3683554,2025-10-30T17:39:20Z
39.2,2025-10-30T17:44:25Z,36.1389185,2025-10-30T17:44:25Z,-120.3683735,2025-10-30T17:44:25Z
39.4,2025-10-30T17:49:27Z,36.1389090,2025-10-30T17:49:27Z,-120.3683686,2025-10-30T17:49:27Z
39.8,2025-10-30T17:54:31Z,36.1389280,2025-10-30T17:54:31Z,-120.3683567,2025-10-30T17:54:31Z
40.0,2025-10-30T17:59:33Z,36.1389090,2025-10-30T17:59:33Z,-120.3683778,2025-10-30T17:59:33Z
41.6,2025-10-30T18:04:35Z,36.1389064,2025-10-30T18:04:35Z,-120.3683798,2025-10-30T18:04:35Z
42.1,2025-10-30T18:09:37Z,36.1389058,2025-10-30T18:09:37Z,-120.3683598,2025-10-30T18:09:37Z
43.0,2025-10-30T18:14:39Z,36.1389488,2025-10-30T18:14:39Z,-120.3683670,2025-10-30T18:14:39Z
43.0,2025-10-30T18:19:41Z,36.1389498,2025-10-30T18:19:41Z,-120.3683618,2025-10-30T18:19:41Z
42.0,2025-10-30T18:24:48Z,36.1389270,2025-10-30T18:24:48Z,-120.3683874,2025-10-30T18:24:48Z
42.0,2025-10-30T18:29:50Z,36.1389118,2025-10-30T18:29:50Z,-120.3683515,2025-10-30T18:29:50Z
44.0,2025-10-30T18:34:52Z,36.1389123,2025-10-30T18:34:52Z,-120.3683705,2025-10-30T18:34:52Z
43.8,2025-10-30T18:39:56Z,36.1389328,2025-10-30T18:39:56Z,-120.3683764,2025-10-30T18:39:56Z
44.2,2025-10-30T18:45:02Z,36.1389133,2025-10-30T18:45:02Z,-120.3683640,2025-10-30T18:45:02Z
44.9,2025-10-30T18:50:04Z,36.1389535,2025-10-30T18:50:04Z,-120.3683736,2025-10-30T18:50:04Z
