Ozone-1578:OZONE_value,Ozone-1578:OZONE_date,GPS:LAT_value,GPS:LAT_date,GPS:LON_value,GPS:LON_date
8.7,2025-10-26T09:47:20Z,36.1388543,2025-10-26T09:47:20Z,-120.3683676,2025-10-26T09:47:20Z
10.2,2025-10-26T09:52:22Z,36.1389202,2025-10-26T09:52:22Z,-120.3683472,2025-10-26T09:52:22Z
10.9,2025-10-26T09:57:24Z,36.1388913,2025-10-26T09:57:24Z,-120.3683467,2025-10-26T09:57:24Z
10.9,2025-10-26T10:02:26Z,36.1389175,2025-10-26T10:02:26Z,-120.3683480,2025-10-26T10:02:26Z
8.7,2025-10-26T10:07:30Z,36.1389233,2025-10-26T10:07:30Z,-120.3683440,2025-10-26T10:07:30Z
8.0,2025-10-26T10:12:37Z,36.1388710,2025-10-26T10:12:37Z,-120.3683779,2025-10-26T10:12:37Z
8.9,2025-10-26T10:17:39Z,36.1389249,2025-10-26T10:17:39Z,-120.3683575,2025-10-26T10:17:39Z
8.1,2025-10-26T10:22:41Z,36.1389076,2025-10-26T10:22:41Z,-120.3683562,2025-10-26T10:22:41Z
8.8,2025-10-26T10:27:47Z,36.1388961,2025-10-26T10:27:47Z,-120.3683646,2025-10-26T10:27:47Z
8.6,2025-10-26T10:32:54Z,36.1388717,2025-10-26T10:32:54Z,-120.3683610,2025-10-26T10:32:54Z
7.8,2025-10-26T10:37:58Z,36.1389483,2025-10-26T10:37:58Z,-120.3683337,2025-10-26T10:37:58Z
6.6,2025-10-26T10:43:00Z,36.1389031,2025-10-26T10:43:00Z,-120.3683481,2025-10-26T10:43:00Z
6.8,2025-10-26T10:48:07Z,36.1389039,2025-10-26T10:48:07Z,-120.3683510,2025-10-26T10:48:07Z
6.5,2025-10-26T10:53:13Z,36.1389221,2025-10-26T10:53:13Z,-120.3683794,2025-10-26T10:53:13Z
7.9,2025-10-26T10:58:18Z,36.1389080,2025-10-26T10:58:18Z,-120.3683728,2025-10-26T10:58:18Z
8.5,2025-10-26T11:03:20Z,36.1389107,2025-10-26T11:03:20Z,-120.3683731,2025-10-26T11:03:20Z
7.7,2025-10-26T11:08:22Z,36.1389233,2025-10-26T11:08:22Z,-120.3683470,2025-10-26T11:08:22Z
6.4,2025-10-26T11:13:24Z,36.1388898,2025-10-26T11:13:24Z,-120.3683599,2025-10-26T11:13:24Z
6.1,2025-10-26T11:18:26Z,36.1389384,2025-10-26T11:18:26Z,-120.3683320,2025-10-26T11:18:26Z
5.4,2025-10-26T11:23:28Z,36.1389397,2025-10-26T11:23:28Z,-120.3683771,2025-10-26T11:23:28Z
4.3,2025-10-26T11:28:32Z,36.1389496,2025-10-26T11:28:32Z,-120.3683648,2025-10-26T11:28:32Z
5.0,2025-10-26T11:33:36Z,36.1389757,2025-10-26T11:33:36Z,-120.3683494,2025-10-26T11:33:36Z
4.5,2025-10-26T11:38:38Z,36.1389015,2025-10-26T11:38:38Z,-120.3683249,2025-10-26T11:38:38Z
5.3,2025-10-26T11:43:42Z,36.1389574,2025-10-26T11:43:42Z,-120.3683866,2025-10-26T11:43:42Z
8.0,2025-10-26T11:48:49Z,36.1389363,2025-10-26T11:48:49Z,-120.3683615,2025-10-26T11:48:49Z
7.5,2025-10-26T11:53:51Z,36.1389075,2025-10-26T11:53:51Z,-120.3683476,2025-10-26T11:53:51Z
7.4,2025-10-26T11:58:53Z,36.1388747,2025-10-26T11:58:53Z,-120.3683310,2025-10-26T11:58:53Z
6.6,2025-10-26T12:03:55Z,36.1389035,2025-10-26T12:03:55Z,-120.3683647,2025-10-26T12:03:55Z
5.4,2025-10-26T12:08:59Z,36.1388881,2025-10-26T12:08:59Z,-120.3683482,2025-10-26T12:08:59Z
5.7,2025-10-26T12:14:01Z,36.1389241,2025-10-26T12:14:01Z,-120.3683611,2025-10-26T12:14:01Z
5.5,2025-10-26T12:19:08Z,36.1389360,2025-10-26T12:19:08Z,-120.3683584,2025-10-26T12:19:08Z
4.9,2025-10-26T12:24:09Z,36.1388839,2025-10-26T12:24:09Z,-120.3683966,2025-10-26T12:24:09Z
6.1,2025-10-26T12:29:12Z,36.1388756,2025-10-26T12:29:12Z,-120.3684015,2025-10-26T12:29:12Z
4.9,2025-10-26T12:34:14Z,36.1388973,2025-10-26T12:34:14Z,-120.3683621,2025-10-26T12:34:14Z
5.0,2025-10-26T12:39:18Z,36.1389234,2025-10-26T12:39:18Z,-120.3683700,2025-10-26T12:39:18Z
3.8,2025-10-26T12:44:25Z,36.1389040,2025-10-26T12:44:25Z,-120.3683582,2025-10-26T12:44:25Z
3.6,2025-10-26T12:49:27Z,36.1388619,2025-10-26T12:49:27Z,-120.3683747,2025-10-26T12:49:27Z
4.9,2025-10-26T12:54:33Z,36.1388919,2025-10-26T12:54:33Z,-120.3683699,2025-10-26T12:54:33Z
6.1,2025-10-26T12:59:40Z,36.1389156,2025-10-26T12:59:40Z,-120.3683714,2025-10-26T12:59:40Z
5.7,2025-10-26T13:04:46Z,36.1389340,2025-10-26T13:04:46Z,-120.3683588,2025-10-26T13:04:46Z
4.6,2025-10-26T13:09:51Z,36.1389199,2025-10-26T13:09:51Z,-120.3683754,2025-10-26T13:09:51Z
4.9,2025-10-26T13:14:55Z,36.1389794,2025-10-26T13:14:55Z,-120.3683693,2025-10-26T13:14:55Z
4.6,2025-10-26T13:19:57Z,36.1389405,2025-10-26T13:19:57Z,-120.3683492,2025-10-26T13:19:57Z
4.6,2025-10-26T13:25:01Z,36.1389233,2025-10-26T13:25:01Z,-120.3683593,2025-10-26T13:25:01Z
5.1,2025-10-26T13:30:08Z,36.1389235,2025-10-26T13:30:08Z,-120.3683342,2025-10-26T13:30:08Z
3.9,2025-10-26T13:35:14Z,36.1389480,2025-10-26T13:35:14Z,-120.3683129,2025-10-26T13:35:14Z
4.7,2025-10-26T13:40:16Z,36.1388952,2025-10-26T13:40:16Z,-120.3683522,2025-10-26T13:40:16Z
4.9,2025-10-26T13:45:23Z,36.1389140,2025-10-26T13:45:23Z,-120.3683436,2025-10-26T13:45:23Z
5.0,2025-10-26T13:50:30Z,36.1389015,2025-10-26T13:50:30Z,-120.3683528,2025-10-26T13:50:30Z
6.6,2025-10-26T13:55:34Z,36.1388808,2025-10-26T13:55:34Z,-120.3683643,2025-10-26T13:55:34Z
9.4,2025-10-26T14:00:38Z,36.1388987,2025-10-26T14:00:38Z,-120.3683660,2025-10-26T14:00:38Z
11.0,2025-10-26T14:05:40Z,36.1389351,2025-10-26T14:05:40Z,-120.3683674,2025-10-26T14:05:40Z
11.6,2025-10-26T14:10:44Z,36.1389261,2025-10-26T14:10:44Z,-120.3683632,2025-10-26T14:10:44Z
11.6,2025-10-26T14:15:49Z,36.1389471,2025-10-26T14:15:49Z,-120.3683582,2025-10-26T14:15:49Z
11.4,2025-10-26T14:20:51Z,36.1389497,2025-10-26T14:20:51Z,-120.3683687,2025-10-26T14:20:51Z
12.4,2025-10-26T14:25:53Z,36.1389123,2025-10-26T14:25:53Z,-120.3683761,2025-10-26T14:25:53Z
13.0,2025-10-26T14:30:55Z,36.1388939,2025-10-26T14:30:55Z,-120.3684014,2025-10-26T14:30:55Z
15.3,2025-10-26T14:35:59Z,36.1389454,2025-10-26T14:35:59Z,-120.3684232,2025-10-26T14:35:59Z
15.1,2025-10-26T14:41:01Z,36.1388903,2025-10-26T14:41:01Z,-120.3684116,2025-10-26T14:41:01Z
16.4,2025-10-26T14:46:03Z,36.1389066,2025-10-26T14:46:03Z,-120.3683806,2025-10-26T14:46:03Z
16.0,2025-10-26T14:51:05Z,36.1388746,2025-10-26T14:51:05Z,-120.3683973,2025-10-26T14:51:05Z
19.3,2025-10-26T14:56:07Z,36.1389302,2025-10-26T14:56:07Z,-120.3683804,2025-10-26T14:56:07Z
20.5,2025-10-26T15:01:11Z,36.1389680,2025-10-26T15:01:11Z,-120.3683271,2025-10-26T15:01:11Z
21.1,2025-10-26T15:06:15Z,36.1389081,2025-10-26T15:06:15Z,-120.3683461,2025-10-26T15:06:15Z
19.8,2025-10-26T15:11:20Z,36.1388944,2025-10-26T15:11:20Z,-120.3683752,2025-10-26T15:11:20Z
21.4,2025-10-26T15:16:22Z,36.1389784,2025-10-26T15:16:22Z,-120.3683342,2025-10-26T15:16:22Z
21.2,2025-10-26T15:21:24Z,36.1389208,2025-10-26T15:21:24Z,-120.3683472,2025-10-26T15:21:24Z
22.1,2025-10-26T15:26:28Z,36.1388682,2025-10-26T15:26:28Z,-120.3683723,2025-10-26T15:26:28Z
22.8,2025-10-26T15:31:34Z,36.1389219,2025-10-26T15:31:34Z,-120.3683600,2025-10-26T15:31:34Z
21.4,2025-10-26T15:36:37Z,36.1389044,2025-10-26T15:36:37Z,-120.3683708,2025-10-26T15:36:37Z
22.5,2025-10-26T15:41:41Z,36.1389256,2025-10-26T15:41:41Z,-120.3683600,2025-10-26T15:41:41Z
23.8,2025-10-26T15:46:43Z,36.1388173,2025-10-26T15:46:43Z,-120.3683846,2025-10-26T15:46:43Z
21.2,2025-10-26T15:51:45Z,36.1389016,2025-10-26T15:51:45Z,-120.3683534,2025-10-26T15:51:45Z
19.3,2025-10-26T15:56:51Z,36.1388925,2025-10-26T15:56:51Z,-120.3683911,2025-10-26T15:56:51Z
21.8,2025-10-26T16:01:58Z,36.1388740,2025-10-26T16:01:58Z,-120.3683817,2025-10-26T16:01:58Z
23.3,2025-10-26T16:07:00Z,36.1389029,2025-10-26T16:07:00Z,-120.3683849,2025-10-26T16:07:00Z
24.7,2025-10-26T16:12:02Z,36.1388905,2025-10-26T16:12:02Z,-120.3683908,2025-10-26T16:12:02Z
25.8,2025-10-26T16:17:06Z,36.1388952,2025-10-26T16:17:06Z,-120.3683824,2025-10-26T16:17:06Z
24.4,2025-10-26T16:22:08Z,36.1388952,2025-10-26T16:22:08Z,-120.3684033,2025-10-26T16:22:08Z
24.3,2025-10-26T16:27:12Z,36.1389376,2025-10-26T16:27:12Z,-120.3683738,2025-10-26T16:27:12Z
26.4,2025-10-26T16:32:19Z,36.1388797,2025-10-26T16:32:19Z,-120.3683900,2025-10-26T16:32:19Z
27.5,2025-10-26T16:37:26Z,36.1388819,2025-10-26T16:37:26Z,-120.3683831,2025-10-26T16:37:26Z
24.8,2025-10-26T16:42:29Z,36.1388633,2025-10-26T16:42:29Z,-120.3683974,2025-10-26T16:42:29Z
26.1,2025-10-26T16:47:32Z,36.1388900,2025-10-26T16:47:32Z,-120.3683719,2025-10-26T16:47:32Z
26.6,2025-10-26T16:52:36Z,36.1388776,2025-10-26T16:52:36Z,-120.3683787,2025-10-26T16:52:36Z
25.6,2025-10-26T16:57:43Z,36.1388834,2025-10-26T16:57:43Z,-120.3683700,2025-10-26T16:57:43Z
24.7,2025-10-26T17:02:45Z,36.1389301,2025-10-26T17:02:45Z,-120.3683706,2025-10-26T17:02:45Z
27.9,2025-10-26T17:07:54Z,36.1388722,2025-10-26T17:07:54Z,-120.3683695,2025-10-26T17:07:54Z
30.9,2025-10-26T17:12:58Z,36.1388807,2025-10-26T17:12:58Z,-120.3683618,2025-10-26T17:12:58Z
31.8,2025-10-26T17:18:02Z,36.1388965,2025-10-26T17:18:02Z,-120.3683597,2025-10-26T17:18:02Z
31.9,2025-10-26T17:23:07Z,36.1388923,2025-10-26T17:23:07Z,-120.3683573,2025-10-26T17:23:07Z
31.1,2025-10-26T17:28:11Z,36.1389138,2025-10-26T17:28:11Z,-120.3683681,2025-10-26T17:28:11Z
28.9,2025-10-26T17:33:18Z,36.1389099,2025-10-26T17:33:18Z,-120.3683699,2025-10-26T17:33:18Z
29.6,2025-10-26T17:38:22Z,36.1388935,2025-10-26T17:38:22Z,-120.3683706,2025-10-26T17:38:22Z
31.4,2025-10-26T17:43:28Z,36.1389058,2025-10-26T17:43:28Z,-120.3683617,2025-10-26T17:43:28Z
31.2,2025-10-26T17:48:33Z,36.1389245,2025-10-26T17:48:33Z,-120.3683692,2025-10-26T17:48:33Z
31.2,2025-10-26T17:53:37Z,36.1389013,2025-10-26T17:53:37Z,-120.3683653,2025-10-26T17:53:37Z
32.9,2025-10-26T17:58:41Z,36.1388950,2025-10-26T17:58:41Z,-120.3683328,2025-10-26T17:58:41Z
33.1,2025-10-26T18:03:48Z,36.1389356,2025-10-26T18:03:48Z,-120.3683841,2025-10-26T18:03:48Z
33.1,2025-10-26T18:08:55Z,36.1389067,2025-10-26T18:08:55Z,-120.3683581,2025-10-26T18:08:55Z
33.0,2025-10-26T18:13:59Z,36.1388758,2025-10-26T18:13:59Z,-120.3683595,2025-10-26T18:13:59Z
33.7,2025-10-26T18:19:05Z,36.1389191,2025-10-26T18:19:05Z,-120.3683655,2025-10-26T18:19:05Z
33.8,2025-10-26T18:24:12Z,36.1388782,2025-10-26T18:24:12Z,-120.3683785,2025-10-26T18:24:12Z
33.7,2025-10-26T18:29:19Z,36.1389183,2025-10-26T18:29:19Z,-120.3683555,2025-10-26T18:29:19Z
32.7,2025-10-26T18:34:21Z,36.1389630,2025-10-26T18:34:21Z,-120.3683652,2025-10-26T18:34:21Z
33.8,2025-10-26T18:39:23Z,36.1389482,2025-10-26T18:39:23Z,-120.3683495,2025-10-26T18:39:23Z
34.7,2025-10-26T18:44:27Z,36.1389376,2025-10-26T18:44:27Z,-120.3683702,2025-10-26T18:44:27Z
35.2,2025-10-26T18:49:29Z,36.1389352,2025-10-26T18:49:29Z,-120.3683599,2025-10-26T18:49:29Z
36.2,2025-10-26T18:54:33Z,36.1389237,2025-10-26T18:54:33Z,-120.3683703,2025-10-26T18:54:33Z
36.6,2025-10-26T18:59:40Z,36.1389537,2025-10-26T18:59:40Z,-120.3683466,2025-10-26T18:59:40Z
35.0,2025-10-26T19:04:42Z,36.1389479,2025-10-26T19:04:42Z,-120.3683647,2025-10-26T19:04:42Z
36.2,2025-10-26T19:09:44Z,36.1389237,2025-10-26T19:09:44Z,-120.3683547,2025-10-26T19:09:44Z
34.9,2025-10-26T19:14:50Z,36.1389281,2025-10-26T19:14:50Z,-120.3683782,2025-10-26T19:14:50Z
35.7,2025-10-26T19:19:52Z,36.1389314,2025-10-26T19:19:52Z,-120.3683425,2025-10-26T19:19:52Z
37.1,2025-10-26T19:24:59Z,36.1388686,2025-10-26T19:24:59Z,-120.3683915,2025-10-26T19:24:59Z
36.8,2025-10-26T19:30:06Z,36.1388939,2025-10-26T19:30:06Z,-120.3683617,2025-10-26T19:30:06Z
37.6,2025-10-26T19:35:10Z,36.1389138,2025-10-26T19:35:10Z,-120.3683794,2025-10-26T19:35:10Z
35.8,2025-10-26T19:40:17Z,36.1389438,2025-10-26T19:40:17Z,-120.3683822,2025-10-26T19:40:17Z
37.0,2025-10-26T19:45:23Z,36.1388986,2025-10-26T19:45:23Z,-120.3683651,2025-10-26T19:45:23Z
37.1,2025-10-26T19:50:30Z,36.1388398,2025-10-26T19:50:30Z,-120.3683714,2025-10-26T19:50:30Z
36.9,2025-10-26T19:55:36Z,36.1389225,2025-10-26T19:55:36Z,-120.3683305,2025-10-26T19:55:36Z
37.4,2025-10-26T20:00:42Z,36.1388653,2025-10-26T20:00:42Z,-120.3683689,2025-10-26T20:00:42Z
38.1,2025-10-26T20:05:46Z,36.1388511,2025-10-26T20:05:46Z,-120.3683593,2025-10-26T20:05:46Z
37.8,2025-10-26T20:10:53Z,36.1388281,2025-10-26T20:10:53Z,-120.3683536,2025-10-26T20:10:53Z
37.6,2025-10-26T20:15:59Z,36.1388607,2025-10-26T20:15:59Z,-120.3683236,2025-10-26T20:15:59Z
36.9,2025-10-26T20:21:01Z,36.1388708,2025-10-26T20:21:01Z,-120.3683698,2025-10-26T20:21:01Z
37.4,2025-10-26T20:26:03Z,36.1388045,2025-10-26T20:26:03Z,-120.3683625,2025-10-26T20:26:03Z
37.2,2025-10-26T20:31:10Z,36.1388344,2025-10-26T20:31:10Z,-120.3683328,2025-10-26T20:31:10Z
37.0,2025-10-26T20:36:14Z,36.1388062,2025-10-26T20:36:14Z,-120.3683345,2025-10-26T20:36:14Z
36.7,2025-10-26T20:41:21Z,36.1388509,2025-10-26T20:41:21Z,-120.3683397,2025-10-26T20:41:21Z
36.9,2025-10-26T20:46:25Z,36.1388502,2025-10-26T20:46:25Z,-120.3682911,2025-10-26T20:46:25Z
37.5,2025-10-26T20:51:29Z,36.1388655,2025-10-26T20:51:29Z,-120.3682815,2025-10-26T20:51:29Z
37.5,2025-10-26T20:56:31Z,36.1387958,2025-10-26T20:56:31Z,-120.3683801,2025-10-26T20:56:31Z
37.5,2025-10-26T21:01:38Z,36.1388228,2025-10-26T21:01:38Z,-120.3683593,2025-10-26T21:01:38Z
36.7,2025-10-26T21:06:44Z,36.1388020,2025-10-26T21:06:44Z,-120.3683617,2025-10-26T21:06:44Z
37.9,2025-10-26T21:11:51Z,36.1388020,2025-10-26T21:11:51Z,-120.3683657,2025-10-26T21:11:51Z
36.6,2025-10-26T21:16:58Z,36.1388469,2025-10-26T21:16:58Z,-120.3683479,2025-10-26T21:16:58Z
37.2,2025-10-26T21:22:04Z,36.1388352,2025-10-26T21:22:04Z,-120.3683750,2025-10-26T21:22:04Z
37.3,2025-10-26T21:27:11Z,36.1388688,2025-10-26T21:27:11Z,-120.3683607,2025-10-26T21:27:11Z
36.9,2025-10-26T21:32:15Z,36.1388676,2025-10-26T21:32:15Z,-120.3683592,2025-10-26T21:32:15Z
37.8,2025-10-26T21:37:19Z,36.1388737,2025-10-26T21:37:19Z,-120.3683420,2025-10-26T21:37:19Z
38.0,2025-10-26T21:42:24Z,36.1388646,2025-10-26T21:42:24Z,-120.3683652,2025-10-26T21:42:24Z
37.6,2025-10-26T21:47:28Z,36.1389070,2025-10-26T21:47:28Z,-120.3683435,2025-10-26T21:47:28Z
38.1,2025-10-26T21:52:35Z,36.1388986,2025-10-26T21:52:35Z,-120.3683397,2025-10-26T21:52:35Z
36.2,2025-10-26T21:57:39Z,36.1389232,2025-10-26T21:57:39Z,-120.3683538,2025-10-26T21:57:39Z
36.4,2025-10-26T22:02:43Z,36.1388987,2025-10-26T22:02:43Z,-120.3683332,2025-10-26T22:02:43Z
36.7,2025-10-26T22:07:45Z,36.1388808,2025-10-26T22:07:45Z,-120.3683458,2025-10-26T22:07:45Z
37.0,2025-10-26T22:12:50Z,36.1388558,2025-10-26T22:12:50Z,-120.3683575,2025-10-26T22:12:50Z
37.9,2025-10-26T22:17:54Z,36.1389146,2025-10-26T22:17:54Z,-120.3683594,2025-10-26T22:17:54Z
37.1,2025-10-26T22:22:56Z,36.1389125,2025-10-26T22:22:56Z,-120.3683456,2025-10-26T22:22:56Z
37.3,2025-10-26T22:27:58Z,36.1389062,2025-10-26T22:27:58Z,-120.3683429,2025-10-26T22:27:58Z
37.8,2025-10-26T22:33:00Z,36.1389095,2025-10-26T22:33:00Z,-120.3683509,2025-10-26T22:33:00Z
37.3,2025-10-26T22:38:02Z,36.1389141,2025-10-26T22:38:02Z,-120.3683655,2025-10-26T22:38:02Z
38.0,2025-10-26T22:43:06Z,36.1389479,2025-10-26T22:43:06Z,-120.3683433,2025-10-26T22:43:06Z
38.4,2025-10-26T22:48:08Z,36.1389034,2025-10-26T22:48:08Z,-120.3683501,2025-10-26T22:48:08Z
39.8,2025-10-26T22:53:10Z,36.1388948,2025-10-26T22:53:10Z,-120.3683514,2025-10-26T22:53:10Z
38.8,2025-10-26T22:58:12Z,36.1388972,2025-10-26T22:58:12Z,-120.3683405,2025-10-26T22:58:12Z
39.5,2025-10-26T23:03:16Z,36.1388772,2025-10-26T23:03:16Z,-120.3683405,2025-10-26T23:03:16Z
39.9,2025-10-26T23:08:18Z,36.1389265,2025-10-26T23:08:18Z,-120.3683565,2025-10-26T23:08:18Z
39.7,2025-10-26T23:13:25Z,36.1389080,2025-10-26T23:13:25Z,-120.3683294,2025-10-26T23:13:25Z
39.5,2025-10-26T23:18:30Z,36.1389170,2025-10-26T23:18:30Z,-120.3683278,2025-10-26T23:18:30Z
39.6,2025-10-26T23:23:36Z,36.1389462,2025-10-26T23:23:36Z,-120.3683277,2025-10-26T23:23:36Z
39.0,2025-10-26T23:28:40Z,36.1388926,2025-10-26T23:28:40Z,-120.3683172,2025-10-26T23:28:40Z
40.1,2025-10-26T23:33:42Z,36.1389637,2025-10-26T23:33:42Z,-120.3683430,2025-10-26T23:33:42Z
38.7,2025-10-26T23:38:44Z,36.1389353,2025-10-26T23:38:44Z,-120.3683445,2025-10-26T23:38:44Z
39.1,2025-10-26T23:43:50Z,36.1389229,2025-10-26T23:43:50Z,-120.3683542,2025-10-26T23:43:50Z
38.8,2025-10-26T23:48:55Z,36.1389090,2025-10-26T23:48:55Z,-120.3683410,2025-10-26T23:48:55Z
38.2,2025-10-26T23:53:59Z,36.1389101,2025-10-26T23:53:59Z,-120.3683094,2025-10-26T23:53:59Z
38.3,2025-10-26T23:59:01Z,36.1389018,2025-10-26T23:59:01Z,-120.3683329,2025-10-26T23:59:01Z
39.3,2025-10-27T00:04:08Z,36.1389049,2025-10-27T00:04:08Z,-120.3683367,2025-10-27T00:04:08Z
39.1,2025-10-27T00:09:12Z,36.1389087,2025-10-27T00:09:12Z,-120.3683358,2025-10-27T00:09:12Z
39.0,2025-10-27T00:14:14Z,36.1389305,2025-10-27T00:14:14Z,-120.3683509,2025-10-27T00:14:14Z
38.5,2025-10-27T00:19:16Z,36.1389578,2025-10-27T00:19:16Z,-120.3683335,2025-10-27T00:19:16Z
40.0,2025-10-27T00:24:22Z,36.1389558,2025-10-27T00:24:22Z,-120.3683183,2025-10-27T00:24:22Z
39.1,2025-10-27T00:29:29Z,36.1389120,2025-10-27T00:29:29Z,-120.3683539,2025-10-27T00:29:29Z
37.3,2025-10-27T00:34:36Z,36.1389196,2025-10-27T00:34:36Z,-120.3683278,2025-10-27T00:34:36Z
37.5,2025-10-27T00:39:38Z,36.1389385,2025-10-27T00:39:38Z,-120.3683295,2025-10-27T00:39:38Z
38.7,2025-10-27T00:44:44Z,36.1389034,2025-10-27T00:44:44Z,-120.3683406,2025-10-27T00:44:44Z
39.3,2025-10-27T00:49:46Z,36.1389297,2025-10-27T00:49:46Z,-120.3683300,2025-10-27T00:49:46Z
37.6,2025-10-27T00:54:53Z,36.1389395,2025-10-27T00:54:53Z,-120.3683534,2025-10-27T00:54:53Z
36.0,2025-10-27T00:59:55Z,36.1389046,2025-10-27T00:59:55Z,-120.3683460,2025-10-27T00:59:55Z
35.0,2025-10-27T01:04:59Z,36.1389470,2025-10-27T01:04:59Z,-120.3683525,2025-10-27T01:04:59Z
34.3,2025-10-27T01:10:01Z,36.1388964,2025-10-27T01:10:01Z,-120.3683620,2025-10-27T01:10:01Z
32.8,2025-10-27T01:15:03Z,36.1388936,2025-10-27T01:15:03Z,-120.3683484,2025-10-27T01:15:03Z
30.6,2025-10-27T01:20:10Z,36.1388758,2025-10-27T01:20:10Z,-120.3683600,2025-10-27T01:20:10Z
27.6,2025-10-27T01:25:14Z,36.1388956,2025-10-27T01:25:14Z,-120.3683615,2025-10-27T01:25:14Z
27.7,2025-10-27T01:30:21Z,36.1389079,2025-10-27T01:30:21Z,-120.3683327,2025-10-27T01:30:21Z
27.1,2025-10-27T01:35:25Z,36.1388761,2025-10-27T01:35:25Z,-120.3683615,2025-10-27T01:35:25Z
28.5,2025-10-27T01:40:29Z,36.1388910,2025-10-27T01:40:29Z,-120.3683398,2025-10-27T01:40:29Z
24.1,2025-10-27T01:45:36Z,36.1389020,2025-10-27T01:45:36Z,-120.3683168,2025-10-27T01:45:36Z
26.0,2025-10-27T01:50:38Z,36.1389181,2025-10-27T01:50:38Z,-120.3683451,2025-10-27T01:50:38Z
22.6,2025-10-27T01:55:42Z,36.1389239,2025-10-27T01:55:42Z,-120.3683177,2025-10-27T01:55:42Z
23.3,2025-10-27T02:00:44Z,36.1389303,2025-10-27T02:00:44Z,-120.3683347,2025-10-27T02:00:44Z
25.4,2025-10-27T02:05:48Z,36.1389153,2025-10-27T02:05:48Z,-120.3683225,2025-10-27T02:05:48Z
21.8,2025-10-27T02:10:55Z,36.1389090,2025-10-27T02:10:55Z,-120.3683221,2025-10-27T02:10:55Z
21.6,2025-10-27T02:15:57Z,36.1388878,2025-10-27T02:15:57Z,-120.3683497,2025-10-27T02:15:57Z
22.2,2025-10-27T02:20:59Z,36.1388915,2025-10-27T02:20:59Z,-120.3683462,2025-10-27T02:20:59Z
20.1,2025-10-27T02:26:03Z,36.1388920,2025-10-27T02:26:03Z,-120.3683477,2025-10-27T02:26:03Z
20.3,2025-10-27T02:31:10Z,36.1389066,2025-10-27T02:31:10Z,-120.3683213,2025-10-27T02:31:10Z
20.0,2025-10-27T02:36:14Z,36.1389059,2025-10-27T02:36:14Z,-120.3683638,2025-10-27T02:36:14Z
19.7,2025-10-27T02:41:21Z,36.1388613,2025-10-27T02:41:21Z,-120.3683709,2025-10-27T02:41:21Z
15.3,2025-10-27T02:46:23Z,36.1389150,2025-10-27T02:46:23Z,-120.3683374,2025-10-27T02:46:23Z
13.4,2025-10-27T02:51:25Z,36.1389158,2025-10-27T02:51:25Z,-120.3683456,2025-10-27T02:51:25Z
14.3,2025-10-27T02:56:27Z,36.1389179,2025-10-27T02:56:27Z,-120.3683387,2025-10-27T02:56:27Z
14.9,2025-10-27T03:01:33Z,36.1389264,2025-10-27T03:01:33Z,-120.3683264,2025-10-27T03:01:33Z
13.2,2025-10-27T03:06:40Z,36.1388874,2025-10-27T03:06:40Z,-120.3683492,2025-10-27T03:06:40Z
17.0,2025-10-27T03:11:42Z,36.1389028,2025-10-27T03:11:42Z,-120.3683756,2025-10-27T03:11:42Z
15.9,2025-10-27T03:16:44Z,36.1389582,2025-10-27T03:16:44Z,-120.3683389,2025-10-27T03:16:44Z
19.4,2025-10-27T03:21:50Z,36.1389331,2025-10-27T03:21:50Z,-120.3683483,2025-10-27T03:21:50Z
18.9,2025-10-27T03:26:55Z,36.1389217,2025-10-27T03:26:55Z,-120.3683375,2025-10-27T03:26:55Z
20.9,2025-10-27T03:31:57Z,36.1389038,2025-10-27T03:31:57Z,-120.3683721,2025-10-27T03:31:57Z
22.1,2025-10-27T03:37:03Z,36.1389134,2025-10-27T03:37:03Z,-120.3683758,2025-10-27T03:37:03Z
21.4,2025-10-27T03:42:05Z,36.1389289,2025-10-27T03:42:05Z,-120.3683453,2025-10-27T03:42:05Z
22.0,2025-10-27T03:47:12Z,36.1388934,2025-10-27T03:47:12Z,-120.3683607,2025-10-27T03:47:12Z
22.1,2025-10-27T03:52:14Z,36.1388881,2025-10-27T03:52:14Z,-120.3683413,2025-10-27T03:52:14Z
20.5,2025-10-27T03:57:18Z,36.1388602,2025-10-27T03:57:18Z,-120.3683328,2025-10-27T03:57:18Z
23.2,2025-10-27T04:02:22Z,36.1388651,2025-10-27T04:02:22Z,-120.3683654,2025-10-27T04:02:22Z
21.5,2025-10-27T04:07:29Z,36.1388799,2025-10-27T04:07:29Z,-120.3683786,2025-10-27T04:07:29Z
20.5,2025-10-27T04:12:36Z,36.1388684,2025-10-27T04:12:36Z,-120.3683544,2025-10-27T04:12:36Z
19.3,2025-10-27T04:17:40Z,36.1388755,2025-10-27T04:17:40Z,-120.3683616,2025-10-27T04:17:40Z
21.5,2025-10-27T04:22:42Z,36.1388831,2025-10-27T04:22:42Z,-120.3683799,2025-10-27T04:22:42Z
22.5,2025-10-27T04:27:44Z,36.1388702,2025-10-27T04:27:44Z,-120.3683769,2025-10-27T04:27:44Z
22.8,2025-10-27T04:32:48Z,36.1389021,2025-10-27T04:32:48Z,-120.3683835,2025-10-27T04:32:48Z
21.8,2025-10-27T04:37:52Z,36.1388691,2025-10-27T04:37:52Z,-120.3683724,2025-10-27T04:37:52Z
