date_time,unixtime,temp_C,rh,o3,m_PM25_CF1,m_PM10_CF1,lat,lon,reference,seasonal_bias,week
2025-06-23 02:30:00,1750671300.0,19.5,45.0,22.15433333333333,5.0,5.5,36.78540883333333,-119.7731095,24.7,1,26
2025-06-23 03:30:00,1750674900.0,19.0,48.333333333333336,18.768666666666665,5.0,5.166666666666667,36.785372333333335,-119.7730955,22.9,1,26
2025-06-23 04:30:00,1750678500.0,18.33333333333333,49.333333333333336,18.933166666666665,5.0,5.333333333333333,36.78542266666667,-119.77309666666667,19.7,1,26
2025-06-23 06:30:00,1750685700.0,17.666666666666668,53.16666666666666,11.222500000000002,5.833333333333333,6.5,36.78538283333334,-119.7731565,23.7,1,26
2025-06-23 08:30:00,1750692301.0,20.83333333333333,44.333333333333336,13.332333333333333,7.0,7.166666666666667,36.78538966666667,-119.773061,20.9,1,26
2025-06-23 09:30:00,1750695901.0,23.5,34.666666666666664,25.597166666666663,3.8333333333333335,4.5,36.785425333333336,-119.77314916666666,29.4,1,26
2025-06-23 10:30:00,1750699501.0,27.0,27.166666666666668,33.398,3.1666666666666665,3.5,36.7854525,-119.77323666666666,35.7,1,26
2025-06-23 11:30:00,1750703101.0,29.166666666666668,24.0,39.341,3.0,3.1666666666666665,36.78538316666667,-119.77317316666668,39.9,1,26
2025-06-23 12:30:00,1750706701.0,30.83333333333333,22.166666666666668,42.9935,3.1666666666666665,3.1666666666666665,36.78538566666666,-119.77313116666666,43.1,1,26
2025-06-23 13:30:00,1750710301.0,31.5,20.166666666666668,46.493,3.1666666666666665,3.5,36.78532983333333,-119.77313733333334,43.4,1,26
2025-06-23 14:30:00,1750713901.0,32.0,18.33333333333333,46.79733333333333,3.5,3.8333333333333335,36.785343833333336,-119.77308916666668,44.5,1,26
2025-06-23 15:30:00,1750717501.0,32.833333333333336,16.833333333333332,50.9475,4.166666666666667,4.5,36.78536033333334,-119.773079,46.7,1,26
2025-06-23 16:30:00,1750721101.0,33.0,15.0,49.66666666666666,3.1666666666666665,3.333333333333333,36.78538633333333,-119.77311833333331,45.0,1,26
2025-06-23 17:30:00,1750724701.0,32.833333333333336,15.5,50.5385,2.5,3.1666666666666665,36.7853885,-119.77306483333332,46.0,1,26
2025-06-23 18:30:00,1750728301.0,32.5,16.333333333333332,53.104000000000006,3.5,4.166666666666667,36.78532166666667,-119.773075,48.8,1,26
2025-06-23 19:30:00,1750731901.0,31.166666666666668,19.33333333333333,55.2965,10.333333333333334,10.5,36.78539533333333,-119.77314516666668,52.5,1,26
2025-06-23 20:30:00,1750735501.0,29.33333333333333,24.5,52.69416666666667,6.166666666666667,6.666666666666667,36.78539033333333,-119.77319983333332,50.7,1,26
2025-06-23 21:30:00,1750739101.0,27.83333333333333,28.666666666666668,44.05783333333333,4.833333333333333,5.0,36.78543666666667,-119.77312083333334,43.7,1,26
2025-06-23 22:30:00,1750742701.0,26.5,34.166666666666664,34.91016666666667,3.0,3.1666666666666665,36.78542316666667,-119.7731745,36.7,1,26
2025-06-23 23:30:00,1750746301.0,24.666666666666668,36.66666666666666,29.518,3.333333333333333,3.333333333333333,36.785407,-119.77305983333332,31.6,1,26
2025-06-24 00:30:00,1750749901.0,23.166666666666668,40.66666666666666,25.730833333333333,3.8333333333333335,4.0,36.78542766666667,-119.7731375,28.4,1,26
2025-06-24 01:30:00,1750753501.0,21.666666666666668,44.833333333333336,19.996,4.666666666666667,4.666666666666667,36.785387166666666,-119.77310166666666,25.5,1,26
2025-06-24 02:30:00,1750757101.0,20.5,48.5,14.822166666666668,4.0,4.0,36.78540266666667,-119.773102,21.8,1,26
2025-06-24 03:30:00,1750760701.0,19.83333333333333,51.5,10.626833333333332,4.833333333333333,4.833333333333333,36.78542383333333,-119.7731195,19.9,1,26
2025-06-24 08:30:00,1750778701.0,24.0,40.833333333333336,19.16,5.166666666666667,5.166666666666667,36.785375,-119.77311833333331,29.1,1,26
2025-06-24 09:30:00,1750782301.0,26.83333333333333,34.5,28.968333333333334,7.666666666666667,7.666666666666667,36.78538816666667,-119.77313483333334,38.5,1,26
2025-06-24 10:30:00,1750785901.0,28.83333333333333,31.33333333333333,40.67783333333333,8.0,8.333333333333334,36.7854175,-119.77308033333334,47.6,1,26
2025-06-24 11:30:00,1750789501.0,30.666666666666668,28.0,51.167,8.666666666666666,9.0,36.785369333333335,-119.773116,56.3,1,26
2025-06-24 12:30:00,1750793101.0,32.5,24.5,57.352,7.333333333333333,7.5,36.7853795,-119.77310816666666,57.9,1,26
2025-06-24 13:30:00,1750796701.0,33.333333333333336,22.0,52.03900000000001,4.666666666666667,4.833333333333333,36.785408,-119.772887,50.1,1,26
2025-06-24 14:30:00,1750800301.0,34.333333333333336,19.666666666666668,52.4075,3.5,3.8333333333333335,36.7853915,-119.77301816666666,49.4,1,26
2025-06-24 15:30:00,1750803901.0,34.5,19.166666666666668,54.22916666666666,3.0,3.1666666666666665,36.78539266666667,-119.77308033333333,49.0,1,26
2025-06-24 16:30:00,1750807501.0,35.0,17.333333333333332,55.86566666666667,2.0,2.1666666666666665,36.78538833333334,-119.7731145,49.6,1,26
2025-06-24 17:30:00,1750811101.0,34.666666666666664,17.5,57.53266666666667,2.333333333333333,2.6666666666666665,36.785418666666665,-119.77312733333332,50.6,1,26
2025-06-24 18:30:00,1750814701.0,33.666666666666664,16.666666666666668,54.95216666666667,2.1666666666666665,2.1666666666666665,36.785476,-119.773239,47.8,1,26
2025-06-24 19:30:00,1750818301.0,32.5,18.166666666666668,51.6595,1.8333333333333333,1.8333333333333333,36.78535333333333,-119.77310666666666,44.5,1,26
2025-06-24 20:30:00,1750821901.0,30.166666666666668,23.5,45.11333333333334,2.1666666666666665,2.333333333333333,36.78539466666667,-119.77312233333332,41.5,1,26
2025-06-24 21:30:00,1750825501.0,28.166666666666668,32.333333333333336,40.455000000000005,3.6666666666666665,4.166666666666667,36.785411833333335,-119.773094,39.9,1,26
2025-06-24 22:30:00,1750829101.0,26.166666666666668,39.333333333333336,38.686,4.666666666666667,5.0,36.785372,-119.77308783333336,38.5,1,26
2025-06-24 23:30:00,1750832701.0,24.5,40.333333333333336,35.408166666666666,5.166666666666667,5.166666666666667,36.78543866666666,-119.77305333333334,34.4,1,26
2025-06-25 00:30:00,1750836301.0,22.83333333333333,44.66666666666666,28.7735,5.5,5.833333333333333,36.78540233333333,-119.77312833333332,29.3,1,26
2025-06-25 01:30:00,1750839901.0,21.33333333333333,50.0,23.5675,6.0,6.166666666666667,36.78542566666666,-119.7731005,25.9,1,26
2025-06-25 02:30:00,1750843501.0,20.33333333333333,53.833333333333336,19.544,6.0,6.0,36.78543033333333,-119.7730915,23.5,1,26
2025-06-25 03:30:00,1750847101.0,19.166666666666668,59.0,11.711999999999998,7.166666666666667,7.5,36.78537,-119.77312366666666,18.1,1,26
2025-06-25 08:30:00,1750865101.0,21.83333333333333,47.0,16.941333333333333,7.333333333333333,7.666666666666667,36.7853755,-119.7731705,24.1,1,26
2025-06-25 09:30:00,1750868701.0,24.666666666666668,40.66666666666666,24.4435,7.166666666666667,7.833333333333333,36.7853455,-119.7731425,32.6,1,26
2025-06-25 10:30:00,1750872301.0,27.33333333333333,35.666666666666664,33.87583333333333,8.0,8.0,36.78535983333333,-119.7730715,40.4,1,26
2025-06-25 11:30:00,1750875901.0,30.0,31.0,42.24066666666667,7.5,7.833333333333333,36.78542083333333,-119.77313866666668,46.1,1,26
2025-06-25 12:30:00,1750879501.0,32.666666666666664,25.33333333333333,46.195166666666665,6.166666666666667,6.166666666666667,36.785424,-119.77308766666664,48.3,1,26
2025-06-25 13:30:00,1750883101.0,34.0,21.83333333333333,52.17216666666667,6.0,6.5,36.78539133333334,-119.773127,51.8,1,26
2025-06-25 14:30:00,1750886701.0,35.166666666666664,20.0,55.449000000000005,5.333333333333333,5.333333333333333,36.785357,-119.773131,53.1,1,26
2025-06-25 15:30:00,1750890301.0,35.5,17.833333333333332,58.310833333333335,5.0,5.0,36.78539633333333,-119.77311216666664,54.1,1,26
2025-06-25 16:30:00,1750893901.0,35.833333333333336,19.166666666666668,58.372166666666665,5.0,5.166666666666667,36.78535333333333,-119.77309933333332,54.8,1,26
2025-06-25 17:30:00,1750897501.0,35.833333333333336,19.0,60.93083333333334,5.666666666666667,5.833333333333333,36.785388833333336,-119.7730965,56.8,1,26
2025-06-25 18:30:00,1750901101.0,35.5,18.666666666666668,60.77666666666667,5.0,5.0,36.785397,-119.77312583333332,57.2,1,26
2025-06-25 19:30:00,1750904701.0,34.166666666666664,18.33333333333333,60.0075,3.8333333333333335,4.0,36.78543483333333,-119.77314883333334,54.2,1,26
2025-06-25 20:30:00,1750908301.0,31.666666666666668,21.33333333333333,56.56816666666666,4.666666666666667,4.833333333333333,36.7854055,-119.77312366666666,51.8,1,26
2025-06-25 21:30:00,1750911901.0,29.5,29.0,51.44883333333333,5.5,5.666666666666667,36.785393,-119.77309433333332,50.6,1,26
2025-06-25 22:30:00,1750915501.0,28.0,32.833333333333336,52.42116666666666,6.333333333333333,6.666666666666667,36.78538966666667,-119.77315916666667,50.0,1,26
2025-06-25 23:30:00,1750919101.0,26.0,41.66666666666666,39.9475,7.833333333333333,8.333333333333334,36.785387166666666,-119.77311966666667,40.3,1,26
2025-06-26 00:30:00,1750922701.0,24.33333333333333,44.333333333333336,29.895,8.5,9.5,36.78543,-119.77313133333332,33.3,1,26
2025-06-26 01:30:00,1750926301.0,23.166666666666668,40.66666666666666,27.826833333333337,9.0,9.833333333333334,36.78542383333333,-119.77311083333332,30.6,1,26
2025-06-26 02:30:00,1750929901.0,22.33333333333333,41.333333333333336,26.055833333333336,9.0,9.833333333333334,36.785356,-119.77313633333334,28.6,1,26
2025-06-26 03:30:00,1750933501.0,21.166666666666668,45.333333333333336,21.5405,9.166666666666666,9.666666666666666,36.78534883333333,-119.7730865,26.2,1,26
2025-06-26 04:30:00,1750937101.0,20.166666666666668,49.16666666666666,17.5455,9.0,9.666666666666666,36.785342,-119.77309933333332,24.6,1,26
2025-06-26 06:30:00,1750944301.0,19.83333333333333,51.5,12.841833333333334,10.0,10.5,36.78536916666666,-119.77311216666668,22.4,1,26
2025-06-26 07:30:00,1750947901.0,21.666666666666668,47.833333333333336,19.40833333333333,9.333333333333334,9.833333333333334,36.7853475,-119.77301,25.1,1,26
2025-06-26 08:30:00,1750951501.0,24.5,41.66666666666666,24.724,8.5,9.0,36.785373666666665,-119.77308933333336,31.1,1,26
2025-06-26 09:30:00,1750955101.0,27.166666666666668,35.5,35.577333333333335,9.0,9.333333333333334,36.785431333333335,-119.7731195,41.5,1,26
2025-06-26 10:30:00,1750958701.0,29.5,31.5,44.36383333333333,9.0,9.5,36.78537216666667,-119.77311816666666,48.7,1,26
2025-06-26 11:30:00,1750962301.0,31.666666666666668,27.5,47.355500000000006,7.333333333333333,7.666666666666667,36.78539716666666,-119.7731285,50.6,1,26
2025-06-26 12:30:00,1750965901.0,33.5,23.666666666666668,52.82183333333333,7.0,7.0,36.78539716666666,-119.77313716666669,53.7,1,26
2025-06-26 13:30:00,1750969501.0,35.666666666666664,18.666666666666668,57.78033333333334,5.5,5.666666666666667,36.78540066666667,-119.77313250000002,56.0,1,26
2025-06-26 14:30:00,1750973101.0,37.16666666666666,15.333333333333334,60.270833333333336,4.333333333333333,4.666666666666667,36.78539716666667,-119.77315916666667,56.9,1,26
2025-06-26 15:30:00,1750976701.0,37.66666666666666,16.166666666666668,61.37866666666667,4.0,4.166666666666667,36.78536116666667,-119.7731235,58.1,1,26
2025-06-26 16:30:00,1750980301.0,37.0,16.833333333333332,61.58833333333333,3.8333333333333335,4.0,36.78539966666667,-119.773122,59.0,1,26
2025-06-26 17:30:00,1750983901.0,36.833333333333336,15.5,58.251,6.166666666666667,6.666666666666667,36.7854805,-119.77306383333332,54.1,1,26
2025-06-26 18:30:00,1750987501.0,35.666666666666664,18.5,56.64183333333333,13.5,14.166666666666666,36.78542133333333,-119.77311083333332,53.4,1,26
2025-06-26 19:30:00,1750991101.0,34.166666666666664,22.166666666666668,54.27483333333333,7.166666666666667,7.5,36.78542316666667,-119.77312366666666,51.7,1,26
2025-06-26 20:30:00,1750994701.0,31.666666666666668,28.0,49.95366666666666,5.666666666666667,6.0,36.785408833333335,-119.77313866666668,50.2,1,26
2025-06-26 21:30:00,1750998301.0,29.5,32.5,49.28083333333333,5.833333333333333,6.5,36.78540916666667,-119.77313733333334,49.0,1,26
2025-06-26 22:30:00,1751001901.0,27.83333333333333,36.833333333333336,45.012,6.0,6.166666666666667,36.78541383333333,-119.77315516666664,46.4,1,26
2025-06-26 23:30:00,1751005501.0,26.666666666666668,40.5,43.86483333333334,6.0,6.5,36.785488,-119.77313383333336,44.6,1,26
2025-06-27 00:30:00,1751009101.0,24.83333333333333,48.66666666666666,29.4135,8.0,8.166666666666666,36.785388833333336,-119.7731425,33.8,1,26
2025-06-27 01:30:00,1751012701.0,24.0,50.0,24.45683333333333,7.666666666666667,8.166666666666666,36.785448333333335,-119.773168,29.7,1,26
2025-06-27 02:30:00,1751016301.0,22.666666666666668,52.0,21.1355,6.166666666666667,6.5,36.785389,-119.77304583333334,26.1,1,26
2025-06-27 03:30:00,1751019901.0,21.33333333333333,56.66666666666666,13.1775,6.5,7.166666666666667,36.78543733333333,-119.77305483333332,21.2,1,26
2025-06-27 08:30:00,1751037901.0,25.33333333333333,43.5,20.3045,8.166666666666666,8.333333333333334,36.78538583333333,-119.77312866666666,31.2,1,26
2025-06-27 09:30:00,1751041501.0,28.0,35.5,32.805166666666665,9.0,9.333333333333334,36.78539716666667,-119.77310166666666,41.2,1,26
2025-06-27 10:30:00,1751045101.0,30.33333333333333,30.5,46.158166666666666,9.0,10.0,36.78539283333333,-119.77312583333332,53.1,1,26
2025-06-27 11:30:00,1751048701.0,33.166666666666664,26.5,57.20766666666666,9.666666666666666,10.333333333333334,36.78535933333333,-119.77306116666666,63.3,1,26
2025-06-27 12:30:00,1751052301.0,35.333333333333336,23.33333333333333,58.52283333333333,9.166666666666666,9.333333333333334,36.78537816666667,-119.77310183333331,63.4,1,26
2025-06-27 13:30:00,1751055901.0,36.833333333333336,20.33333333333333,53.80516666666667,7.0,7.0,36.78539166666667,-119.77311183333332,56.7,1,26
2025-06-27 14:30:00,1751059501.0,38.0,19.83333333333333,59.71033333333333,8.0,8.166666666666666,36.78539216666667,-119.7731285,63.1,1,26
2025-06-27 15:30:00,1751063101.0,38.333333333333336,17.5,63.2685,7.0,7.5,36.785427166666665,-119.77310316666669,63.9,1,26
2025-06-27 16:30:00,1751066701.0,38.833333333333336,17.833333333333332,63.19383333333334,6.0,6.666666666666667,36.7854435,-119.77309683333333,63.2,1,26
2025-06-27 17:30:00,1751070301.0,38.16666666666666,17.333333333333332,63.00716666666667,13.833333333333334,14.0,36.785432666666665,-119.77311466666669,63.4,1,26
2025-06-27 18:30:00,1751073901.0,37.66666666666666,20.33333333333333,59.386500000000005,9.333333333333334,9.5,36.7854155,-119.7731195,60.1,1,26
2025-06-27 19:30:00,1751077501.0,36.16666666666666,20.666666666666668,55.464333333333336,5.0,5.0,36.78536716666667,-119.7731385,55.1,1,26
2025-06-27 20:30:00,1751081101.0,34.0,24.83333333333333,52.47666666666667,5.333333333333333,5.666666666666667,36.785366,-119.77313866666668,53.4,1,26
2025-06-27 21:30:00,1751084701.0,32.333333333333336,28.5,45.684333333333335,10.0,10.666666666666666,36.785382,-119.7731555,49.5,1,26
2025-06-27 22:30:00,1751088301.0,30.83333333333333,30.0,43.70216666666667,5.166666666666667,5.333333333333333,36.78536483333334,-119.773126,47.3,1,26
2025-06-27 23:30:00,1751091901.0,29.0,35.166666666666664,39.69883333333333,6.333333333333333,6.833333333333333,36.785410500000005,-119.7731235,43.3,1,26
2025-06-28 00:30:00,1751095501.0,27.166666666666668,42.66666666666666,29.1585,7.833333333333333,8.333333333333334,36.78540983333333,-119.77314883333332,36.2,1,26
2025-06-28 01:30:00,1751099101.0,25.666666666666668,47.0,25.043000000000003,7.166666666666667,7.833333333333333,36.78539766666666,-119.7730765,32.8,1,26
2025-06-28 02:30:00,1751102701.0,24.33333333333333,51.833333333333336,17.648166666666665,7.333333333333333,7.5,36.7853875,-119.77308133333334,27.7,1,26
2025-06-28 03:30:00,1751106301.0,23.0,55.0,11.699166666666663,9.333333333333334,9.666666666666666,36.7854895,-119.77307533333334,22.4,1,26
2025-06-28 08:30:00,1751124301.0,27.33333333333333,44.333333333333336,14.616166666666668,27.166666666666668,28.0,36.785389,-119.77313366666664,30.9,1,26
2025-06-28 09:30:00,1751127901.0,29.666666666666668,38.5,30.797666666666668,22.666666666666668,23.5,36.785416833333336,-119.77311333333334,43.0,1,26
2025-06-28 10:30:00,1751131501.0,32.0,34.5,44.85416666666666,21.5,22.166666666666668,36.78537633333333,-119.7730765,55.6,1,26
2025-06-28 11:30:00,1751135101.0,34.333333333333336,30.166666666666668,59.621,20.33333333333333,20.5,36.78543083333333,-119.77313733333334,71.8,1,26
2025-06-28 12:30:00,1751138701.0,36.66666666666666,25.83333333333333,73.49083333333333,19.166666666666668,19.33333333333333,36.78539033333333,-119.77311716666668,82.6,1,26
2025-06-28 13:30:00,1751142301.0,38.16666666666666,22.33333333333333,66.30766666666666,12.5,12.833333333333334,36.7854405,-119.77311333333334,71.8,1,26
2025-06-28 14:30:00,1751145901.0,39.0,19.83333333333333,61.22216666666667,7.333333333333333,7.333333333333333,36.78539766666666,-119.77312466666666,63.0,1,26
2025-06-28 15:30:00,1751149501.0,39.5,16.833333333333332,60.931,5.5,5.833333333333333,36.7854235,-119.77314883333334,60.3,1,26
2025-06-28 16:30:00,1751153101.0,40.0,17.166666666666668,62.82683333333333,6.166666666666667,6.666666666666667,36.78539416666667,-119.77315533333332,63.4,1,26
2025-06-28 17:30:00,1751156701.0,39.66666666666666,16.0,63.69766666666666,6.5,7.166666666666667,36.78538266666666,-119.77315649999998,63.9,1,26
2025-06-28 18:30:00,1751160301.0,39.333333333333336,15.333333333333334,64.25283333333333,6.5,6.666666666666667,36.78536433333333,-119.77312216666668,62.7,1,26
2025-06-28 19:30:00,1751163901.0,37.66666666666666,18.666666666666668,60.772333333333336,6.0,6.333333333333333,36.78536866666666,-119.7731365,60.0,1,26
2025-06-28 20:30:00,1751167501.0,35.0,23.666666666666668,54.6975,7.333333333333333,7.5,36.785403,-119.77314116666666,56.2,1,26
2025-06-28 21:30:00,1751171101.0,33.0,30.0,52.64216666666667,7.666666666666667,7.833333333333333,36.78538433333333,-119.77311566666668,56.0,1,26
2025-06-28 22:30:00,1751174701.0,31.5,33.0,50.91933333333333,8.0,8.0,36.78536166666667,-119.77311216666668,53.4,1,26
2025-06-28 23:30:00,1751178301.0,29.666666666666668,39.66666666666666,38.3535,8.333333333333334,8.666666666666666,36.785438,-119.7731145,42.4,1,26
2025-06-29 00:30:00,1751181901.0,27.33333333333333,41.833333333333336,28.409,6.833333333333333,7.333333333333333,36.78535733333333,-119.77308016666666,34.7,1,26
2025-06-29 01:30:00,1751185501.0,26.666666666666668,41.333333333333336,27.322166666666664,6.166666666666667,6.333333333333333,36.78542366666667,-119.77310316666666,32.6,1,26
2025-06-29 02:30:00,1751189101.0,25.166666666666668,44.333333333333336,22.19633333333333,7.0,7.333333333333333,36.785405,-119.77309816666668,28.3,1,26
2025-06-29 03:30:00,1751192701.0,24.0,48.0,16.416666666666668,7.666666666666667,8.166666666666666,36.785446,-119.77311566666668,25.0,1,26
2025-06-29 04:30:00,1751196301.0,23.0,50.833333333333336,11.661833333333334,9.166666666666666,9.833333333333334,36.7853895,-119.77317683333332,22.9,1,26
2025-06-29 08:30:00,1751210701.0,26.166666666666668,48.0,12.6405,21.666666666666668,22.0,36.78543666666667,-119.77315266666666,28.2,1,26
2025-06-29 09:30:00,1751214301.0,29.0,38.66666666666666,29.04233333333333,13.5,13.666666666666666,36.78542083333333,-119.77314116666668,39.7,1,26
2025-06-29 10:30:00,1751217901.0,31.166666666666668,35.5,41.07566666666667,13.5,13.833333333333334,36.78539033333333,-119.77311816666668,49.9,1,26
2025-06-29 11:30:00,1751221501.0,33.5,31.666666666666668,50.9785,12.666666666666666,13.333333333333334,36.7854335,-119.77314866666666,59.9,1,26
2025-06-29 12:30:00,1751225101.0,35.5,27.5,60.08016666666666,12.0,12.166666666666666,36.78541616666666,-119.7730725,66.1,1,26
2025-06-29 13:30:00,1751228701.0,36.833333333333336,25.666666666666668,56.666,10.666666666666666,11.166666666666666,36.78541066666667,-119.77313633333334,61.9,1,26
2025-06-29 14:30:00,1751232301.0,37.833333333333336,23.166666666666668,54.865,8.0,8.333333333333334,36.78543483333333,-119.77316133333332,58.8,1,26
2025-06-29 15:30:00,1751235901.0,38.66666666666666,21.83333333333333,58.26533333333333,7.333333333333333,7.666666666666667,36.785417,-119.7731945,61.2,1,26
2025-06-29 16:30:00,1751239501.0,39.0,19.666666666666668,56.64983333333333,5.5,5.5,36.78537,-119.77314366666668,58.8,1,26
2025-06-29 17:30:00,1751243101.0,39.0,19.166666666666668,60.68716666666666,6.0,6.0,36.785342666666665,-119.773103,62.0,1,26
2025-06-29 18:30:00,1751246701.0,38.5,18.33333333333333,62.337,5.833333333333333,6.166666666666667,36.78542383333333,-119.77311566666668,62.6,1,26
2025-06-29 19:30:00,1751250301.0,36.833333333333336,19.5,58.14483333333334,5.5,5.833333333333333,36.7854005,-119.77307766666668,57.0,1,26
2025-06-29 20:30:00,1751253901.0,34.0,25.5,51.33983333333333,5.5,5.666666666666667,36.78540483333333,-119.77312716666668,51.4,1,26
2025-06-29 21:30:00,1751257501.0,32.333333333333336,29.5,47.759166666666665,5.5,5.666666666666667,36.78542816666667,-119.773079,48.2,1,26
2025-06-29 22:30:00,1751261101.0,30.83333333333333,30.0,49.749,6.333333333333333,6.666666666666667,36.78541483333333,-119.7731615,49.4,1,26
2025-06-29 23:30:00,1751264701.0,29.5,29.166666666666668,44.413,5.333333333333333,5.666666666666667,36.785412,-119.77311466666669,44.6,1,26
2025-06-30 00:30:00,1751268301.0,27.83333333333333,27.83333333333333,43.088,3.8333333333333335,4.0,36.7853935,-119.77315533333332,42.6,1,27
2025-06-30 01:30:00,1751271901.0,26.0,30.83333333333333,35.791000000000004,3.6666666666666665,4.0,36.785527,-119.77310183333331,36.2,1,27
2025-06-30 02:30:00,1751275501.0,24.166666666666668,33.666666666666664,29.377166666666668,6.333333333333333,6.5,36.785444,-119.77318183333334,31.8,1,27
2025-06-30 03:30:00,1751279101.0,23.33333333333333,35.166666666666664,24.347,5.5,6.0,36.7853815,-119.7731005,29.4,1,27
2025-06-30 04:30:00,1751282701.0,22.5,37.66666666666666,16.825,6.666666666666667,7.166666666666667,36.78533266666667,-119.773108,24.2,1,27
2025-06-30 08:30:00,1751297101.0,27.0,32.833333333333336,21.965333333333334,6.0,6.5,36.7853565,-119.77311233333334,32.6,1,27
2025-06-30 09:30:00,1751300701.0,30.0,26.166666666666668,37.126666666666665,5.5,5.666666666666667,36.78539033333333,-119.773107,42.6,1,27
2025-06-30 10:30:00,1751304301.0,32.833333333333336,21.0,47.834333333333326,5.0,5.333333333333333,36.7853935,-119.77309933333332,50.0,1,27
2025-06-30 11:30:00,1751307901.0,34.666666666666664,18.83333333333333,57.79716666666667,5.666666666666667,5.833333333333333,36.785423,-119.773159,59.0,1,27
2025-06-30 12:30:00,1751311501.0,35.833333333333336,17.833333333333332,59.992333333333335,5.5,5.666666666666667,36.785418166666666,-119.77309666666667,59.3,1,27
2025-06-30 13:30:00,1751315101.0,37.0,17.0,58.308166666666665,5.0,5.0,36.7853125,-119.77319966666666,57.3,1,27
2025-06-30 14:30:00,1751318701.0,37.5,19.33333333333333,60.06433333333334,5.666666666666667,5.833333333333333,36.78531516666667,-119.77333066666668,60.0,1,27
2025-06-30 15:30:00,1751322301.0,38.16666666666666,18.5,62.23783333333333,6.0,6.0,36.785383333333336,-119.773107,62.7,1,27
2025-06-30 16:30:00,1751325901.0,39.0,17.166666666666668,66.2115,6.833333333333333,7.0,36.785391,-119.7730955,65.3,1,27
2025-06-30 17:30:00,1751329501.0,39.0,17.833333333333332,64.28416666666668,8.333333333333334,8.666666666666666,36.785424,-119.77313466666668,64.4,1,27
2025-06-30 18:30:00,1751333101.0,38.333333333333336,18.33333333333333,64.35033333333332,7.666666666666667,8.0,36.78533483333333,-119.77308183333334,62.8,1,27
2025-06-30 19:30:00,1751336701.0,36.5,19.33333333333333,60.02316666666667,5.5,5.833333333333333,36.785359166666666,-119.77311083333332,57.3,1,27
2025-06-30 20:30:00,1751340301.0,33.666666666666664,21.33333333333333,61.775666666666666,5.5,6.0,36.7854005,-119.77313633333334,59.1,1,27
2025-06-30 21:30:00,1751343901.0,31.666666666666668,25.83333333333333,58.17633333333333,5.166666666666667,5.5,36.785380833333335,-119.77314116666666,57.3,1,27
2025-06-30 22:30:00,1751347501.0,30.0,30.0,51.94283333333333,4.666666666666667,5.0,36.785410000000006,-119.77317683333332,52.8,1,27
2025-06-30 23:30:00,1751351101.0,28.5,30.83333333333333,43.5245,3.8333333333333335,4.0,36.785403333333335,-119.77312983333331,44.6,1,27
