rh_sen5x,m_PM25_b,m_PM1_b,temp_minus_dew_point,pm_rh_interaction,intercept
-0.0,0.4017094580307899,0.39548450710772637,0.10838216955568329,-0.0005165356669161039,1.391474290932683
