date_time,Unnamed: 0,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver
2023-06-07 21:30:00,1.0,1686175200.0,10.22,10.22,6.76,15.26,15.26,7.1,7.1,16.32,16.32,7.1,2295.03,553.54,45.77,110.04,53.01,3.77,53.16,53.18,22.7,44.7,53.18,0.44,24.1,26.8,47.8,41.7,3.664,19.0,3246.1,36.78548,-119.773117,88.123001,9.0,107.0,58.0,1.0
2023-06-07 22:30:00,48.166666666666664,1686177300.0,12.031666666666666,12.031666666666666,7.558333333333334,16.765,16.765,7.93,7.93,17.246666666666666,17.246666666666666,7.93,2430.3700000000003,627.1683333333334,177.715,101.75666666666666,59.20166666666666,4.066666666666666,59.37833333333333,59.38999999999999,23.883333333333336,42.43333333333334,59.39666666666667,0.44,23.599999999999998,26.45,50.4,43.949999999999996,36.5455,86.76666666666667,3276.6999999999994,36.78543533333333,-119.77309283333334,80.7395,5.333333333333333,599.6666666666666,58.0,1.0
2023-06-07 23:30:00,118.5,1686180900.0,14.745,14.745,8.82,20.565,20.565,9.245,9.245,21.331666666666667,21.331666666666667,9.245,2825.161666666667,758.215,524.1383333333333,123.50833333333333,69.06166666666667,4.863333333333333,69.27,69.28500000000001,23.683333333333334,43.01666666666667,69.29333333333334,0.4383333333333333,23.666666666666668,25.71666666666667,50.583333333333336,45.75,39.23316666666667,34.53333333333333,3276.6999999999994,36.78540683333333,-119.7730535,82.14883433333334,4.833333333333333,599.5,58.0,1.0
2023-06-08 00:30:00,62.333333333333336,1686184500.0,15.783333333333333,15.783333333333333,8.971666666666666,21.765,21.765,9.408333333333333,9.408333333333333,22.383333333333336,22.383333333333336,9.408333333333333,3010.5383333333334,801.71,884.6733333333333,130.16,70.26166666666667,4.546666666666667,70.47333333333334,70.485,25.416666666666668,39.550000000000004,70.495,0.42333333333333334,24.766666666666666,28.066666666666666,47.666666666666664,40.916666666666664,41.68116666666666,39.13333333333333,3276.6999999999994,36.78538533333333,-119.77314516666667,67.6795,6.333333333333333,600.0,58.0,1.0
2023-06-08 01:30:00,163.16666666666666,1686188100.0,14.835,14.835,8.193333333333333,20.275000000000002,20.275000000000002,8.591666666666667,8.591666666666667,20.783333333333335,20.783333333333335,8.591666666666667,2841.7383333333332,754.9083333333333,1234.7616666666665,118.375,64.15333333333334,4.361666666666667,64.35000000000001,64.36,23.53333333333333,42.35,64.36833333333334,0.425,23.483333333333334,25.583333333333332,50.300000000000004,45.13333333333333,43.00666666666667,14.633333333333333,3276.6999999999994,36.78541366666666,-119.77306883333334,73.08183266666667,5.833333333333333,599.8333333333334,58.0,1.0
2023-06-08 02:30:00,263.5,1686191700.0,12.471666666666666,12.471666666666666,7.151666666666666,17.23333333333333,17.23333333333333,7.498333333333334,7.498333333333334,17.71666666666667,17.71666666666667,7.498333333333334,2419.005,648.0366666666667,1536.75,102.75,56.004999999999995,3.651666666666667,56.17166666666666,56.185,22.266666666666666,44.86666666666667,56.19166666666666,0.435,23.166666666666668,24.016666666666666,50.73333333333333,48.51666666666667,41.112,10.4,3276.6999999999994,36.78542983333333,-119.773084,75.24499999999999,6.0,599.8333333333334,58.0,1.0
2023-06-08 03:30:00,365.1666666666667,1686195300.0,12.073333333333332,12.073333333333332,7.283333333333334,16.763333333333332,16.763333333333332,7.638333333333333,7.638333333333333,17.25,17.25,7.638333333333333,2319.2833333333333,626.8816666666667,1834.8149999999998,100.29333333333334,57.038333333333334,4.1000000000000005,57.21333333333333,57.221666666666664,21.599999999999998,46.666666666666664,57.23166666666666,0.4366666666666667,22.8,23.2,51.949999999999996,50.73333333333333,38.31466666666667,14.5,3276.6999999999994,36.78543583333333,-119.77310933333332,72.0293345,5.5,599.6666666666666,58.0,1.0
2023-06-08 04:30:00,467.0,1686198900.0,10.101666666666667,10.101666666666667,6.833333333333333,14.344999999999999,14.344999999999999,7.168333333333333,7.169999999999999,14.903333333333334,14.903333333333334,7.173333333333333,1982.0466666666669,535.5233333333333,2114.4216666666666,91.38333333333333,53.51666666666667,3.365,53.681666666666665,53.69166666666666,21.166666666666668,47.9,53.695,0.455,22.416666666666668,22.53333333333333,52.98333333333333,52.5,35.253499999999995,17.783333333333335,3276.6999999999994,36.78542316666667,-119.773094,69.94133483333333,7.333333333333333,599.8333333333334,58.0,1.0
2023-06-08 05:30:00,568.0,1686202500.0,9.275,9.275,7.010000000000001,13.913333333333334,13.913333333333334,7.363333333333333,7.368333333333333,14.459999999999999,14.459999999999999,7.373333333333334,1833.4383333333333,500.7316666666666,2397.4,92.435,54.895,4.128333333333333,55.068333333333335,55.080000000000005,21.0,48.61666666666667,55.086666666666666,0.4566666666666667,22.233333333333334,22.383333333333336,53.88333333333333,53.35,33.330666666666666,22.55,3276.6999999999994,36.78544233333333,-119.77310683333333,72.04483166666667,5.333333333333333,599.6666666666666,58.0,1.0
2023-06-08 06:30:00,670.3333333333334,1686206100.0,9.166666666666666,9.166666666666666,7.098333333333334,13.638333333333334,19.18,7.456666666666667,7.465,14.299999999999999,14.305,7.468333333333334,1821.7733333333333,492.0183333333334,2683.3616666666667,92.825,55.596666666666664,4.16,55.778333333333336,55.79,20.933333333333334,49.11666666666667,55.794999999999995,0.455,22.166666666666668,22.266666666666666,54.550000000000004,53.9,31.03916666666667,31.78333333333333,3276.6999999999994,36.78544566666667,-119.77316666666667,84.44466783333334,5.333333333333333,599.8333333333334,58.0,1.0
