date_time,unixtime,m_PM25_CF1,m_PM25_ATM,tempC_pms,rh_pms,temp_C,rh,lat,lon,PM_calibrated_ClarityRemake,PM_calibrated_Basic,omega,PM_calibrated_Clarity,PM_calibrated_EPA_Piecewise,PM_calibrated_EPA_Barkjohn
2023-08-25 13:30:00,1692995700.0,11.333333333333334,11.333333333333334,32.5,27.0,32.5,34.5,36.50316733333333,-120.32536583333332,-0.2481126601782577,6.769857699305715,0.4433333333333333,8.950622667503783,9.361266666666667,9.308333333333334
2023-08-25 14:30:00,1692999300.0,10.833333333333334,10.833333333333334,32.333333333333336,26.166666666666668,33.5,32.166666666666664,36.50314766666667,-120.325372,-0.5536322584538631,6.728675470279758,0.4458333333333333,8.65102400882027,9.1711,9.119166666666668
2023-08-25 15:30:00,1693002900.0,11.166666666666666,11.166666666666666,32.5,26.5,34.166666666666664,31.0,36.503128,-120.32536183333332,-0.5007068646874195,6.803334275622309,0.4441666666666666,8.85850373623918,9.317033333333333,9.264166666666666
2023-08-25 16:30:00,1693006500.0,14.0,14.0,32.0,26.166666666666668,34.166666666666664,29.83333333333333,36.503196,-120.325367,0.923855574913066,8.110590921418774,0.43,10.424080356304367,10.830433333333334,10.765833333333331
2023-08-25 17:30:00,1693010100.0,13.333333333333334,13.333333333333334,31.166666666666668,26.666666666666668,33.833333333333336,30.0,36.503175,-120.32535683333332,0.8540958304874664,7.713452384276122,0.4333333333333333,10.053309660883045,10.438,10.376666666666663
2023-08-25 18:30:00,1693013700.0,13.833333333333334,13.666666666666666,29.666666666666668,29.83333333333333,32.166666666666664,34.666666666666664,36.50311216666667,-120.32540516666668,1.7568978330169962,7.258992760386982,0.4308333333333333,10.235969802481351,10.3397,10.3675
2023-08-25 19:30:00,1693017600.0,13.25,13.0,27.0,35.25,28.75,43.0,36.5031775,-120.325363,2.076621976084269,5.853832229255839,0.43375,9.656266185068755,9.52345,9.60375
2023-08-25 20:30:00,1693020900.0,12.5,12.5,24.666666666666668,42.5,26.0,51.5,36.503116166666665,-120.325395,2.6552720639129426,3.986506421526193,0.4375,8.78707975927347,8.636500000000002,8.5975
2023-08-25 21:30:00,1693025200.6666667,15.666666666666666,15.333333333333334,23.0,46.333333333333336,25.666666666666668,53.0,36.50315966666667,-120.325371,4.371343427929386,4.554153114304692,0.4216666666666666,9.811070664835666,9.790733333333336,9.918333333333331
2023-08-25 22:30:00,1693028101.0,17.833333333333332,17.833333333333332,23.0,48.0,25.5,56.0,36.50314533333333,-120.32528783333332,5.274195520071363,5.145644317513085,0.4108333333333334,10.69223964459093,10.957066666666666,10.903333333333332
2023-08-25 23:30:00,1693031701.0,18.0,17.833333333333332,22.666666666666668,49.66666666666666,24.666666666666668,58.16666666666666,36.5032215,-120.32542666666666,5.34407216742234,4.8643468147389415,0.41,10.564086578495084,10.8134,10.848333333333333
2023-08-26 00:30:00,1693035301.0,16.833333333333332,16.833333333333332,22.0,50.833333333333336,23.83333333333333,59.833333333333336,36.503156,-120.3253695,4.689587086744101,4.107399143124914,0.4158333333333333,10.001576296513864,10.188833333333331,10.1425
2023-08-26 01:30:00,1693038901.0,18.33333333333333,18.33333333333333,21.0,53.66666666666666,22.5,64.16666666666667,36.50315916666667,-120.325348,5.253110804777169,4.160139851214913,0.4083333333333334,10.282746369325867,10.7306,10.681666666666665
2023-08-26 02:30:00,1693042501.0,21.0,21.0,20.0,55.833333333333336,21.0,67.0,36.50316733333333,-120.32538866666664,6.130490206332425,4.863619262437133,0.395,11.143002217606076,11.941166666666668,11.884166666666664
2023-08-26 03:30:00,,,,,,,,,,,,,,,
2023-08-26 04:30:00,,,,,,,,,,,,,,,
2023-08-26 05:30:00,1693054800.0,26.0,26.0,17.0,66.0,17.0,81.0,36.503147,-120.325325,7.270777379752339,4.886008668263409,0.37,11.573677142977854,13.6848,13.62
2023-08-26 06:30:00,1693056400.0,28.0,27.666666666666668,17.0,66.66666666666667,17.0,81.33333333333333,36.503162,-120.32538333333332,8.053913451114266,5.6171854162702015,0.36,12.097778911485609,14.500666666666667,14.603333333333332
2023-08-26 07:30:00,,,,,,,,,,,,,,,
2023-08-26 08:30:00,1693064101.0,22.83333333333333,22.83333333333333,21.33333333333333,50.5,22.166666666666668,61.16666666666666,36.50318333333333,-120.32536316666666,7.583297040341156,6.796571240060393,0.3858333333333333,12.532732012854076,13.361566666666665,13.290833333333332
2023-08-26 09:30:00,1693067701.0,22.166666666666668,22.166666666666668,23.33333333333333,45.333333333333336,24.0,55.5,36.50315666666666,-120.32540666666668,7.417355723862929,7.603134345711549,0.3891666666666666,12.785020845674804,13.4576,13.383333333333333
2023-08-26 10:30:00,1693071301.0,20.166666666666668,20.166666666666668,27.0,39.5,27.166666666666668,49.66666666666666,36.503166666666665,-120.32541016666666,6.118527885928547,7.969450272016756,0.3991666666666666,12.566950986232769,12.912433333333334,12.839166666666667
2023-08-26 11:30:00,1693074901.0,17.833333333333332,17.833333333333332,28.666666666666668,33.0,29.5,40.833333333333336,36.50317866666666,-120.325381,4.240049358177629,8.33191337196728,0.4108333333333334,12.104064371341728,12.250066666666669,12.178333333333336
2023-08-26 12:30:00,1693078501.0,13.5,13.5,29.83333333333333,27.0,32.0,30.83333333333333,36.503142,-120.32536833333334,1.160884561001151,7.715378797453463,0.4325,10.294669486764525,10.4966,10.435
2023-08-26 13:30:00,1693082101.0,12.166666666666666,12.166666666666666,31.0,24.5,33.5,27.33333333333333,36.503190833333335,-120.3253555,-0.2491171902942461,7.664564502540804,0.4391666666666666,9.55322470924725,10.013433333333332,9.954166666666666
2023-08-26 14:30:00,1693085701.0,10.833333333333334,10.833333333333334,32.0,23.0,34.5,25.33333333333333,36.5031775,-120.325367,-1.6997807706204675,7.401332270664533,0.4458333333333333,9.011589506065643,9.444066666666668,9.388333333333334
2023-08-26 15:30:00,1693089301.0,9.166666666666666,9.166666666666666,32.833333333333336,20.33333333333333,35.5,22.0,36.5031775,-120.325381,-3.529257146657724,7.240456180915388,0.4541666666666666,7.978781678857172,8.8006,8.748333333333333
2023-08-26 16:30:00,1693092901.0,10.833333333333334,10.833333333333334,32.5,20.83333333333333,35.333333333333336,22.83333333333333,36.5031535,-120.32537966666666,-2.665025784387872,7.861571134085694,0.4458333333333333,9.020080034161252,9.630833333333335,9.572500000000002
2023-08-26 17:30:00,1693096501.0,10.166666666666666,10.166666666666666,32.0,21.33333333333333,35.0,23.166666666666668,36.50315483333333,-120.32539,-2.6216458112867684,7.464432596943042,0.4491666666666666,8.615342583904033,9.2384,9.183333333333334
2023-08-26 18:30:00,1693100101.0,9.5,9.5,30.666666666666668,23.5,33.5,26.166666666666668,36.503136833333336,-120.32536933333334,-2.0485489852313954,6.713264164861036,0.4525,8.2694669911356,8.7023,8.6525
2023-08-26 19:30:00,1693103701.0,10.5,10.5,28.0,29.666666666666668,29.5,36.0,36.50313366666666,-120.32537716666668,0.3244141070105648,5.83974790657669,0.4475,8.572221191157798,8.694733333333334,8.648333333333333
2023-08-26 20:30:00,1693106101.0,10.5,10.5,25.5,33.5,27.0,40.5,36.503128,-120.325371,0.9262571444505632,5.025479148216174,0.4475,8.47614791169789,8.3643,8.3225
2023-08-26 21:30:00,1693109400.0,14.0,14.0,24.0,42.0,27.0,49.0,36.503174,-120.325317,3.560949979274376,4.747306919494903,0.43,9.554675669770637,9.4656,9.42
2023-08-26 22:30:00,,,,,,,,,,,,,,,
2023-08-26 23:30:00,,,,,,,,,,,,,,,
2023-08-27 00:30:00,,,,,,,,,,,,,,,
2023-08-27 01:30:00,,,,,,,,,,,,,,,
