date_time,unixtime,m_PM25_CF1,m_PM1_CF1,m_PM10_CF1,tempC_pms,rh_pms,temp_C,rh,lat,lon,reference,dew_point,temp_minus_dew_point,pm_rh_interaction,pm_calibrated_clarityremake,pm_calibrated_twovar,omega,pm_calibrated_clarity,pm_calibrated_epa_barkjohn
2023-09-29 11:30:00,1696011901.0,4.3133333333333335,2.6266666666666665,4.69,29.23333333333333,28.9,27.28333333333333,31.15,35.13601433333333,-119.45898316666668,,8.740479242205456,18.542854091127875,134.36033333333333,4.852003371681261,5.321341251615852,0.4784333333333333,5.428914737362694,5.496433333333334
2023-09-29 12:30:00,1696015501.0,2.94,2.0416666666666665,3.0683333333333334,29.78333333333333,27.116666666666664,28.266666666666666,27.98333333333333,35.1359655,-119.45900466666669,,8.005151899007323,20.261514767659342,82.27099999999999,4.128000086395774,4.446949268315455,0.4853,4.640226231817082,4.933883333333333
2023-09-29 13:30:00,1696019101.0,3.0849999999999995,2.183333333333333,3.216666666666667,30.066666666666663,26.816666666666663,28.816666666666663,27.316666666666663,35.13593433333333,-119.45897566666667,,8.120225270840052,20.69644139582661,84.27191666666664,4.260455687015895,4.552800783368399,0.48457500000000003,4.691531690625148,5.034783333333333
2023-09-29 14:30:00,1696022701.0,3.0883333333333334,2.223333333333333,3.22,30.7,26.633333333333336,29.516666666666666,26.9,35.13597766666667,-119.45892733333334,,8.490250833246478,21.026415833420188,83.07616666666667,4.283787027012618,4.560123402151447,0.4845583333333333,4.670070798772889,5.052099999999999
2023-09-29 15:30:00,1696026301.0,3.3200000000000003,2.373333333333333,3.47,30.416666666666668,27.23333333333333,29.73333333333333,27.133333333333336,35.136002166666664,-119.45897933333332,,8.80266471334108,20.93066861999225,90.08266666666668,4.444486015466433,4.6993336533741115,0.48340000000000005,4.762889464203829,5.121566666666667
2023-09-29 16:30:00,1696029901.0,3.4250000000000003,2.4633333333333334,3.5883333333333334,30.2,27.766666666666666,29.53333333333333,28.1,35.135973666666665,-119.4589335,,9.151158412751176,20.382174920582155,96.2425,4.532416259428957,4.755185527970309,0.482875,4.852207522478341,5.130833333333333
2023-09-29 17:30:00,1696033501.0,3.7433333333333336,2.583333333333333,3.918333333333333,27.96666666666667,30.316666666666663,28.58333333333333,29.46666666666667,35.135912,-119.45899716666668,,9.040612650036136,19.54272068329719,110.30355555555558,4.694125749381273,4.898657900104048,0.4812833333333333,4.918973797088226,5.0796166666666664
2023-09-29 18:30:00,1696037101.0,4.1000000000000005,2.8349999999999995,4.366666666666666,25.9,32.36666666666667,27.21666666666667,30.75,35.1359705,-119.4589525,,8.49149349601552,18.725173170651146,126.07500000000002,4.957414287988759,5.081771763283162,0.47950000000000004,5.07577790012664,5.090833333333334
2023-09-29 19:30:00,1696040701.0,1.4833333333333334,0.8316666666666667,1.695,22.96666666666667,33.95,24.73333333333333,31.433333333333334,35.135958333333335,-119.45895,,6.658591150564589,18.07474218276874,46.626111111111115,2.950030419332171,3.2777238647628018,0.4925833333333333,3.6567227886313765,3.595583333333333
2023-09-29 20:30:00,1696044301.0,3.713333333333333,1.5016666666666667,4.178333333333334,21.73333333333333,39.65,23.75,37.53333333333333,35.1359405,-119.45893883333332,,8.395431301156222,15.354568698843778,139.37377777777775,3.8634354463402496,4.619841003529069,0.4814333333333333,4.594474360862672,4.270683333333333
2023-09-29 21:30:00,1696047901.0,2.018333333333333,0.71,2.3266666666666667,20.4,45.93333333333334,22.166666666666668,45.03333333333333,35.135945666666665,-119.45897533333334,,9.677381128974634,12.489285537692034,90.89227777777776,2.888138055942915,3.3055352808688347,0.48990833333333333,3.6920389022168774,2.855199999999999
2023-09-29 22:30:00,1696051501.0,2.893333333333334,0.7883333333333332,3.645,19.21666666666667,47.23333333333333,21.0,45.85,35.135974833333336,-119.45898183333334,,8.8839119943466,12.1160880056534,132.65933333333336,3.089467433175324,3.8581034646011396,0.4855333333333334,4.0599846143734,3.199700000000001
2023-09-29 23:30:00,1696055101.0,0.44,0.0733333333333333,0.5916666666666667,18.766666666666666,47.7,20.28333333333333,47.06666666666666,35.135974833333336,-119.4589385,,8.618252668728585,11.665080664604746,20.709333333333333,2.157513856412507,2.194870197528193,0.4978,3.008858281505314,1.8842999999999992
2023-09-30 00:30:00,1696058701.0,0.0416666666666666,0.0066666666666666,0.0616666666666666,17.866666666666664,50.61666666666667,19.23333333333333,50.5,35.13599766666667,-119.45898066666666,,8.696967529186725,10.536365804146605,2.1041666666666634,2.027246130448927,1.8460965083068157,0.49979166666666663,2.787091518952577,1.4292499999999997
2023-09-30 01:30:00,1696062301.0,0.0183333333333333,0.0,0.0266666666666666,17.75,51.5,18.95,51.98333333333333,35.13594583333333,-119.45903266666666,,8.86430189275933,10.085698107240669,0.9530277777777759,2.0092885684643,1.8059226016859193,0.49990833333333334,2.77756159036364,1.3420333333333332
