date_time,unixtime,m_PM25_CF1,m_PM1_CF1,m_PM10_CF1,tempC_pms,rh_pms,temp_C,rh,lat,lon,reference,dew_point,temp_minus_dew_point,pm_rh_interaction,pm_calibrated_clarityremake,pm_calibrated_twovar,omega,pm_calibrated_clarity,pm_calibrated_epa_barkjohn
2023-11-03 12:30:00,1699039501.0,57.0,38.16666666666666,60.833333333333336,24.83333333333333,31.33333333333333,23.0,40.0,36.7853255,-119.77304583333334,24.0,8.667611386682182,14.332388613317818,2280.0,25.6007265575752,24.502062614894292,0.215,31.317481637238608,32.68666666666667
2023-11-03 13:30:00,1699043101.0,41.833333333333336,28.5,44.5,25.83333333333333,28.5,24.83333333333333,34.333333333333336,36.7854495,-119.773098,20.0,8.038348146386438,16.79498518694689,1436.277777777778,20.14403637989323,19.10620089233089,0.29083333333333333,24.93436913389298,25.040833333333335
2023-11-03 14:30:00,1699046701.0,31.83333333333333,22.33333333333333,33.5,26.0,25.666666666666668,25.83333333333333,29.0,36.785456833333335,-119.7730815,10.5,6.4379521501001555,19.395381183233173,923.1666666666665,16.487845028133467,15.600087300403588,0.3408333333333334,20.42595403564071,20.081666666666663
2023-11-03 15:30:00,1699050301.0,30.666666666666668,21.33333333333333,32.333333333333336,26.0,26.0,26.5,28.666666666666668,36.78543916666667,-119.773055,14.3,6.843095110258229,19.65690488974177,879.1111111111112,15.865432828326256,15.1555507529225,0.3466666666666666,19.766744035629326,19.44666666666667
2023-11-03 16:30:00,1699053901.0,28.666666666666668,20.166666666666668,29.83333333333333,25.666666666666668,26.666666666666668,26.5,29.0,36.78543166666667,-119.77309933333332,15.3,7.0118308166173176,19.48816918338268,831.3333333333334,15.146076047391155,14.388396892194903,0.35666666666666663,18.554893967067763,18.35
2023-11-03 17:30:00,1699057501.0,27.0,19.33333333333333,28.0,24.166666666666668,29.666666666666668,25.33333333333333,32.5,36.785401666666665,-119.773047,12.0,7.6692757459524605,17.664057587380867,877.5,14.649884667678277,13.618427672081635,0.365,17.30695403167066,17.228333333333335
2023-11-03 18:30:00,1699061101.0,29.83333333333333,21.5,31.166666666666668,21.0,36.66666666666666,21.666666666666668,43.0,36.78536666666667,-119.77305216666667,20.4,8.538382526439326,13.128284140227342,1282.833333333333,15.664808522482648,14.280537382214854,0.35083333333333333,17.57398698022143,18.106666666666666
2023-11-03 19:30:00,1699064701.0,35.0,25.33333333333333,36.833333333333336,18.5,43.0,19.33333333333333,50.0,36.78539983333334,-119.77309433333332,19.2,8.64178102471329,10.69155230862004,1750.0,17.451336993038613,15.831720187310257,0.325,18.87726013593301,20.255
2023-11-03 21:30:00,1699071901.0,69.16666666666667,47.16666666666666,73.16666666666667,16.0,52.5,16.166666666666668,61.16666666666666,36.78543533333333,-119.77309266666668,32.9,8.674904803069166,7.491761863597501,4230.694444444444,28.466205943228566,27.82059370804439,0.15416666666666665,29.87858319767495,37.21416666666667
2023-11-03 22:30:00,1699075501.0,70.0,48.5,74.16666666666667,15.0,55.833333333333336,15.166666666666666,65.66666666666667,36.78538666666666,-119.77310166666666,28.8,8.778900784928284,6.387765881738382,4596.666666666667,28.56429989416849,27.94719951703049,0.15,28.82321387635473,37.36416666666666
