date_time,pm_calibrated_clarityremake,pm_calibrated_twovar,reference
2023-06-07 15:30:00,8.119690123498668,8.44013674148916,12.2
2023-06-07 16:30:00,7.61382947148511,8.05895403805015,8.7
2023-06-07 17:30:00,8.020008044104276,8.366602017200258,7.5
2023-06-07 18:30:00,8.057062658466654,8.386588270570229,9.7
2023-06-07 19:30:00,8.18458364073286,8.451125746472815,8.5
2023-06-07 20:30:00,7.924544866535821,8.2097113741101,7.0
2023-06-07 21:30:00,8.01988610640997,8.20847429207735,4.5
2023-06-07 22:30:00,7.921155711249127,8.111672024757663,9.5
2023-06-07 23:30:00,7.750304713666536,7.957342352524419,5.5
2023-06-08 00:30:00,7.743305584648714,7.924088058814522,7.8
2023-06-08 01:30:00,7.471107601150636,7.595006844980988,6.3
2023-06-08 02:30:00,5.76368393040245,5.695073333440963,2.7
2023-06-08 03:30:00,4.288887998033605,4.435799529023006,4.2
2023-06-08 04:30:00,3.5535272351988088,3.8227785815719804,7.5
2023-06-08 05:30:00,3.758911297273995,4.023788987542308,4.1
2023-06-08 06:30:00,3.2712000054659036,3.6081792260993923,2.2
2023-06-08 07:30:00,3.3486618781154878,3.6776842950452795,2.5
2023-06-08 08:30:00,4.056126279152526,4.220026029836272,2.4
2023-06-08 09:30:00,5.714145771217794,5.661745048005805,7.4
2023-06-08 10:30:00,8.798353193942646,8.979404485277392,7.8
2023-06-08 11:30:00,10.042455380854493,10.136397644646939,7.8
2023-06-08 12:30:00,10.614978136599106,10.620136637211802,6.1
2023-06-08 13:30:00,10.504537918832984,10.426080447462148,4.8
2023-06-08 14:30:00,10.235439206980702,10.209195546274511,12.9
2023-06-08 15:30:00,11.153688844451151,11.04058450259711,10.9
2023-06-08 16:30:00,11.321118251679676,11.207763555013544,7.6
2023-06-08 17:30:00,10.510497589164997,10.48392498997881,7.9
2023-06-08 18:30:00,10.70670548479502,10.734659402966363,9.4
2023-06-08 19:30:00,10.512421641504716,10.607412263348756,7.1
2023-06-08 20:30:00,9.796703049122042,9.874293924779472,11.0
2023-06-08 21:30:00,8.826828748758084,8.93350970945196,11.8
2023-06-08 22:30:00,8.737503417754931,8.756018694609242,8.6
2023-06-08 23:30:00,8.541255631356897,8.383525451347719,6.9
2023-06-09 00:30:00,6.70165882554249,6.545918379944501,4.1
2023-06-09 01:30:00,5.23104530660096,5.241500224277431,5.3
2023-06-09 02:30:00,5.075143792464051,5.178284323477435,4.2
2023-06-09 03:30:00,5.027505698193615,5.202700190672072,6.1
2023-06-09 04:30:00,5.3633555127732535,5.5818877596700105,4.7
2023-06-09 05:30:00,6.514384297936912,6.652473845539481,2.3
2023-06-09 06:30:00,6.477981777227796,6.665678652911138,4.9
2023-06-09 07:30:00,6.64566565608294,6.697484431870464,6.0
2023-06-09 08:30:00,6.328301460616409,6.217877652268682,5.4
2023-06-09 09:30:00,6.210553698817373,5.996030153284983,4.3
2023-06-09 10:30:00,6.513431992841965,6.301597251698351,4.1
2023-06-09 11:30:00,6.995053766876851,6.753341979981676,6.8
2023-06-09 12:30:00,6.855952982362189,6.755207411482539,7.1
2023-06-09 13:30:00,7.241447364659256,7.2292110791676425,6.5
2023-06-09 14:30:00,6.8500633592264215,6.8817383640793,4.4
2023-06-09 15:30:00,6.68236711593812,6.708626975848498,4.7
2023-06-09 16:30:00,6.964091888818387,6.965511534039501,7.2
2023-06-09 17:30:00,7.521402706970715,7.510632268902723,9.7
2023-06-09 18:30:00,7.922692592713303,7.804927690863117,9.0
2023-06-09 19:30:00,7.861984156752096,7.636741251492211,10.1
2023-06-09 20:30:00,7.837676592490897,7.5379697531962275,7.4
2023-06-09 21:30:00,6.778493593558971,6.516749352746115,5.3
2023-06-09 22:30:00,6.167033701752161,5.884566839188852,11.5
2023-06-09 23:30:00,6.088131504966149,5.792080983793492,7.7
2023-06-10 00:30:00,5.8101208450055255,5.717397068196379,11.6
2023-06-10 01:30:00,4.747239111569316,4.795626528722643,6.9
2023-06-10 02:30:00,4.274483407013216,4.373945261886137,3.5
2023-06-10 03:30:00,3.8686517212857794,4.0255583528144,2.3
2023-06-10 04:30:00,3.6323851465883674,3.8416084426381163,2.7
2023-06-10 05:30:00,3.8631501616677433,4.099215944841724,1.6
2023-06-10 06:30:00,3.8522753836089834,4.080987416732169,-0.1
2023-06-10 07:30:00,4.2351505821209035,4.5099057365529465,1.8
2023-06-10 08:30:00,4.056934400947043,4.121222859507819,3.2
2023-06-10 09:30:00,6.250038862709679,5.969911361750825,4.4
2023-06-10 10:30:00,5.886396768217816,5.578605492664424,8.5
2023-06-10 11:30:00,10.402591909086274,10.532873948237825,12.2
2023-06-10 12:30:00,5.32180777436758,5.090922979202748,7.7
2023-06-10 13:30:00,4.5682315656506365,4.472640633077829,3.7
2023-06-10 14:30:00,4.462692722929409,4.50283507129771,3.6
2023-06-10 15:30:00,4.917463463448245,5.034855693595709,4.0
2023-06-10 16:30:00,7.605655865561898,7.826786962073713,4.6
2023-06-10 17:30:00,5.298659628294843,5.443990814503002,2.7
2023-06-10 18:30:00,6.046753171746358,5.96832591006657,3.5
2023-06-10 19:30:00,6.294253753876099,6.092283949755935,7.3
2023-06-10 20:30:00,6.848114048270423,6.588484340279275,7.9
2023-06-10 21:30:00,7.544548387435274,7.1506549966284485,7.3
2023-06-10 22:30:00,7.240959744811323,6.866389725906387,7.7
2023-06-10 23:30:00,6.528432408277015,6.2379260158714525,5.8
2023-06-11 00:30:00,6.460975622189036,6.223244401175317,5.1
2023-06-11 01:30:00,6.863861500329775,6.655293255198595,4.0
