date_time,pm_calibrated_clarityremake,pm_calibrated_twovar,reference
2023-06-07 15:30:00,8.151160902644552,8.395507072877576,12.2
2023-06-07 16:30:00,7.603110032476504,7.941669966855571,8.7
2023-06-07 17:30:00,8.076362821642913,8.366611073206231,7.5
2023-06-07 18:30:00,8.00601222025552,8.30734733388819,9.7
2023-06-07 19:30:00,8.103043596108433,8.343349371698363,8.5
2023-06-07 20:30:00,7.877312380134988,8.105496052399635,7.0
2023-06-07 21:30:00,7.90160044855468,8.053700155717355,4.5
2023-06-07 22:30:00,7.900755105464179,8.014180513280103,9.5
2023-06-07 23:30:00,7.761052250755056,7.8707668283093355,5.5
2023-06-08 00:30:00,7.779826566610146,7.864414433342571,7.8
2023-06-08 01:30:00,7.464837927857563,7.492372143229394,6.3
2023-06-08 02:30:00,5.938381402455761,5.955878768845967,2.7
2023-06-08 03:30:00,4.672011789702718,4.770307701335847,4.2
2023-06-08 04:30:00,3.972530597768219,4.093260946549744,7.5
2023-06-08 05:30:00,4.162233851581994,4.293196282659943,4.1
2023-06-08 06:30:00,3.8144199855954266,3.981957433645334,2.2
2023-06-08 07:30:00,3.838202714041384,4.0151975266996125,2.5
2023-06-08 08:30:00,4.353261450658694,4.4143798444847935,2.4
2023-06-08 09:30:00,5.9240302685865025,5.848531243200847,7.4
2023-06-08 10:30:00,8.855511982430475,8.989688921629755,7.8
2023-06-08 11:30:00,10.146316848580707,10.216058416304591,7.8
2023-06-08 12:30:00,10.643250745512024,10.650667332052272,6.1
2023-06-08 13:30:00,10.360689202431212,10.378597369302643,4.8
2023-06-08 14:30:00,10.196377027647712,10.24113769573464,12.9
2023-06-08 15:30:00,10.879905150925705,10.860983923158967,10.9
2023-06-08 16:30:00,11.221521911600018,11.165250324271577,7.6
2023-06-08 17:30:00,10.365918028786787,10.42377814078701,7.9
2023-06-08 18:30:00,10.531328811237213,10.5821932439098,9.4
2023-06-08 19:30:00,10.26021951673085,10.372488742654674,7.1
2023-06-08 20:30:00,9.461568555427016,9.588972164402957,11.0
2023-06-08 21:30:00,8.499228344418118,8.65809316176339,11.8
2023-06-08 22:30:00,8.567957285804363,8.616217335779655,8.6
2023-06-08 23:30:00,7.835750018422795,7.709743765849157,6.9
2023-06-09 00:30:00,7.323267640705507,7.342702360028054,4.1
2023-06-09 01:30:00,5.726647762910138,5.785305196841394,5.3
2023-06-09 02:30:00,5.523298814565732,5.624206565257772,4.2
2023-06-09 03:30:00,5.378358283257521,5.586151200412064,6.1
2023-06-09 04:30:00,5.4660147138509245,5.805166573784827,4.7
2023-06-09 05:30:00,6.608006591856368,7.033905889608441,2.3
2023-06-09 06:30:00,6.677376757341862,7.257117136919074,4.9
2023-06-09 09:30:00,6.426329172742061,6.326412894469477,4.3
2023-06-09 10:30:00,6.5933927785340405,6.374567732784439,4.1
2023-06-09 11:30:00,6.927667563023725,6.692053459601528,6.8
2023-06-09 12:30:00,6.812816854892652,6.670500393038223,7.1
2023-06-09 13:30:00,7.467021092735633,7.3747248201407025,6.5
2023-06-09 14:30:00,7.329686392220722,7.226367633921966,4.4
2023-06-09 15:30:00,7.04802468581609,6.942590185039912,4.7
2023-06-09 16:30:00,7.154236853921292,7.049911289705641,7.2
2023-06-09 17:30:00,7.726245657118953,7.600494672760314,9.7
2023-06-09 18:30:00,8.007697871808517,7.809592711421372,9.0
2023-06-09 19:30:00,8.050050722943825,7.772255826064006,10.1
2023-06-09 20:30:00,7.92894969370885,7.678220751847871,7.4
2023-06-09 21:30:00,6.877058804843578,6.6231789913572685,5.3
2023-06-09 22:30:00,6.187644768386563,5.958845200536203,11.5
2023-06-09 23:30:00,5.5366117409474915,5.309348611281438,7.7
2023-06-10 00:30:00,5.937503037642319,5.903480423510973,11.6
2023-06-10 01:30:00,5.1368189609442485,5.2000239229745056,6.9
2023-06-10 02:30:00,4.62239529399778,4.671175516008184,3.5
2023-06-10 03:30:00,4.274225665413029,4.347182025466024,2.3
2023-06-10 04:30:00,3.991118930786164,4.10919115258574,2.7
2023-06-10 05:30:00,4.26102372571269,4.444174636377928,1.6
2023-06-10 06:30:00,4.273454900790421,4.433861616978105,-0.1
2023-06-10 07:30:00,4.280018541424107,4.400699526083223,1.8
2023-06-10 08:30:00,4.416614299502662,4.403900766565417,3.2
2023-06-10 09:30:00,6.390491179915347,6.13701971265992,4.4
2023-06-10 10:30:00,6.040680246275464,5.707519283651313,8.5
2023-06-10 11:30:00,6.595538381898833,6.198122237006236,12.2
2023-06-10 12:30:00,5.277163820593692,5.013778681223348,7.7
2023-06-10 13:30:00,4.41098348438208,4.296057087740737,3.7
2023-06-10 14:30:00,4.53687673430513,4.560233759061318,3.6
2023-06-10 15:30:00,5.1661085725031,5.264783591542489,4.0
2023-06-10 16:30:00,7.758188121639669,7.846627170833138,4.6
2023-06-10 17:30:00,5.166486882880785,5.239690797571887,2.7
2023-06-10 18:30:00,5.965519916973868,5.817527880644067,3.5
2023-06-10 19:30:00,6.318891739761181,6.066295487384446,7.3
2023-06-10 20:30:00,6.581886780338534,6.304442937664787,7.9
2023-06-10 21:30:00,7.12842640152353,6.879889185551884,7.3
2023-06-10 22:30:00,6.826993335996574,6.617478759059952,7.7
2023-06-10 23:30:00,6.515187347314118,6.314621444839714,5.8
2023-06-11 00:30:00,6.621600413341687,6.448310945168303,5.1
2023-06-11 01:30:00,7.1124697823657455,7.089036160756096,4.0
2023-06-11 02:30:00,6.541982355128239,6.569084710302298,7.6
2023-06-11 03:30:00,7.076587444018446,7.108038023934884,10.7
