range,m_PM25_b,rh_sen5x,m_PM1_b,temp_minus_dew_point,pm_rh_interaction,intercept
10 and under,1.152559889755427,0.0437078435058818,0.9415730223075247,0.12457812919192879,-0.017804215123320553,-2.171152844330569
10+,-0.841389755686131,-0.3373821656229671,1.5889128726970265,-1.0957729822459954,6.454441546234729e-05,33.342916439904016
