range,m_PM25_b,rh_sen5x,m_PM1_b,temp_minus_dew_point,pm_rh_interaction,intercept
10 and under,0.7214238739962312,-0.053887413388188116,0.610525817359099,-0.0675448442516792,-0.00891546749523827,5.793041326410062
10+,0.3380033297433352,-0.30561734147940894,0.4403472418742787,-0.828249879476514,-0.0004177072731730565,22.866182982140515
