range,m_PM25_b,rh_sen5x,m_PM1_b,temp_minus_dew_point,pm_rh_interaction,intercept
10 and under,0.5148894110130856,-0.05174311448786913,0.24603019333243054,-0.02408691231741829,0.0014516289695158302,4.666799192568723
10+,0.507110867200945,-0.24188441335806715,0.40016715222587323,-0.9265202815993753,-0.0023186020048264863,23.125043118780923
