range,m_PM25_b,rh_sen5x,m_PM1_b,temp_minus_dew_point,pm_rh_interaction,intercept
10 and under,0.9965156196948685,0.06633895358896601,0.9690332736722932,0.1259610085694175,-0.018527648344957192,-2.9124168348334596
10+,-0.12050772632261264,-0.37200482026397585,0.5218648680014335,-0.6484053226923372,0.004058498524363737,31.8575821212751
