range,m_PM25_b,rh_sen5x,m_PM1_b,temp_minus_dew_point,pm_rh_interaction,intercept
10 and under,0.3534829809462539,-0.051893174624422396,0.4142479350985946,-0.1432064123006635,4.0161523914915856e-05,5.434716099675879
10+,0.5311909236678527,-0.07407803189908724,0.4378447248708782,-0.5746864920138458,-0.004903792951162287,11.594841468687713
