range,m_PM25_b,rh_sen5x,m_PM1_b,temp_minus_dew_point,pm_rh_interaction,intercept
10 and under,0.46043065124840976,-0.06336812534835821,0.3483837671976147,-0.05078986110761474,-0.0005549214734534109,6.087404923458388
10+,0.35543620992782443,-0.30686385001943123,0.32687352287766896,-1.0061541538527785,0.0007234871326264241,26.92560572393834
