name,device_id,lat,lon,timestamp
Avenal,e00fce68e88237db75a60608,36.005257,-120.11731,8/18/2025 20:30
Coalinguita,e00fce68e88237db75a60608,36.03764,-120.173309,7/11/2025 12:10
CutlerOrosi,e00fce68e28dcbc9a589be10,36.526466,-119.290421,7/10/2025 17:20
McFarland,e00fce686dc2ef0a68fa40b0,35.670349,-119.238884,7/11/2025 15:50
TerraBella,e00fce6858b443fd80f27170,35.949562,-119.049973,7/10/2025 16:10
LostHills,e00fce682bbf742cd0b6768a,35.61314,-119.689568,7/11/2025 3:30
Coalinga,e00fce68d6b773b56ce8baa0,36.138985,-120.368347,7/28/2025 13:50
