,date_time,Unnamed: 0,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM4_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,tempC_sen5x,rh_sen5x,vocIdx,noxIdx,alt,sats,counter,moos,ver,C1_T,C2_rh,C3_o3,b,o3_cal,unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon
0,2025-06-03 00:30:00,35.0,1.0,1.0,2.0,2.333333333333333,491.6666666666667,138.16666666666666,801.0,21.5,16.166666666666668,1.3333333333333333,16.166666666666668,16.166666666666668,33.833333333333336,8.333333333333334,16.166666666666668,1.0,38.0,16.0,5.833333333333333,3277.0,73.50516633333334,5.666666666666667,599.5,58.0,3.0,,,,,,1748910301.0,2.0,2.0,2.1666666666666665,2.0,2.0,2.333333333333333,34.833333333333336,16.666666666666668,71.11633333333333,36.7854155,-119.7731195
1,2025-06-03 01:30:00,95.0,1.8333333333333333,1.8333333333333333,2.0,3.0,510.5,142.0,886.8333333333334,23.83333333333333,17.666666666666668,1.8333333333333333,17.833333333333332,17.833333333333332,32.333333333333336,9.833333333333334,17.833333333333332,1.0,36.5,18.666666666666668,8.666666666666666,3277.0,68.72249966666668,5.0,599.6666666666666,58.0,3.0,,,,,,1748913901.0,2.833333333333333,2.833333333333333,2.6666666666666665,3.0,3.0,3.0,33.666666666666664,18.83333333333333,70.45266666666667,36.7854385,-119.77313616666667
2,2025-06-03 02:30:00,155.0,2.0,2.0,2.5,3.0,521.3333333333334,145.5,979.8333333333334,24.33333333333333,19.33333333333333,1.8333333333333333,19.666666666666668,19.666666666666668,29.83333333333333,12.5,19.666666666666668,1.0,33.5,21.5,3.6666666666666665,3277.0,73.41283383333332,5.666666666666667,600.0,58.0,3.0,,,,,,1748917501.0,3.0,3.0,3.0,3.333333333333333,3.333333333333333,3.0,31.666666666666668,21.666666666666668,71.54933333333334,36.78542383333333,-119.7730905
3,2025-06-03 03:30:00,215.0,2.0,2.0,3.0,3.1666666666666665,542.0,152.5,1079.8333333333333,26.666666666666668,20.0,2.1666666666666665,20.666666666666668,20.666666666666668,27.666666666666668,15.166666666666666,20.666666666666668,1.0,30.666666666666668,25.166666666666668,19.166666666666668,3277.0,74.58650133333333,7.333333333333333,600.0,58.0,3.0,,,,,,1748921101.0,3.5,3.5,3.0,3.8333333333333335,3.8333333333333335,3.1666666666666665,29.83333333333333,24.0,64.7195,36.7854365,-119.77311066666664
4,2025-06-03 04:30:00,275.0,2.1666666666666665,2.1666666666666665,3.0,3.6666666666666665,610.1666666666666,171.66666666666666,1188.0,30.33333333333333,22.666666666666668,2.6666666666666665,23.166666666666668,23.33333333333333,26.166666666666668,20.33333333333333,23.33333333333333,1.0,28.83333333333333,30.83333333333333,65.16666666666667,3277.0,66.4811655,6.333333333333333,600.0,58.0,3.0,,,,,,1748924701.0,4.0,4.0,3.6666666666666665,4.5,4.5,4.0,28.5,29.666666666666668,57.55666666666667,36.78546283333333,-119.77317033333333
5,2025-06-03 05:30:00,334.8333333333333,3.1666666666666665,3.1666666666666665,3.333333333333333,4.5,708.5,199.66666666666663,1309.3333333333333,35.333333333333336,25.666666666666668,3.1666666666666665,26.33333333333333,26.5,24.83333333333333,27.0,26.5,1.0,27.33333333333333,37.5,132.16666666666666,3277.0,72.5133335,7.666666666666667,600.0,58.0,3.0,,,,,,1748928301.0,5.0,5.0,4.166666666666667,5.333333333333333,5.333333333333333,4.666666666666667,27.0,36.66666666666666,47.55183333333333,36.7854345,-119.7730815
6,2025-06-03 06:30:00,395.0,3.333333333333333,3.333333333333333,4.0,5.5,759.5,214.5,1445.3333333333333,38.5,27.666666666666668,3.1666666666666665,28.33333333333333,28.5,23.5,32.5,28.666666666666668,1.0,25.5,43.5,153.33333333333334,3277.0,65.8765005,7.166666666666667,600.0,58.0,3.0,,,,,,1748931901.0,5.5,5.5,4.833333333333333,5.666666666666667,5.666666666666667,5.666666666666667,25.33333333333333,43.16666666666666,44.71116666666666,36.785386333333335,-119.77314383333334
7,2025-06-03 07:30:00,455.0,3.5,3.5,3.8333333333333335,5.333333333333333,799.0,224.33333333333331,1579.5,39.5,27.166666666666668,3.5,28.166666666666668,28.166666666666668,22.0,39.16666666666666,28.166666666666668,1.0,23.83333333333333,49.5,201.33333333333331,3277.0,60.350499500000005,5.5,600.0,58.0,3.0,,,,,,1748935501.0,5.5,5.5,4.833333333333333,6.166666666666667,6.166666666666667,5.833333333333333,23.0,50.5,30.6115,36.785432666666665,-119.77314233333334
8,2025-06-03 08:30:00,514.6666666666666,2.833333333333333,2.833333333333333,3.0,5.0,648.0,182.33333333333331,1703.6666666666667,33.833333333333336,24.0,3.333333333333333,25.0,25.166666666666668,20.5,41.5,25.166666666666668,1.0,21.666666666666668,52.0,174.0,3277.0,62.847999,4.5,600.0,58.0,3.0,,,,,,1748939101.0,4.333333333333333,4.333333333333333,4.166666666666667,5.0,5.0,5.333333333333333,21.666666666666668,51.833333333333336,31.186333333333334,36.78537983333333,-119.77311183333336
9,2025-06-03 09:30:00,575.0,2.833333333333333,2.833333333333333,3.0,4.5,651.1666666666666,184.16666666666663,1817.5,34.833333333333336,23.166666666666668,3.1666666666666665,24.0,24.166666666666668,19.5,43.5,24.166666666666668,1.0,20.5,54.0,151.0,3277.0,69.11450066666667,6.166666666666667,600.0,58.0,3.0,,,,,,1748942701.0,4.333333333333333,4.333333333333333,4.0,5.0,5.0,5.0,20.33333333333333,54.16666666666666,32.52333333333333,36.78545016666666,-119.773094
10,2025-06-03 10:30:00,635.0,3.0,3.0,3.0,5.0,649.5,184.33333333333331,1932.1666666666667,35.0,23.666666666666668,3.1666666666666665,24.5,24.5,18.5,46.0,24.5,1.0,19.5,56.16666666666666,151.5,3277.0,71.42016533333333,8.333333333333334,600.0,58.0,3.0,,,,,,1748946301.0,4.666666666666667,4.666666666666667,4.0,5.0,5.0,5.166666666666667,19.166666666666668,56.0,31.84583333333333,36.78543083333333,-119.773098
11,2025-06-03 11:30:00,695.0,3.0,3.0,3.0,5.0,672.0,190.66666666666663,2048.333333333333,36.333333333333336,24.0,3.1666666666666665,24.83333333333333,25.0,18.0,47.333333333333336,25.0,1.0,18.83333333333333,57.333333333333336,153.5,3277.0,67.28233333333334,5.166666666666667,600.0,58.0,3.0,,,,,,1748949901.0,4.666666666666667,4.666666666666667,4.0,5.166666666666667,5.166666666666667,5.0,18.83333333333333,57.333333333333336,31.126,36.78543333333334,-119.7731285
12,2025-06-03 12:30:00,754.8333333333334,3.0,3.0,3.0,5.0,693.5,196.5,2165.5,37.16666666666666,24.166666666666668,3.1666666666666665,25.0,25.0,17.5,50.16666666666666,25.0,1.0,18.0,60.0,170.16666666666666,3277.0,70.20683433333333,5.666666666666667,600.0,58.0,3.0,,,,,,1748953501.0,4.833333333333333,4.833333333333333,4.0,5.5,5.5,5.166666666666667,18.0,59.66666666666666,27.77633333333333,36.78542016666667,-119.77310933333337
13,2025-06-03 13:30:00,815.0,3.0,3.0,3.0,5.0,713.5,202.83333333333331,2288.0,38.66666666666666,25.166666666666668,3.6666666666666665,26.0,26.166666666666668,17.166666666666668,51.0,26.166666666666668,1.0,18.0,60.5,173.16666666666666,3277.0,68.4181665,7.833333333333333,600.0,58.0,3.0,,,,,,1748957101.0,5.0,5.0,4.0,5.833333333333333,5.833333333333333,5.166666666666667,18.166666666666668,59.66666666666666,26.77133333333333,36.785432166666666,-119.7731375
14,2025-06-03 14:30:00,874.8333333333334,3.0,3.0,3.0,5.0,695.5,198.0,2410.333333333333,38.66666666666666,25.0,3.333333333333333,25.666666666666668,25.83333333333333,18.666666666666668,45.5,25.83333333333333,1.0,19.5,54.16666666666666,149.0,3277.0,65.12283316666667,5.833333333333333,600.0,58.0,3.0,,,,,,1748960701.0,5.0,5.0,4.166666666666667,5.5,5.5,5.333333333333333,19.83333333333333,52.66666666666666,29.207166666666662,36.7854145,-119.7731375
15,2025-06-03 15:30:00,934.6666666666666,3.0,3.0,3.333333333333333,4.833333333333333,714.8333333333334,202.33333333333331,2537.1666666666665,38.0,25.166666666666668,3.1666666666666665,25.666666666666668,25.666666666666668,21.0,36.0,25.83333333333333,1.0,23.33333333333333,43.16666666666666,102.5,3277.0,59.9155005,5.333333333333333,600.0,58.0,3.0,,,,,,1748964301.0,5.0,5.0,4.0,5.166666666666667,5.166666666666667,4.833333333333333,22.0,45.0,37.56333333333333,36.7854855,-119.77318333333334
