unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1752235200,18,18,3,18,18,3,20,45,514.11,36.139011,-120.36821,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752235201,23,23,8,23,23,8,21,60,14.247,36.526592,-119.290291,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,22.926747298631003
1752235801,35,33,22,37,37,22,22,61,6.073,36.785458,-119.773125,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752235801,13,13,5,14,14,5,20,53,21.054,35.949615,-119.050041,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,25.557835898708
1752235801,21,21,7,22,22,7,21,61,12.988,36.526516,-119.290405,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,22.369247972524
1752235800,7,7,8,7,7,8,21,44,17.006,35.613285,-119.68959,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,21.475180627838
1752235800,18,18,3,19,19,3,20,45,514.188,36.139046,-120.368721,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752235800,3,3,6,4,4,6,13,75,0.937,40.594128,-105.075867,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752236401,35,33,22,37,37,22,21,63,3.807,36.785458,-119.773125,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752236400,3,3,5,3,3,5,14,73,2.04,40.594013,-105.075844,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752236401,21,21,7,22,22,7,21,61,13.547,36.526562,-119.290245,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,22.611182542531004
1752236401,13,13,5,13,13,5,20,53,20.029,35.949574,-119.050171,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,25.186368824158
1752236400,24,23,3,25,24,3,20,47,514.167,36.139,-120.368446,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752236400,7,7,32,8,8,32,21,43,18.985,35.613285,-119.68959,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,22.358853435405003
1752237001,13,13,5,13,13,5,20,54,20.314,35.949471,-119.050316,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,25.281177823228
1752237000,23,22,3,24,24,3,20,46,514.219,36.138927,-120.368294,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752237001,21,21,7,22,22,7,21,61,14.775,36.526508,-119.290344,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,23.142659558575005
1752237000,8,8,16,8,8,16,21,43,20.381,35.613289,-119.689514,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,23.050854785713
1752237000,3,3,6,3,3,6,14,73,3.929,40.59404,-105.075859,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752237001,37,34,23,38,38,23,21,63,0.0,36.785419,-119.773117,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752237601,37,34,23,38,38,23,21,63,0.0,36.785446,-119.773125,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752237600,2,2,5,2,2,5,14,74,2.901,40.59396,-105.07579,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752237601,13,13,5,14,14,5,20,53,22.74,35.949562,-119.050041,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,26.16885393548
1752237601,20,20,7,20,20,7,21,58,16.333,36.526592,-119.290314,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,23.854776837709004
1752237600,25,24,3,25,25,3,20,47,514.242,36.139027,-120.368385,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752237600,8,8,8,8,8,8,21,43,20.325,35.613319,-119.689606,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,23.023095419225
1752238201,31,31,19,32,32,20,21,60,0.0,36.785423,-119.773102,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752238201,13,13,4,13,13,4,20,53,24.482,35.949482,-119.049973,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,26.800166758764
1752238201,19,19,7,20,20,7,21,58,18.124,36.526539,-119.290314,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,24.629919619252004
1752238200,22,21,3,22,22,3,19,46,514.199,36.139027,-120.368385,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752238200,1,1,5,2,2,5,15,70,5.069,40.594124,-105.075882,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752238200,9,9,7,9,9,7,21,44,18.934,35.613247,-119.689545,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,22.430895959782
1752238801,13,13,5,13,13,5,20,53,23.036,35.949482,-119.049973,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,26.276126378472
1752238800,4,4,5,4,4,5,16,65,2.869,40.594067,-105.075844,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752238801,24,24,14,25,25,14,21,57,0.208,36.785419,-119.773094,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752238801,21,21,7,22,22,7,20,60,14.653,36.526478,-119.290245,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,22.305231093069004
1752238800,10,10,7,10,10,7,21,44,17.845,35.613274,-119.689606,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,21.891075422185
1752238800,25,25,3,26,26,3,20,47,514.189,36.139065,-120.36837,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752239401,13,13,5,13,13,5,21,51,26.015,35.949585,-119.04995,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,28.34912202453
1752239400,10,10,8,10,10,8,21,43,21.351,35.613136,-119.689613,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,23.531686669523005
1752239400,4,4,6,4,4,6,16,66,0.669,40.594158,-105.075821,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752239401,22,22,7,23,23,7,20,63,12.364,36.526581,-119.290329,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,21.276737837772004
1752239401,22,22,13,23,23,13,21,59,0.153,36.785404,-119.773125,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752239400,24,23,3,25,25,3,20,47,514.258,36.139042,-120.368446,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752240000,4,4,5,4,4,5,17,64,2.612,40.594151,-105.075867,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752240001,20,20,12,21,21,12,22,57,0.023,36.785378,-119.773102,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752240001,22,22,8,23,23,8,20,63,10.375,36.526581,-119.290329,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,20.415900879375
1752240001,13,13,5,13,13,5,21,50,26.686,35.949558,-119.049873,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,28.600774023772
1752240000,26,25,3,27,26,3,20,47,514.234,36.138912,-120.368439,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752240000,11,11,10,12,12,10,22,42,22.414,35.613377,-119.689552,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,24.825099835822
1752240600,3,3,5,3,3,5,17,64,8.019,40.594101,-105.075737,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752240601,15,15,10,17,17,10,22,55,0.003,36.785542,-119.773048,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752240601,12,12,5,12,12,5,21,49,26.432,35.949585,-119.049988,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,28.517199638664
1752240600,22,22,3,22,22,3,20,47,514.122,36.139023,-120.36834,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752240600,11,11,8,11,11,8,22,41,22.655,35.613228,-119.68969,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,24.84724087631501
1752240601,24,24,9,25,25,9,20,62,9.725,36.526623,-119.290382,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,20.147187156925
1752241201,12,12,4,12,12,4,22,49,26.779,35.949577,-119.049973,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,29.619386382658
1752241201,12,12,9,13,13,9,22,54,0.245,36.785439,-119.772995,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752241200,12,12,17,12,12,17,22,40,24.35,35.612968,-119.689323,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,25.59013403955001
1752241201,22,22,8,23,23,8,21,56,13.581,36.526447,-119.290161,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,22.688925429213
1752241200,26,25,3,26,26,3,21,46,514.169,36.139008,-120.368401,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752241200,2,2,5,3,3,5,18,65,11.245,40.594135,-105.07576,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752241801,12,12,5,12,12,5,22,48,25.592,35.949444,-119.049782,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,29.197686357983997
1752241801,11,11,8,12,12,8,23,53,0.001,36.785366,-119.773178,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752241800,2,2,4,2,2,4,19,53,17.217,40.594212,-105.075676,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752241801,18,18,6,18,18,6,22,53,20.352,36.526569,-119.290367,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,26.454455781296
1752241800,12,12,26,12,12,26,22,41,21.511,35.613281,-119.689796,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,24.280156675203003
1752241800,27,25,3,27,27,3,21,44,514.077,36.139004,-120.368423,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752242401,9,9,8,10,10,8,23,52,0.016,36.785366,-119.773178,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752242400,1,1,4,2,2,4,19,54,19.591,40.594212,-105.075676,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752242401,12,12,5,12,12,5,23,47,26.532,35.949532,-119.050011,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,30.523257362864
1752242400,23,22,3,24,24,3,22,46,513.995,36.139072,-120.368347,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752242401,20,20,7,20,20,7,23,51,18.664,36.526627,-119.29039,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,26.54633492167201
1752242400,13,13,22,13,13,22,23,40,23.887,35.613186,-119.689499,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,26.224427845051004
1752243000,1,1,3,1,1,3,20,52,21.175,40.594151,-105.07589,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752243001,9,9,8,10,10,8,24,51,0.124,36.785389,-119.773071,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752243001,12,12,5,13,13,5,23,48,21.484,35.949635,-119.050034,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,28.685350353568
1752243001,20,20,8,21,21,8,23,53,18.504,36.526531,-119.290146,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,26.451876011992
1752243000,14,14,13,14,14,13,24,39,22.54,35.613235,-119.68959,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,26.32319684642
1752243000,14,14,3,14,14,3,23,43,513.94,36.13905,-120.368156,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752243601,14,14,5,14,14,5,24,48,19.69,35.949677,-119.049995,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,29.01162392038
1752243601,9,9,7,10,10,7,25,49,1.598,36.7854,-119.773178,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752243600,2,2,4,2,2,4,22,42,24.495,40.594215,-105.075714,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752243601,20,20,7,21,21,7,24,51,19.453,36.526566,-119.290276,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,27.685045780469
1752243600,15,15,19,16,16,19,26,37,21.807,35.613243,-119.689552,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,27.492808379211
1752243600,8,8,3,9,9,3,24,40,513.735,36.13905,-120.368347,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752244200,16,16,23,17,17,23,27,36,23.837,35.613213,-119.689583,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,29.265566320401
1752244201,20,20,7,20,20,7,24,50,22.106,36.526577,-119.290329,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,28.845866735538003
1752244201,14,14,5,15,15,5,25,47,21.981,35.949444,-119.049965,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,30.826806649862
1752244200,0,0,3,0,0,3,23,44,32.118,40.594276,-105.075653,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752244200,8,8,3,9,9,3,26,35,513.25,36.138988,-120.368393,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752244201,12,12,8,13,13,8,26,47,9.413,36.785419,-119.773087,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752244800,0,0,3,1,1,3,23,43,32.658,40.594147,-105.075699,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752244801,18,18,10,19,19,10,26,45,15.958,36.785355,-119.773132,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752244801,16,16,6,16,16,6,26,47,21.525,35.949608,-119.050011,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,31.63798065155
1752244800,18,18,2,18,18,2,29,33,29.733,35.613247,-119.689598,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,33.623869485209
1752244801,23,23,13,24,24,18,25,51,21.221,36.526596,-119.290329,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,29.247466735933003
1752244800,8,8,3,8,8,3,27,34,512.891,36.138988,-120.368393,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752245400,4,4,5,4,4,5,23,45,31.365,40.594101,-105.07592,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752245401,21,21,11,22,22,11,27,45,15.325,36.785397,-119.773056,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752245400,16,16,0,17,17,0,30,29,43.819,35.613285,-119.68959,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,41.080852340887006
1752245401,13,13,5,14,14,5,27,41,28.307,35.949608,-119.050011,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,35.123117617914
1752245400,8,8,3,8,8,3,27,37,512.606,36.139061,-120.36834,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752245401,24,24,8,25,25,8,26,50,20.25,36.526608,-119.290367,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,29.637057123250003
1752246001,22,22,11,22,22,11,27,45,16.238,36.785442,-119.77314,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752246000,1,1,3,1,1,3,24,43,32.572,40.594166,-105.075821,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752246001,23,23,8,24,24,8,27,47,21.569,36.526562,-119.290337,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,31.042968019737
1752246000,16,16,0,17,17,0,31,28,50.787,35.613266,-119.689621,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,45.30139156275101
1752246000,8,8,2,8,8,2,28,33,512.419,36.139076,-120.368324,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752246001,10,10,4,10,10,4,28,38,32.975,35.949776,-119.050102,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,37.81669548945
1752246601,10,10,4,11,11,4,29,35,33.759,35.949638,-119.050026,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,39.102684953618
1752246600,16,16,0,16,16,0,31,29,52.501,35.613213,-119.689575,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,46.24834983447301
1752246601,20,20,7,21,21,7,27,45,26.448,36.526562,-119.290337,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,33.179804811104
1752246600,7,7,2,8,8,2,29,32,512.214,36.139065,-120.36824,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752246601,24,24,12,25,25,12,28,44,16.709,36.785389,-119.773048,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752246600,1,1,2,1,1,2,24,44,34.444,40.594151,-105.075882,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752247200,0,0,2,0,0,2,24,43,38.356,40.594105,-105.075821,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752247201,24,24,12,25,25,12,28,42,18.071,36.785416,-119.773132,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752247201,10,10,4,10,10,4,30,32,37.649,35.949562,-119.050018,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,41.514310255398
1752247200,18,18,0,18,18,0,32,29,49.898,35.613251,-119.689507,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,45.821839277754
1752247201,25,25,8,26,26,8,28,46,25.728,36.52652,-119.290367,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,33.652816625544
1752247200,7,7,2,8,8,2,30,28,511.986,36.138939,-120.368332,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752247800,0,0,2,0,0,2,25,42,39.732,40.594112,-105.075752,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752247801,23,23,12,24,24,12,29,41,21.705,36.785419,-119.773148,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752247801,10,10,4,10,10,4,31,31,39.436,35.949551,-119.049965,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,43.146839906272
1752247800,18,18,0,18,18,0,31,30,51.984,35.613316,-119.689606,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,46.089394773432005
1752247800,8,8,2,8,8,2,31,28,511.767,36.139034,-120.368286,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752247801,26,26,8,27,27,8,28,45,25.771,36.526608,-119.290306,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,33.684032522083
1752248401,21,21,11,22,22,11,29,39,25.862,36.785461,-119.773163,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752248400,0,0,2,0,0,2,25,40,39.742,40.594013,-105.075775,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752248401,23,23,7,24,24,7,29,42,29.298,36.526489,-119.290222,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,36.045563330154
1752248400,8,8,3,9,9,3,32,27,511.719,36.138981,-120.36824,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752248400,16,16,0,17,17,0,32,30,47.815,35.613316,-119.689606,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,44.886613360995
1752248401,10,10,4,11,11,4,31,30,38.872,35.94957,-119.04998,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,42.950919381544
1752249001,11,11,4,11,11,4,31,27,40.855,35.949505,-119.049957,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,43.69500317221
1752249001,18,18,6,19,19,6,30,39,33.887,36.526592,-119.290253,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,38.866726541351
1752249000,10,10,3,10,10,3,33,27,511.506,36.139061,-120.368362,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752249000,16,16,0,17,17,0,32,30,46.444,35.613247,-119.68956,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,44.207004585012
1752249000,0,0,2,0,0,2,25,39,41.427,40.594013,-105.075775,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752249001,19,19,10,19,19,10,29,40,31.99,36.785461,-119.773163,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752249600,0,0,2,0,0,2,26,38,41.942,40.594131,-105.075737,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752249601,19,19,9,20,20,9,30,39,32.652,36.785374,-119.773087,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752249601,11,11,4,11,11,4,32,28,41.925,35.949551,-119.049759,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,45.05073313835
1752249600,19,19,0,19,19,0,33,29,46.721,35.613068,-119.689529,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,45.110795214533
1752249600,18,17,4,18,18,4,34,24,511.457,36.139027,-120.368317,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752249601,18,18,6,18,18,6,30,38,35.476,36.526546,-119.290268,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,39.567049495548
1752250201,18,18,8,19,19,8,31,37,35.688,36.785416,-119.773087,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752250201,11,11,4,11,11,4,32,27,41.541,35.94952,-119.049721,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,44.920045855982
1752250200,17,17,5,17,17,5,34,24,511.371,36.138985,-120.368286,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752250201,17,17,5,17,17,5,30,37,38.806,36.526539,-119.290321,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,41.020875287638
1752250200,21,21,0,22,22,0,33,30,46.114,35.613289,-119.689636,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,44.907226885922
1752250200,0,0,2,0,0,2,26,39,42.791,40.594097,-105.075745,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752250801,11,11,7,11,11,7,31,35,41.046,36.785378,-119.77314,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752250800,0,0,2,0,0,2,26,39,42.499,40.594082,-105.07576,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752250801,15,15,5,16,16,5,31,37,41.745,36.526543,-119.290344,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,43.090103723385
1752250801,11,11,4,11,11,4,32,28,44.373,35.949574,-119.049866,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,45.937905234446
1752250800,21,21,0,22,22,0,33,28,50.251,35.613258,-119.689659,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,46.76330333322301
1752250800,18,18,6,19,19,6,35,23,511.321,36.138927,-120.368317,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752251401,11,11,4,11,11,4,33,27,44.449,35.949535,-119.049965,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,46.950356675998
1752251401,16,16,5,16,16,5,32,35,41.181,36.526585,-119.290344,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,43.668448797013
1752251400,23,23,0,23,23,0,34,26,54.197,35.6133,-119.689522,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,49.388504794681005
1752251400,0,0,2,0,0,2,26,40,42.957,40.594139,-105.07576,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752251401,10,10,7,11,11,7,31,35,44.14,36.785404,-119.773087,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752251400,17,17,5,17,17,5,36,22,511.242,36.138927,-120.368317,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752252001,14,14,7,15,15,7,32,34,46.031,36.785393,-119.773094,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1752252000,0,0,2,0,0,2,26,41,42.713,40.594067,-105.075951,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1752252001,12,12,4,12,12,4,33,27,44.587,35.949535,-119.049965,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,47.000368828474
1752252000,17,17,5,18,18,5,36,21,511.125,36.138981,-120.368355,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1752252001,15,15,5,16,16,5,32,34,41.994,36.526653,-119.290367,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,44.032919825762
1752252000,22,22,0,23,23,0,35,26,55.615,35.613194,-119.689575,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,50.955215892395
1752252600,0,0,2,0,0,2,27,39,42.391,40.594055,-105.075722,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
