,date_time,Unnamed: 0,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM4_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,tempC_sen5x,rh_sen5x,vocIdx,noxIdx,alt,sats,counter,moos,ver,C1_T,C2_rh,C3_o3,b,o3_cal,unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon
0,2025-06-03 00:30:00,28.166666666666668,2.0,2.0,2.0,2.5,477.3333333333333,139.5,804.6666666666666,19.83333333333333,16.5,1.0,16.666666666666668,16.666666666666668,33.0,11.166666666666666,16.666666666666668,1.0,37.833333333333336,17.333333333333332,15.833333333333334,2.0,77.5371665,7.666666666666667,600.0,58.0,3.0,,,,,,1748910301.0,2.833333333333333,2.833333333333333,2.333333333333333,3.0,3.0,2.5,35.0,16.833333333333332,66.22083333333333,36.78537766666667,-119.773074
1,2025-06-03 01:30:00,89.0,2.0,2.0,2.333333333333333,3.0,502.6666666666667,147.83333333333334,895.3333333333334,22.166666666666668,18.83333333333333,1.3333333333333333,19.166666666666668,19.166666666666668,31.5,13.666666666666666,19.166666666666668,1.0,35.833333333333336,19.83333333333333,16.0,2.1666666666666665,66.26116816666666,5.5,600.0,58.0,3.0,,,,,,1748913901.0,3.0,3.0,2.833333333333333,3.0,3.0,3.0,33.666666666666664,19.166666666666668,65.78383333333333,36.78543916666666,-119.773079
2,2025-06-03 02:30:00,149.16666666666666,2.0,2.0,3.0,3.0,507.6666666666667,150.0,997.6666666666666,23.166666666666668,20.5,1.5,21.33333333333333,21.33333333333333,29.166666666666668,16.0,21.33333333333333,1.0,33.0,22.666666666666668,10.5,3.8333333333333335,67.90116516666667,6.333333333333333,600.0,58.0,3.0,,,,,,1748917501.0,3.1666666666666665,3.1666666666666665,3.0,3.1666666666666665,3.1666666666666665,3.0,31.83333333333333,21.83333333333333,66.58083333333333,36.785382,-119.77311066666668
3,2025-06-03 03:30:00,208.16666666666663,2.0,2.0,3.0,3.0,535.1666666666666,158.33333333333334,1106.3333333333333,26.166666666666668,21.83333333333333,1.8333333333333333,22.0,22.166666666666668,27.5,18.666666666666668,22.33333333333333,1.0,30.83333333333333,26.0,27.83333333333333,5.5,71.06316616666668,4.666666666666667,600.0,58.0,3.0,,,,,,1748921101.0,3.6666666666666665,3.6666666666666665,3.0,3.8333333333333335,3.8333333333333335,3.333333333333333,30.166666666666668,24.5,61.42733333333334,36.785357833333336,-119.773066
4,2025-06-03 04:30:00,268.0,2.6666666666666665,2.6666666666666665,3.0,4.0,593.1666666666666,176.0,1225.5,28.5,24.5,2.333333333333333,24.666666666666668,24.83333333333333,25.83333333333333,24.166666666666668,24.83333333333333,1.0,29.0,31.5,68.5,6.166666666666667,79.02766733333333,5.833333333333333,600.0,58.0,3.0,,,,,,1748924701.0,4.166666666666667,4.166666666666667,3.6666666666666665,4.166666666666667,4.166666666666667,4.0,28.5,29.83333333333333,55.437666666666665,36.785404,-119.7730905
5,2025-06-03 05:30:00,328.1666666666667,3.333333333333333,3.333333333333333,3.5,4.5,722.6666666666666,214.0,1360.3333333333333,35.333333333333336,28.166666666666668,2.333333333333333,28.83333333333333,28.83333333333333,24.666666666666668,30.666666666666668,29.0,1.0,27.33333333333333,38.16666666666666,126.0,5.0,63.82466683333333,5.666666666666667,600.0,58.0,3.0,,,,,,1748928301.0,5.333333333333333,5.333333333333333,4.333333333333333,5.5,5.5,4.833333333333333,26.83333333333333,37.0,46.36316666666667,36.78539533333333,-119.77307
6,2025-06-03 06:30:00,388.0,4.0,4.0,4.0,5.666666666666667,779.8333333333334,229.66666666666663,1511.0,39.16666666666666,30.166666666666668,3.333333333333333,31.0,31.166666666666668,23.33333333333333,36.5,31.166666666666668,1.0,25.5,44.5,143.16666666666666,5.0,61.52866633333333,6.833333333333333,600.0,58.0,3.0,,,,,,1748931901.0,5.833333333333333,5.833333333333333,5.0,6.0,6.0,6.0,25.166666666666668,43.5,43.897333333333336,36.78538516666666,-119.773182
7,2025-06-03 07:30:00,447.1666666666667,4.0,4.0,4.0,5.333333333333333,792.6666666666666,235.16666666666663,1659.5,40.66666666666666,29.33333333333333,3.0,30.33333333333333,30.5,21.666666666666668,43.5,30.666666666666668,1.0,23.83333333333333,50.333333333333336,208.33333333333331,3.6666666666666665,74.2775,5.666666666666667,600.0,58.0,3.0,,,,,,1748935501.0,6.0,6.0,5.0,6.166666666666667,6.166666666666667,6.0,23.0,51.0,31.037000000000003,36.785410500000005,-119.77308383333332
8,2025-06-03 08:30:00,507.3333333333333,3.1666666666666665,3.1666666666666665,3.1666666666666665,5.0,676.0,200.16666666666663,1797.3333333333333,35.0,26.0,2.6666666666666665,27.0,27.0,20.166666666666668,45.833333333333336,27.0,1.0,21.666666666666668,52.5,145.66666666666666,3.0,73.40933483333333,6.666666666666667,600.0,58.0,3.0,,,,,,1748939101.0,5.0,5.0,4.0,5.166666666666667,5.166666666666667,5.0,21.5,52.5,31.751500000000004,36.785408,-119.77309183333334
9,2025-06-03 09:30:00,567.3333333333334,3.0,3.0,3.0,5.0,653.3333333333334,192.66666666666663,1926.0,34.333333333333336,25.83333333333333,2.833333333333333,26.666666666666668,26.83333333333333,19.166666666666668,47.833333333333336,26.83333333333333,1.0,20.33333333333333,54.66666666666666,115.16666666666669,4.0,68.50316683333334,9.166666666666666,600.0,58.0,3.0,,,,,,1748942701.0,5.0,5.0,4.0,5.0,5.0,5.0,20.33333333333333,54.333333333333336,33.29666666666667,36.78542466666666,-119.77310683333332
