range,m_PM25_CF1,rh_pms,m_PM1_CF1,temp_minus_dew_point,pm_rh_interaction,intercept
10 and under,0.40406205905069187,-0.05167396127113625,0.05805579654199332,-0.07442704522524421,-0.0006650850389240045,5.685223226548873
10+,-0.09370325550792251,-0.16128780064872006,0.8041673792678,-0.40208448724442736,-0.0013378927221337567,13.75736963920398
