range,m_PM25_CF1,rh_pms,m_PM1_CF1,temp_minus_dew_point,pm_rh_interaction,intercept
10 and under,0.5212223882534328,-0.10987889027121477,0.30790903255695107,-0.1906396883827604,-0.004590431068341173,9.752924080232544
10+,0.6626277068506701,-0.23471923081182253,-0.21779004048112657,-0.34964396318634894,-0.0017521851401769042,15.110617057597752
