range,m_PM25_CF1,rh_pms,m_PM1_CF1,temp_minus_dew_point,pm_rh_interaction,intercept
10 and under,0.32408947360169177,-0.011728114403338952,0.7158284660543748,-0.016522571441210093,-0.003255324743978828,2.618573750816441
10+,0.40565685227355236,0.004257619025074986,0.10844220452929675,0.382392908190905,-0.0005641336863070276,-2.7827120242137156
