range,m_PM25_CF1,rh_pms,m_PM1_CF1,temp_minus_dew_point,pm_rh_interaction,intercept
10 and under,0.4912679929804874,-0.042764838571614935,0.37624714523928054,-0.07802509027654031,-0.00444062139456642,4.466814650820265
10+,-0.13596662193941994,-0.12823735722045493,0.3631422398423525,0.17872414402852668,0.003881538641608296,7.171398503298789
